OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,data_as_of,data_loaded_at,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods
67570,Fulton St&10TH Ave SE-FS/BZ,FULT10A1,FULT10AV,4737,37.77325,-122.46761000000001,,10TH AVE,FULTON ST,FS,SE,BZ,0,1720006111000,15520444,146,1,POINT (-122.46761 37.77325),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,12,9,9
67809,California St&16TH Ave NE-NS/BZ,CALI16A0,CALI16AV,3833,37.784386,-122.475229,1,16TH AVE,CALIFORNIA ST,NS,NE,BZ,0,1720006111000,15515848,146,1,POINT (-122.475229 37.784386),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,2,2
65932,26th St&De Haro St NE-NS/SB,26STDHR1,26STDHRO,3516,37.750859999999996,-122.40015,,DE HARO ST,26TH ST,NS,NE,,0,1720006111000,15515679,146,10,POINT (-122.40015 37.75086),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,26,54,54
68356,Clay St&Franklin St SW-NS/BZ,CLAYFRK1,CLAYFRKL,4016,37.791906999999995,-122.424463,1,FRANKLIN ST,CLAY ST,NS,SW,BZ,1,1720006111000,15515365,146,2,POINT (-122.424463 37.791907),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,30,102,102
68015,Lombard St&Fillmore St SE-FS/BZ,LOMBFIL1,LOMBFILL,5274,37.799817999999995,-122.435878,,WEBSTER ST,LOMBARD ST,NS,SW,BZ,0,1720006111000,15522552,146,2,POINT (-122.435878 37.799818),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,13,15,15
65561,Union St&Montgomery St NW-FS/PS,UNINMTG1,UNINMTGY,6775,37.801086999999995,-122.404474,,CASTLE ST,UNION ST,FS,NW,,0,1720006111000,15525540,146,3,POINT (-122.404474 37.801087),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,23,18,18
66959,Chumasero Dr&Galindo Ave N/FS-SB,CHUMGALN,,7805,37.714151,-122.473158,,GALINDO AVE,CHUMASERO DR,,,,0,1720006111000,15526129,146,7,POINT (-122.473158 37.714151),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,16,42,42
66686,Chumasero Dr&Font Blvd W-FS/SB,CHUMFON1,CHUMFONT,3981,37.714954,-122.473135,,FONT BLVD,CHUMASERO DR,FS,WE,,0,1720006111000,15519512,146,7,POINT (-122.473135 37.714954),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,16,42,42
68256,Saint Francis&Santa Ana NE-NS/SB,STFRSNA0,STFRSNAN,6505,37.734941,-122.467849,,SANTA ANA AVE,SAINT FRANCIS BLVD,NS,NE,,0,1720006111000,15524797,146,7,POINT (-122.467849 37.734941),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,116,116
66336,UCSF / Chase Center (16th Street) SW-FS/SI,3STUCS1,3ST GFW1,7360,37.768237,-122.389366,1,SOUTH ST,03RD ST,FS,SW,SI,0,1720006111000,15523364,146,6,POINT (-122.389366 37.768237),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,4,34,34
66439,Haight St&Stanyan St SE-FS/BB,HAITSTA3,HAITSTAN,4963,37.769169999999995,-122.453075,,STANYAN ST,HAIGHT ST,FS,SE,BZ,1,1720006111000,15517848,146,5,POINT (-122.453075 37.76917),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,3,25,25
65785,16th Street & Owen St NW/FS-BZ,16STOWE1,,7865,37.766722,-122.392805,,OWENS ST,16TH ST,,,,0,1720006111000,15526228,146,6,POINT (-122.392805 37.766722),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,4,34,34
67867,Quintara St&19th Ave SW-NS/PS,QUIN19A1,QUIN19AV,6141,37.74858,-122.47622,,19TH AVE,QUINTARA ST,NS,SW,FL,1,1720006111000,15519687,146,4,POINT (-122.47622 37.74858),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,40,40
68490,Gilman Ave&Jennings St E-NS/PS,GLMNJEN1,GLMNJENN,4786,37.721413,-122.393595,,JENNINGS ST,GILMAN AVE,NS,EA,,0,1720006111000,15520269,146,10,POINT (-122.393595 37.721413),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,88,88
67420,Potrero Ave&21st St SW-FS/BZ,POTR21S0,POTR21ST,6034,37.7575,-122.40693999999999,1,21ST ST,POTRERO AVE,FS,SW,BZ,0,1720006111000,15521321,146,9,POINT (-122.40694 37.7575),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,2,20,53,53
68215,Presidio Ave&Clay St NW-NS/PS,PRESCLA0,PRESCLAY,6090,37.78918,-122.44726,,CLAY ST,PRESIDIO AVE,NS,NW,,0,1720006111000,15521677,146,2,POINT (-122.44726 37.78918),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,6,31,10,10
68473,Burnett Ave&Dawnview Way  NE-FS/SB,BRNTDNV0,,7685,37.748059,-122.444904,,GLENVIEW DR,BURNETT AVE,,,,0,1720006111000,15525789,146,8,POINT (-122.444904 37.748059),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,5,38,51,51
67760,Haight St&Gough St NW-FS/BZ,HAITGOU0,HAITGOUG,4954,37.773182999999996,-122.422553,,GOUGH ST,HAIGHT ST,FS,NW,BZ,1,1720006111000,15518034,146,6,POINT (-122.422553 37.773183),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,9,26,26
66300,Lincoln Way&29th Ave NW-FS/BZ,LWAY29A0,LWAY29AV,5318,37.765032,-122.48826700000001,,29TH AVE,LINCOLN WY,FS,NW,BZ,0,1720006111000,15518890,146,4,POINT (-122.488267 37.765032),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,4,12,9,9
67225,Steiner St&Union St SW-FS/BZ,STEIUNI0,STEIUNIN,6491,37.796679999999995,-122.43721,,UNION ST,STEINER ST,FS,SW,BZ,0,1720006111000,15522488,146,2,POINT (-122.43721 37.79668),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,13,14,14
66268,Grafton Ave&Plymouth Ave SW-NS/PS,GRAFPLY0,GRAFPLYM,4915,37.719961999999995,-122.456232,,PLYMOUTH AVE,GRAFTON AVE,NS,SW,,1,1720006111000,15516829,146,11,POINT (-122.456232 37.719962),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,1,24,64,64
67503,Sutter St&Divisadero St SE-FS/BZ,SUTTDIV1,SUTTDIVI,6590,37.785258999999996,-122.43943,,DIVISADERO ST,SUTTER ST,FS,SE,BZ,1,1720006111000,15520099,146,5,POINT (-122.43943 37.785259),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,15,103,103
68713,Pacific Ave&Van Ness Ave SE-FS/BZ,PACFV.N1,PACFV.N.,5859,37.794784,-122.422901,,VAN NESS AVE,PACIFIC AVE,FS,SE,BZ,0,1720006111000,15518904,146,3,POINT (-122.422901 37.794784),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,3,32,105,105
67555,3rd St&Van Dyke Ave NE-FS/SI,3ST VDY0,3ST VDY0,7345,37.729290999999996,-122.392604,1,VAN DYKE AVE,3RD ST,MB,,SI,0,1720006111000,15524942,146,10,POINT (-122.392604 37.729291),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
65920,11th St&Market St E-NS/SB,11STMRK1,11STMRKT,3244,37.7755,-122.41852,1,MARKET ST,11TH ST,NS,EA,,0,1720006111000,15515032,146,6,POINT (-122.41852 37.7755),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,5,10,34,32,32
66908,23rd Ave&Lincoln Way SW-FS/SB,23AVLWA0,23AVLWAY,3445,37.765026,-122.48160899999999,,LINCOLN WY,23RD AVE,FS,SW,,0,1720006111000,15521432,146,4,POINT (-122.481609 37.765026),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,39,39
67436,Quintara St&Cragmont Ave SE-FS/PS,QUINCRA1,QUINCRAG,6169,37.748976999999996,-122.467051,,CRAGMONT AVE,QUINTARA ST,FS,SE,,0,1720006111000,15522819,146,7,POINT (-122.467051 37.748977),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,44,44
66430,Howth St&Mt Vernon Ave N-NS,HOWTMTV0,HOWTMTVN,5039,37.71978,-122.45164,,MT VERNON AVE,HOWTH ST,NS,NO,FL,0,1720006111000,15517823,146,11,POINT (-122.45164 37.71978),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,1,24,81,81
65520,Lincoln Blvd&Bowley St SE-NS/SB,LINCBOW0,LINCBOWL,5263,37.788393,-122.482457,,BOWLEY ST,LINCOLN BLVD,NS,SE,,0,1720006111000,15518375,146,2,POINT (-122.482457 37.788393),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,,6,27,3,3
67567,Randolph St&Arch St NE-NS/PS,RNDOARC1,RNDOARCH,6172,37.714341999999995,-122.466982,,ARCH ST,RANDOLPH ST,NS,NE,,1,1720006111000,15520423,146,11,POINT (-122.466982 37.714342),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,1,24,65,65
66005,Clayton St&Parnassus Ave NW-NS/PS,CLTNPAR0,CLTNPARN,4082,37.765226,-122.447757,,PARNASSUS AVE,CLAYTON ST,NS,NW,,0,1720006111000,15515943,146,8,POINT (-122.447757 37.765226),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,3,29,29
68716,Market St&2nd St N-NS/SI,MRKT.2S0,MRKT.2ST,5639,37.789353,-122.401306,1,2ND ST,MARKET ST,NS,NO,SI,0,1720006111000,15518921,146,6,POINT (-122.401306 37.789353),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,10,8,108,108
67796,20th St&3rd St NW-FS/BZ,20ST.3S1,20ST.3ST,3410,37.760535999999995,-122.388707,,03RD ST,20TH ST,FS,NW,BZ,0,1720006111000,15515324,146,10,POINT (-122.388707 37.760536),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,26,55,55
67259,Folsom St&Tompkins Ave NW-NS/PS,FOLSTPK1,FOLSTPKN,4701,37.737159999999996,-122.41352,,TOMPKINS ST,FOLSOM ST,NS,NW,,0,1720006111000,15517280,146,9,POINT (-122.41352 37.73716),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,2,2,83,83
67651,45th Ave&Cabrillo St NW-NS/PS,45AVCBR0,45AVCBRO,3573,37.773537999999995,-122.505831,,CABRILLO ST,45TH AVE,NS,NW,,0,1720006111000,15515586,146,1,POINT (-122.505831 37.773538),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,8,8
66395,Paul Ave&Crane St NE-NS/PS,PAULCRA1,PAULCRAN,5901,37.723289,-122.39908,,CRANE ST,PAUL AVE,NS,NE,,0,1720006111000,15523527,146,10,POINT (-122.39908 37.723289),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
67890,655 John Muir Ave SW-MB/BZ,J.M.H650,J.M.H655,5130,37.71677,-122.49766,,,JOHN MUIR AVE,MB,SW,,0,1720006111000,15518140,146,7,POINT (-122.49766 37.71677),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,16,43,43
66345,Taraval St&30th Ave SW-NS/SI,TARA30A1,TARA30AV,6627,37.742494,-122.487681,1,30TH AVE,TARAVAL ST,NS,SW,,0,1720006111000,15524855,146,4,POINT (-122.487681 37.742494),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,40,40
68013,Grove St&Gough St SW-NS/BZ,GROVGOU1,GROVGOUG,4920,37.777747999999995,-122.423306,,GOUGH ST,GROVE ST,NS,SW,BZ,1,1720006111000,15522549,146,5,POINT (-122.423306 37.777748),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,9,22,22
67594,Lawton St&7th Ave NW-FS/PS,LAWT 7A1,LAWT 7AV,4852,37.758604999999996,-122.464086,,7TH AVE,LAWTON ST,FS,NW,,1,1720006111000,15524486,146,7,POINT (-122.464086 37.758605),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,14,109,109
68699,Crescent Ave&Putnam St SW-NS/PS,CRESPUT0,CRESPUTN,4201,37.735009,-122.411169,,PUTNAM ST,CRESCENT AVE,MB,NO,,0,1720006111000,15516775,146,9,POINT (-122.411169 37.735009),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,2,2,83,83
65884,South Van Ness Ave&Market St NS-S/SI,SOVNMRKT,,8088,37.7751,-122.41924,,MARKET ST,SOUTH VAN NESS AVE,,,,0,1720006111000,15514855,146,6,POINT (-122.41924 37.7751),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,20,32,32
67573,Hayes St&Central Ave NE-NS/BZ,HAYSCEN0,HAYSCENT,4985,37.774195,-122.444298,,CENTRAL AVE,HAYES ST,NS,NE,BZ,0,1720006111000,15520453,146,5,POINT (-122.444298 37.774195),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,18,24,24
67622,Portola Dr&San Pablo Ave NE-NS,PORTPAB0,PORTPABL,6116,37.7404,-122.46107,,SAN PABLO AVE,PORTOLA DR,NS,NE,,0,1720006111000,15523593,146,7,POINT (-122.46107 37.7404),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,49,49
68096,Irving St&6th Ave NE-NS,IRVG 6AV,,8032,37.764244,-122.462987,1,06TH AVE,IRVING ST,,,,0,1720006111000,15525935,146,7,POINT (-122.462987 37.764244),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,14,109,109
67900,Sutter St&Scott St NE-NS/BZ,SUTTSCO0,SUTTSCOT,6607,37.78552,-122.43807799999999,,SCOTT ST,SUTTER ST,NS,NE,BZ,1,1720006111000,15523955,146,2,POINT (-122.438078 37.78552),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,30,103,103
68562,Geary Blvd&28TH Ave NE-NS/BZ,GEAR28A0,GEAR28AV,4271,37.780004999999996,-122.487806,1,28TH AVE,GEARY BLVD,NS,NE,BZ,0,1720006111000,15516230,146,1,POINT (-122.487806 37.780005),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,8,8
66344,Union St&Stockton St SW-NS/PS,UNINSTO0,UNINSTOK,6782,37.800366,-122.409267,,STOCKTON ST,UNION ST,NS,SW,,0,1720006111000,15524854,146,3,POINT (-122.409267 37.800366),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,23,106,106
65645,Fillmore St&Beach St NW-NS/BZ,FILLBECN,FILLBECH,4606,37.804423,-122.437127,,BEACH ST,FILLMORE ST,NS,NW,BZ,0,1720006111000,15520115,146,2,POINT (-122.437127 37.804423),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,6,13,17,17
66278,Miraloma Dr&Yerba Buena Ave NW-NS,MIRAY B0,MIRAY B,5519,37.735504999999996,-122.460804,,YERBA BUENA AVE,MIRALOMA DR,NS,NW,,0,1720006111000,15519036,146,7,POINT (-122.460804 37.735505),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,8,41,117,117
65745,Ocean Ave&Lee St NE-NS/SI,OCENLEE1,OCENLEE,5794,37.723459,-122.453999,1,LEE AVE,OCEAN AVE,NS,NE,SI,0,1720006111000,15522224,146,11,POINT (-122.453999 37.723459),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,41,71,71
66668,Hayes St&Fillmore St SE-FS/BZ,HAYSFIL1,HAYSFILL,4994,37.775804,-122.430834,,FILLMORE ST,HAYES ST,FS,SE,BZ,1,1720006111000,15517185,146,5,POINT (-122.430834 37.775804),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,4,11,9,22,22
65485,Stockton St&Geary St NW-NS/SI,STOKGEA0,STOKGEAR,6516,37.787704,-122.406729,1,GEARY ST,STOCKTON ST,MI,NW,SI,0,1720006111000,15520682,146,3,POINT (-122.406729 37.787704),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,8,19,19
68154,46th Ave&Lincoln Way SW-FS/PS,46AVLWA0,46AVLWAY,3583,37.764053,-122.50627,,LINCOLN WY,46TH AVE,FS,SW,,1,1720006111000,15515137,146,4,POINT (-122.50627 37.764053),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,7,35,39,39
68334,18th St&Church St NE-NS/BZ,18STCHU1,18STCHUR,3322,37.76137,-122.428195,,CHURCH ST,18TH ST,NS,NE,BZ,1,1720006111000,15515233,146,8,POINT (-122.428195 37.76137),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,5,5,37,37
66830,Sutter St&Leavenworth St NW-FS/BZ,SUTTLEA0,SUTTLEAV,6598,37.788429,-122.415269,,LEAVENWORTH ST,SUTTER ST,FS,NW,BZ,1,1720006111000,15524294,146,3,POINT (-122.415269 37.788429),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,21,50,50
68209,Prague St&Persia Ave N-NS/PS,PRAGPER0,PRAGPERS,6082,37.71903,-122.42717999999999,,PERSIA AVE,PRAGUE ST,NS,NO,FL,0,1720006111000,15521664,146,11,POINT (-122.42718 37.71903),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,90,90
65724,Mission St&2nd St W-FS/BZ,MISS 2S0,MISS 2ST,5529,37.787749999999996,-122.40024,,2ND ST,MISSION ST,FS,WE,BZ,0,1720006111000,15518157,146,6,POINT (-122.40024 37.78775),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,8,108,108
67189,Innes Ave&Arelious Walker St W-NS//PS,INESARE0,INESFTCH,5100,37.730931999999996,-122.37403499999999,,FITCH ST,INNES AVE,NS,WE,,0,1720006111000,15517464,146,10,POINT (-122.374035 37.730932),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,78,78
68395,Geary Blvd&3RD Ave NW-FS/BZ,GEAR 3A0,GEAR 3AV,4255,37.781179,-122.461305,1,03RD AVE,GEARY BLVD,NS,NE,BZ,0,1720006111000,15516470,146,1,POINT (-122.461305 37.781179),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,11,5,5
66780,Arguello Blvd&California St SW-FS,ARGLCAL0,ARGLCALI,3644,37.78556,-122.459254,,CALIFORNIA ST,ARGUELLO BLVD,FS,SW,BZ,0,1720006111000,15521459,146,1,POINT (-122.459254 37.78556),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,11,5,5
68535,Church St&16TH St NW-NS/SI,CHUR16S0,CHUR16ST,3984,37.764621,-122.428722,,16TH ST,CHURCH ST,NS,NW,SI,0,1720006111000,15516161,146,8,POINT (-122.428722 37.764621),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,3,5,5,37,37
65854,Mansell St&University St W-FS/PS,MANSUNI1,MANSUNIV,5353,37.718956999999996,-122.411257,,UNIVERSITY ST,MANSELL ST,FS,WE,,0,1720006111000,15522190,146,9,POINT (-122.411257 37.718957),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,19,73,73
65702,Fulton St&Stanyan St SE-FS/BZ,FULTSTA1,FULTSTAN,4235,37.774755999999996,-122.454519,,STANYAN ST,FULTON ST,FS,SE,BZ,0,1720006111000,15516446,146,1,POINT (-122.454519 37.774756),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,4,18,12,12
66600,Mason St&Broadway E-MI,MASNBDW0,MASNBDWY,5355,37.797208,-122.411825,,BROADWAY,MASON ST,MI,EA,,0,1720006111000,15517667,146,3,POINT (-122.411825 37.797208),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,6,107,107
65535,Hyde St&Union St E-MI,HYDEUNI0,HYDEUNIN,5088,37.799236,-122.41897900000001,,UNION ST,HYDE ST,MI,EA,,0,1720006111000,15518432,146,3,POINT (-122.418979 37.799236),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,6,32,107,107
67816,Cordova St&Winding Way SE-NS/SB,CORDWWA1,CORDWWAY,4139,37.709503999999995,-122.43458799999999,,CHICAGO WAY,CORDOVA ST,NS,SE,,0,1720006111000,15515875,146,11,POINT (-122.434588 37.709504),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,58,58
66288,Market St&Gough St S-NS/SI,MRKTGOU1,MRKTGOUG,5673,37.772875,-122.42199099999999,1,GOUGH ST,MARKET ST,NS,SO,SI,0,1720006111000,15519129,146,6,POINT (-122.421991 37.772875),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,20,32,32
68711,Geneva Ave&Rio Verde St SE-FS/BZ,GNVARVD0,GNVARVDE,4895,37.706939,-122.415534,1,RIO VERDE ST,GENEVA AVE,FS,SE,BZ,0,1720006111000,15516811,146,,POINT (-122.415534 37.706939),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,,,,,
66105,Sunset Blvd&Ocean Ave SE-NS/SB,SUNSOCE1,SUNSOCEN,6542,37.731829999999995,-122.493622,,OCEAN AVE,SUNSET BLVD,NS,SE,,1,1720006111000,15520629,146,4,POINT (-122.493622 37.73183),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,35,43,43
67527,3rd St&Brannan St. E-MB/BB,.3STBRA1,3STBRAN,3114,37.779285,-122.393185,1,BRANNAN ST,3RD ST,MB,E,BB,0,1720006111000,15514569,146,6,POINT (-122.393185 37.779285),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,10,8,31,31
66778,Oakdale Ave&Toland St NE-NS/PS,OAKDTOLD,,8003,37.740966,-122.401416,,TOLAND ST,OAKDALE AVE,,,,0,1720006111000,15526036,146,10,POINT (-122.401416 37.740966),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,85,85
68270,Palou Ave&Ingalls St S-NS/SB,PALUING0,PALUINGL,5869,37.729732999999996,-122.383578,,INGALLS ST,PALOU AVE,NS,SO,,0,1720006111000,15524831,146,10,POINT (-122.383578 37.729733),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,86,86
68407,Crescent Ave&Folsom St NE-NS/SB,CRESFOL0,CRESFOLS,4195,37.734804,-122.413586,,FOLSOM ST,CRESCENT AVE,NS,NE,,0,1720006111000,15516489,146,9,POINT (-122.413586 37.734804),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,2,2,83,83
67121,The Embarcadero&Sansome St SW-FS,EMBRSAN0,EMBRSANS,4529,37.805022,-122.403314,1,SANSOME ST,THE EMBARCADERO,FS,SW,SI,0,1720006111000,15517196,146,3,POINT (-122.403314 37.805022),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,8,77,77
66214,McAllister St&Baker St SW-NS/BZ,MCALBAK1,MCALBAKR,5385,37.77731,-122.44185,,BAKER ST,MCALLISTER ST,NS,SW,BZ,0,1720006111000,15518806,146,2,POINT (-122.44185 37.77731),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,18,97,97
65489,Masonic Ave&Hayes St NW-NS/RC,MSICHAY0,MSICHAYS,5715,37.77402,-122.44624,,HAYES ST,MASONIC AVE,NS,NW,BZ,0,1720006111000,15520702,146,5,POINT (-122.44624 37.77402),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,11,18,24,24
68515,Rutland St&Leland Ave S-NS/PS,RUTLLEL1,RUTLLELD,6243,37.712451,-122.407389,,LELAND AVE,RUTLAND ST,NS,SE,,0,1720006111000,15521786,146,10,POINT (-122.407389 37.712451),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,9,40,75,75
68192,Ripley St&Folsom St NE-NS/SB,RIPLFOL0,RIPLFOLS,6210,37.74418,-122.41315,,FOLSOM ST,RIPLEY ST,NS,NE,,0,1720006111000,15520140,146,9,POINT (-122.41315 37.74418),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,2,2,83,83
68109,16th Street & Rhode Island St NW-FS/BZ,16STRIS1,,7770,37.76611,-122.402822,,KANSAS ST,16TH ST,,,,0,1720006111000,15525974,146,6,POINT (-122.402822 37.76611),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,1,9,4,33,33
66504,Brotherhood Way&Chumasero Dr NS NE-NS/SB,BRHDCHM1,BRHDCHM1,3978,37.712964,-122.472676,,BROTHERHOOD WY,BROTHERHOOD WAY,NS,,,0,1720006111000,15516090,146,7,POINT (-122.472676 37.712964),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,16,42,42
65688,Duboce Ave&Church St NW-FS/SI,DUBOCHU0,DUBOCHUR,4447,37.769472,-122.429408,1,CHURCH ST,DUBOCE AVE,FS,NW,SI,0,1720006111000,15516378,146,8,POINT (-122.429408 37.769472),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,7,5,9,28,28
65696,Earl St&Kirkwood Ave N-NS,EARLKRW0,EARLKRWD,4456,37.728778999999996,-122.37313,,KIRKWOOD AVE,EARL ST,NS,NO,FL,0,1720006111000,15516413,146,10,POINT (-122.37313 37.728779),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,2,9,1,78,78
68168,25th Ave&California St NW-NS/BZ,25AVCAL0,25CATERM,3491,37.784003,-122.485102,,CALIFORNIA ST,25TH AVE,NS,NW,BZ,0,1720006111000,15515168,146,1,POINT (-122.485102 37.784003),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,8,4,29,2,2
68329,19th Ave&Sloat Blvd SW-FS/SB,19AVSLO0,19AVSLOA,3390,37.734556,-122.475203,1,OCEAN AVE,19TH AVE,FS,SW,BZ,0,1720006111000,15515204,146,4,POINT (-122.475203 37.734556),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,10,8,35,62,62
66491,Cordova Ave&Prague St SE-NS/SB,CORDPRA1,CORDPRAG,4137,37.710181999999996,-122.43487400000001,,PRAGUE ST,CORDOVA ST,NS,SE,,1,1720006111000,15516075,146,11,POINT (-122.434874 37.710182),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,58,58
65533,Hyde St&Pine St NW-NS/BZ,HYDEPIN0,HYDEPINE,5084,37.790169999999996,-122.41730000000001,,PINE ST,HYDE ST,NS,NW,BZ,0,1720006111000,15518429,146,3,POINT (-122.4173 37.79017),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,6,3,21,16,16
66542,Geneva Ave&Naples St NW-FS/BZ,GNVANAP0,GNVANAPL,4890,37.714358,-122.436339,,NAPLES ST,GENEVA AVE,NS,EA,BZ,0,1720006111000,15517104,146,11,POINT (-122.436339 37.714358),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,9,1,7,90,90
66817,O'Farrell St&Larkin St SE-FS/BZ,OFARLAR1,OFARLARK,5813,37.785137999999996,-122.41770000000001,1,LARKIN ST,OFARRELL ST,FS,SE,BZ,0,1720006111000,15519324,146,5,POINT (-122.4177 37.785138),07/10/2024 01:54:53 PM,07/13/2024 10:07:38 AM,5,10,36,20,20
