Exit stations,Entry stations->,,WEEKDAY,,,Sep 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM,18.363636,74.727273,62.818182,36.227273,260.863636,46.227273,80,54.545455,62.409091,21.227273,49.454545,39.045455,18.636364,8.136364,22.090909,9.909091,6.136364,7.590909,10.863636,7.681818,11.590909,6.818182,4.227273,11.636364,21.545455,193.636364,138.636364,247.818182,148.772727,109.227273,110.363636,30.318182,30.409091,61.045455,13.090909,3.227273,6.454545,3.863636,5.545455,8.863636,12.090909,38.090909,10.136364,3.545455,9.045455,18.227273,4.409091,8.090909,7.5,9.090909,2184.272727,,,,,,,,,,,,,
EN,82.681818,25.954545,67.727273,41.5,404.863636,66.090909,112.909091,123.318182,167.545455,38.863636,69.454545,61.272727,26.590909,21.136364,35.181818,9.454545,16.045455,17.772727,18.181818,10.409091,13.545455,5.272727,7,15.181818,20.681818,396.545455,320.590909,420.863636,289.136364,124.727273,109.909091,36.409091,50.318182,85.136364,10.681818,4.727273,7.727273,4.181818,6.272727,14.045455,18.909091,63.318182,24.636364,6.045455,27.045455,19.272727,13.272727,18.363636,3.727273,7.090909,3561.590909,,,,,,,,,,,,,
EP,61.272727,66.909091,15.272727,31.818182,315.318182,36.227273,62.727273,72.272727,89.590909,28.318182,28,21.409091,20.863636,8.727273,11.272727,5.681818,6.545455,9,12.409091,8.363636,9.181818,4.863636,4.909091,13.681818,6.363636,209.5,177.272727,154.272727,150.636364,54,32.363636,15.772727,16.727273,31.090909,2.454545,2.636364,4.227273,1.318182,3.772727,4.636364,5.045455,37.636364,9.863636,3.545455,16.863636,6.318182,4.409091,10.727273,1.318182,5.090909,1912.5,,,,,,,,,,,,,
NB,37.136364,37.863636,37.090909,13.954545,88.136364,24.909091,37.909091,64.272727,63.590909,21.909091,38.363636,26.909091,14.772727,7.681818,8.727273,6.545455,6.363636,10.227273,6.590909,7.318182,7.090909,3.681818,2.818182,6.590909,7.318182,211.227273,171.727273,126.136364,161.545455,63.318182,40.818182,13.181818,19.318182,18.5,3.636364,3.363636,5.318182,3.5,3.636364,2.954545,2.818182,51.5,9.454545,1.136364,20.045455,7.318182,5.818182,7.5,1.590909,3.863636,1547,,,,,,,,,,,,,
BK,287.954545,431.454545,331.681818,105.863636,66.090909,163.909091,185.454545,206.318182,214.454545,92.090909,136.409091,96.5,83.590909,65.636364,63.590909,55.045455,64.181818,52.5,43.318182,44.590909,44.681818,27.954545,18.954545,13.409091,42.272727,357.772727,251.090909,283.363636,258.681818,142.318182,114.727273,66.590909,50.090909,59.909091,17.090909,22.818182,47.818182,10.590909,26.045455,15.090909,15.772727,80.590909,55.545455,14.363636,60.727273,28.090909,48.863636,58.590909,13.363636,24.136364,5061.954545,,,,,,,,,,,,,
AS,52.090909,65.136364,38.5,28,157.636364,16.090909,38,71.318182,65.954545,28.681818,56.227273,35.818182,23.090909,11.681818,14.818182,7.409091,11,9.636364,6.772727,6.681818,7.090909,3.454545,1.818182,3.5,17.772727,210,165.136364,139.545455,156.045455,75.363636,40.090909,11.772727,18.681818,15.272727,3.636364,2,7.545455,2.863636,4.545455,3.909091,6.772727,37.045455,9.363636,2.318182,15.727273,10.318182,8.045455,11.409091,1.181818,5.363636,1742.136364,,,,,,,,,,,,,
MA,89.318182,110.181818,57.5,41.545455,186.181818,42.090909,39.636364,71.136364,89.727273,30.363636,95.136364,85.363636,60.681818,30.227273,45.636364,26.318182,23.363636,25.772727,55,54.636364,59.818182,22.863636,23.272727,38.318182,30.954545,409.409091,286.318182,303.863636,298.545455,168.409091,94.818182,33.636364,44.909091,33.863636,8.136364,5.545455,21.045455,10.818182,38.590909,8.227273,8.863636,74.318182,20.363636,5.954545,18.909091,14.590909,13.954545,22.545455,21.227273,52.545455,3454.454545,,,,,,,,,,,,,
19,55.636364,121.227273,72.181818,70.318182,194.090909,68.272727,69.954545,40.227273,18.409091,16.909091,64.727273,87.681818,66.318182,55.727273,51.681818,31.909091,38.5,44.090909,67.681818,63.636364,70.590909,36.136364,32.818182,53.409091,32,477.136364,370.227273,320.136364,311.863636,164.727273,116.909091,46.5,47.454545,50.818182,15.590909,11.863636,33.954545,18.272727,44.181818,16.454545,16.318182,61.727273,30.363636,12.863636,24.045455,22.590909,28,30.681818,13.545455,43.954545,3854.318182,,,,,,,,,,,,,
12,69.227273,166.181818,86.363636,65.545455,194.181818,65.045455,93.181818,18.954545,49.181818,15.136364,72.590909,99.272727,99.363636,94.545455,87.909091,47.954545,63.045455,52.590909,79.818182,88.136364,95.045455,37.590909,33.727273,60.363636,41,466.590909,327.045455,376.5,308.045455,138.181818,104.136364,59.636364,61.272727,79.181818,29.272727,15.863636,44.863636,23.636364,61.454545,30.409091,24.545455,81.636364,33.090909,16.409091,29.045455,29.454545,23.681818,34.227273,30.727273,77.363636,4382.227273,,,,,,,,,,,,,
LM,21.636364,34.454545,25.136364,21.181818,104.681818,28.772727,32.363636,13.409091,15.227273,18.636364,94.409091,116.409091,160.454545,108.863636,75.681818,57.363636,43.227273,39.818182,9.454545,10,8.181818,3,2.590909,8.590909,15.454545,347.545455,271.363636,266.590909,239.5,108.272727,69.954545,27.636364,38.636364,38.954545,3.5,53.136364,84.954545,5.727273,9.363636,6.272727,6.318182,20.590909,3.727273,41.772727,21.590909,31.272727,18.636364,26.227273,3.136364,15.545455,2829.227273,,,,,,,,,,,,,
