Exit stations,Entry stations->,,WEEKDAY,,,Dec 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM,11.782609,51.347826,43.043478,27.913043,147,35.869565,62.347826,38.695652,55.304348,12.391304,43.391304,23.521739,16.608696,11.478261,13.869565,6.347826,6.086957,7.782609,9.391304,3.869565,8.869565,4.869565,3.434783,10.695652,16.478261,137.130435,113.130435,215.173913,113.086957,88.434783,88.782609,20.347826,24.521739,21.347826,8.652174,2.565217,7.478261,2.826087,5.173913,6.913043,10.304348,23,5.086957,1.217391,6.521739,7.565217,3.782609,5.782609,5.565217,5.652174,1602.434783,,,,,,,,,,,,,
EN,55.478261,14.26087,41.26087,30.217391,241.956522,41.086957,84.26087,89.913043,118.26087,27.173913,48.26087,34.73913,21.217391,20.173913,19.347826,9.869565,13.695652,13.521739,11.913043,5.521739,15.217391,3.478261,6.478261,10.26087,18.043478,275.173913,227.652174,344.565217,228.434783,93.217391,86.73913,28.652174,31.086957,36.73913,12.434783,2.782609,9.652174,3.26087,4.086957,8.478261,13.913043,53.695652,12.565217,2.73913,16.695652,13.217391,6.956522,10.130435,4.478261,4.73913,2527.695652,,,,,,,,,,,,,
EP,46.913043,36.73913,9.217391,24.304348,189,24.73913,45.086957,52.521739,63.608696,15.347826,24.304348,9.565217,15,7.956522,7.26087,5.73913,6.956522,7.782609,7.217391,3.652174,7.304348,4.695652,1.73913,11.73913,4.956522,116.869565,114.043478,134.043478,104.086957,35.521739,32.434783,10.869565,9.26087,11.391304,1.434783,2.130435,4.304348,1.434783,4.173913,3.26087,5.173913,29.304348,4.565217,1.782609,10.695652,4.956522,4.173913,6.521739,1.652174,3.043478,1290.478261,,,,,,,,,,,,,
NB,28.826087,25.73913,24.565217,8.434783,63.173913,16.391304,30.521739,45.347826,37.521739,12.217391,29.086957,11.043478,9.826087,6.391304,7.26087,1.608696,4.086957,6.652174,5.304348,7.652174,6.304348,1.782609,2.434783,4.434783,5.173913,114.434783,100.304348,99.913043,99.565217,42.130435,27.956522,9.913043,12,9.565217,2.652174,2.695652,3.565217,1.043478,4.304348,2.521739,2.695652,37,3.521739,1,13.434783,4.478261,3.086957,3.565217,0.565217,2.826087,1006.521739,,,,,,,,,,,,,
BK,162.782609,252.913043,193.173913,62.391304,29.391304,95.869565,103.826087,118.826087,120.173913,40.608696,90,47.217391,52,29.173913,34.173913,18.173913,34.956522,29.913043,25.956522,25.782609,26.130435,16.869565,11.73913,9.73913,26.565217,181.956522,142.304348,242.695652,153.521739,81.304348,67.478261,30.347826,25.956522,23,8.086957,11.521739,23.608696,7.652174,16.652174,6.913043,11.217391,59.26087,19.26087,9,22.695652,15.434783,23.434783,31.652174,7.869565,14.521739,2895.695652,,,,,,,,,,,,,
AS,36.869565,40.130435,22.130435,13.434783,84.086957,8.26087,27.434783,48.434783,48.130435,13.913043,37.608696,21.173913,14.565217,12.434783,7.478261,6.347826,6.608696,9.782609,6.130435,5.826087,6.652174,4.26087,0.695652,3.695652,7.73913,102.652174,93.478261,107.913043,104.086957,47.782609,28.869565,10.043478,12.826087,10.043478,2.347826,1.130435,6.391304,1.347826,2.565217,2.826087,4.217391,24.521739,4.043478,1.217391,10.26087,7.130435,6.043478,6.304348,0.956522,4.26087,1097.086957,,,,,,,,,,,,,
MA,70.869565,82.782609,45.608696,28.956522,99.217391,29.217391,17.521739,42.608696,54.913043,17.782609,75.217391,48.652174,47,26,24,15.173913,20.478261,20.913043,33.304348,36.521739,38.26087,12.043478,10.217391,21.173913,22.434783,212.956522,189.217391,226.26087,193.304348,112.043478,77,22.173913,26.130435,18.956522,8,5.73913,14.173913,10,34.73913,6.826087,5.391304,49.26087,8.652174,4.26087,12.434783,6.217391,7.652174,11.130435,20,43.913043,2267.304348,,,,,,,,,,,,,
19,39.26087,88.73913,46.347826,46.565217,116.130435,53.217391,44.391304,17.130435,13.652174,11.26087,48.869565,39,41.086957,36.086957,31.652174,22.347826,22.913043,22.173913,44.173913,38.130435,47.26087,19.521739,16.434783,35.043478,21.391304,239.086957,197.73913,236.608696,190.695652,116.608696,71.782609,23.565217,30.086957,23.086957,9.130435,6.608696,18.086957,11.304348,26.173913,8.521739,7.434783,40.913043,10.478261,5.304348,12.913043,14.782609,10.695652,14.304348,10.391304,31.217391,2330.304348,,,,,,,,,,,,,
12,60.782609,108.695652,63.478261,36.73913,105,40.73913,57.956522,12.652174,17.695652,8.434783,45.913043,56.217391,72.130435,52.26087,51.347826,28.652174,37.782609,32.73913,56.086957,50.782609,51.521739,21.565217,16.565217,34.565217,27.391304,223.826087,179.565217,276.347826,199.565217,81.173913,73.73913,34.347826,39.521739,47.217391,16.391304,8.086957,26.043478,13,38.869565,15.521739,15.869565,48.043478,14.26087,6.913043,11.391304,17.608696,10.434783,16.347826,13.086957,48.173913,2623.043478,,,,,,,,,,,,,
LM,12.73913,25.782609,14.73913,11.304348,52.956522,12.956522,17.695652,10.869565,8.304348,8.608696,57.73913,60.782609,100.565217,85,41.434783,37.130435,32.869565,31.043478,8.956522,6.521739,6.869565,2.347826,1.652174,5.086957,10.434783,182,159.782609,208.043478,158.521739,75.565217,47.130435,22.217391,26,16.826087,3,42.26087,55.217391,2.130435,5.173913,2.652174,3.304348,11.434783,2.608696,24.26087,13.173913,19.565217,12.521739,13.478261,3.565217,10.130435,1784.956522,,,,,,,,,,,,,
