Exit stations,Entry stations->,,WEEKDAY,,,Jan 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
RM,17.904762,110.047619,82.095238,65.714286,354.571429,93.904762,124.809524,162.952381,168.761905,45.380952,74.809524,55.380952,37.190476,21.047619,26.238095,17.952381,17.619048,22.714286,14,13.571429,24.952381,7.095238,8.571429,21.047619,24.714286,424.380952,401.190476,455.47619,340.761905,176.333333,179.380952,49.52381,63.333333,51.857143,14.714286,5.285714,14.761905,4.095238,15.52381,11.285714,18.380952,55,24.047619,4.952381,13.904762,15.571429,0,0,7.571429,12.666667,3973.047619,,,,,,,,,,,,,,
EN,114.333333,21.714286,77,83.714286,716.095238,125.380952,237.761905,449.380952,544.047619,92.047619,100.190476,107.095238,55.619048,35.666667,62.952381,22.714286,35.047619,38.52381,26.571429,19.904762,27.904762,7.952381,10.857143,29.809524,35.52381,914.857143,967,866.952381,739.380952,285.142857,198.761905,86.857143,108.47619,98.142857,26.809524,8.238095,25.095238,6.571429,11.047619,31.428571,33.809524,112.761905,67.333333,12.333333,35,39.333333,0,0,6.095238,7,7766.238095,,,,,,,,,,,,,,
EP,80.047619,77.666667,10.714286,52.714286,626.571429,72.52381,125.095238,310.095238,328.761905,56.380952,41.857143,43.714286,26.52381,16.761905,23.761905,10.333333,15.857143,28.047619,16.619048,16.238095,23.190476,9.857143,4.47619,26.952381,12.666667,597.857143,660.380952,413.904762,422.809524,143.619048,67.285714,27.428571,37.238095,33.238095,5.952381,4.190476,11.285714,3.428571,6.333333,7.571429,12.857143,64.619048,29.428571,6.666667,24.142857,21,0,0,2.238095,3.47619,4664.380952,,,,,,,,,,,,,,
NB,65.095238,82.952381,49,13.190476,194.666667,57.571429,82.380952,249.190476,258.47619,48.190476,64.380952,42.52381,22.333333,18.52381,26,7.190476,20.52381,20,17.619048,20.904762,24.142857,5.571429,7.380952,19.380952,12.142857,641.380952,714.761905,381.52381,455.809524,162.095238,91.238095,32.333333,34.333333,24.190476,6.380952,5.809524,11.904762,4.666667,9.857143,7.190476,7.904762,78.571429,37.666667,5.714286,30.190476,22.095238,0,0,4.142857,6.190476,4205.285714,,,,,,,,,,,,,,
BK,390.380952,762.47619,626.857143,202.571429,33.238095,329.047619,328.190476,522.285714,481.142857,194.47619,254.571429,145.619048,159.142857,115.904762,109.666667,72.428571,122.904762,133.285714,91.761905,148.47619,112.52381,59.666667,45.190476,41,67.380952,859,866.428571,610.380952,642.666667,290.809524,218.142857,136.428571,98.761905,94.095238,27.714286,42.428571,100,33.761905,70,35.095238,35.52381,171.142857,118.238095,40.380952,64.428571,115.666667,0,0,27.238095,41.571429,10290.095238,,,,,,,,,,,,,,
AS,100.857143,116.190476,77.142857,62.52381,305.952381,16.571429,76.190476,253.714286,251,53.190476,86.428571,66.47619,44.761905,32,30.47619,18.190476,32.714286,24.52381,22.904762,22.809524,21.952381,9.52381,6.857143,10.47619,22.333333,708,787.380952,445.857143,500.238095,227.142857,114.333333,32.238095,42.047619,31.47619,10,7.47619,18.047619,6.761905,11.761905,7.904762,16.238095,58.809524,30.571429,10.904762,23.52381,31.761905,0,0,4.666667,9.428571,4902.333333,,,,,,,,,,,,,,
MA,135.142857,235.095238,105.428571,76.857143,312.952381,84.714286,37.285714,207.571429,212.571429,55.809524,147.047619,128.809524,110.428571,87.952381,90.142857,51.142857,68.761905,84.238095,145.285714,172.952381,144.904762,60.142857,39.47619,56.714286,41.47619,1082.333333,1200.904762,784.809524,807.619048,377.52381,203.52381,78.619048,86.190476,62.142857,22.333333,25,78.047619,47.142857,141.285714,28,30.809524,95.333333,58.190476,25.238095,23.857143,63.095238,0,0,46.47619,119.142857,8380.52381,,,,,,,,,,,,,,
19,175.571429,470.190476,307.761905,266.428571,458.952381,261.904762,204.285714,32,56.809524,37.428571,177,155.428571,226.095238,219.857143,211.857143,144,204.095238,255.714286,295.904762,400,317.666667,163.285714,116.428571,157.428571,56.238095,1409.428571,1568.47619,889.238095,976.571429,454.047619,299.761905,160.142857,139.904762,124.095238,77,72.761905,227.190476,130.666667,176.952381,68.190476,71.571429,88.428571,131.333333,117.285714,33.714286,180.857143,0,0,59.238095,129.190476,12958.380952,,,,,,,,,,,,,,
12,188.47619,559.428571,319.714286,261.047619,396.809524,239.333333,210.095238,48.52381,34.857143,34.952381,195.380952,239.238095,348,306.714286,288.619048,172.238095,250.190476,272.285714,314.666667,442.761905,308.714286,143.809524,123.904762,163.238095,86.619048,1316.428571,1325.142857,911.428571,925.714286,336.761905,312,196,193.666667,213.666667,126.52381,126.238095,269.333333,144.714286,232.666667,96.238095,93.190476,116.666667,159.714286,137.52381,46.666667,177.285714,0,0,50.380952,171.095238,13628.666667,,,,,,,,,,,,,,
LM,37.857143,85.809524,53.190476,47.190476,190.285714,51.666667,57.380952,37.761905,32.809524,17.047619,126.809524,201.619048,278.190476,226.761905,140.190476,77.095238,116.142857,99.380952,38.47619,23.142857,23.952381,6.333333,7.047619,26.904762,31.047619,957.380952,1075.52381,700.809524,629.904762,274.333333,149.571429,62.904762,80.52381,69,5.619048,109.047619,179.047619,7,21.904762,11.809524,13.619048,32.666667,20.571429,83.714286,18.47619,88.571429,0,0,8.380952,18.333333,6652.809524,,,,,,,,,,,,,,
