Exit stations,Entry stations->,,WEEKDAY,,,Jun 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
BF,20.35,35,15.2,19.85,113.6,31.85,83.95,226.15,304.65,224.8,183.85,158.45,104.55,21.3,85.2,60.2,80.45,116.25,18.35,8.75,12.95,3.75,2.45,11.3,33.6,694.4,696.7,563.05,467.45,164.2,85.1,32.65,46.85,38.45,12.65,37.25,132,3.15,6.75,9.6,13.65,35.65,11.2,67.75,7.1,79.25,0,0,4.7,6.65,5193,,,,,,,,,,,,,,
HY,26.05,53.15,21.95,26.15,108.9,36.7,86.4,218.35,281.2,125.25,163.75,143.85,124.65,83,23.4,92.5,155.15,199.95,22.45,11.55,14.3,6.75,5.05,11.45,27.25,494.1,540.35,363.45,308.85,101.4,61.95,33.35,27.85,28.8,5.85,16.35,67.1,5.95,17.2,6.65,13.1,24.2,6.65,27.25,10,120.05,0,0,7.45,16.5,4373.55,,,,,,,,,,,,,,
SH,18.9,26.25,9.6,9.3,78.35,22.55,45.75,140.55,172.25,77.7,73.15,85.55,64.05,58.65,72.2,18.1,63.95,91.05,10.8,8.3,12.5,2.3,1.3,4.85,14.9,432.4,409.9,256.85,260.35,83.7,48.1,18.05,16.9,19.85,4,12.05,35.5,1.05,7.05,5.6,8.2,21.6,5.5,19.95,7.55,83.9,0,0,2.4,6.4,2949.7,,,,,,,,,,,,,,
UC,18.85,35.7,15.2,18.9,151.8,35.35,67.15,205.65,235.2,115.7,74.65,110.05,84.6,82.95,161.2,66.35,35.45,244.05,14.1,11.95,16.05,2.2,3.25,8.2,14.85,918.45,795.55,389.25,378.5,107.65,39.3,12.2,19.05,29.1,4.25,11.9,67.05,2,10.35,4.1,4.55,24.7,4.35,30.25,16.95,93.2,0,0,4.6,9.85,4806.55,,,,,,,,,,,,,,
FM,25.3,37.25,21.95,24.15,163.25,31.8,76.9,252.5,274.55,107.05,93.25,115.25,102.25,121.1,195.7,101.9,272.55,49,15.95,16.65,10.15,5.15,6.5,11.85,11.85,1338.2,1085,419.4,379.7,117.75,35.8,17.55,19.9,25.95,4.45,20.7,54.4,3.5,9.6,5.65,6.85,34.1,3.75,23.95,18,98.2,0,0,5.1,8,5879.3,,,,,,,,,,,,,,
CN,19.2,26.65,19.25,23.6,100.3,25.6,140.45,285.55,329.4,30.7,38,50.15,27.95,20.2,23.65,9.35,15.4,16.4,27.85,95.65,215.4,76.25,36.6,83.65,20.65,890.5,840.1,495.95,464.6,165.35,88.2,49.3,49,50.6,21.7,5.4,11.05,46.65,137.85,24.65,23,152.25,30.05,4.05,32.6,18.05,0,0,91.65,100.6,5551,,,,,,,,,,,,,,
PH,17.5,21.25,18.9,21.85,135.55,20.2,175.65,366.85,445.75,22.4,16.85,47.6,25.85,8.2,15.15,6,11.25,17.05,88.9,30.4,103.1,43.9,32.4,111.7,14.1,1693.3,1686.6,667.95,649.8,188.6,82.7,87.85,46.85,48.9,14.05,3.95,6.3,43.85,73.75,23.95,30.65,204,23.95,3.3,47.1,18.15,0,0,29.45,48.55,7541.9,,,,,,,,,,,,,,
WC,27.5,30.85,26.55,23.7,126.3,19.55,161.65,310.25,333.25,29.7,39.6,49.3,22.5,14.9,13.35,12.05,14.05,14.1,233.2,113.75,28.75,61.45,38.4,160.3,20.95,1389.6,1345.3,495.6,479.65,141.1,68.6,49.65,42.2,44.25,14.85,2.7,5.85,54.35,130.1,19.5,20.4,192.25,27.15,2,40.3,14.8,0,0,47.8,94.3,6648.25,,,,,,,,,,,,,,
LF,8.5,9.4,7.65,7.1,67.15,10.1,60.15,159.1,165.9,6.05,13.1,27.6,6.9,3.5,6.4,2.25,2,4.9,90.15,50.3,63.65,17.2,11.45,67.45,6,895.65,837,268.75,288.1,72.4,33.55,19.55,13.25,11.3,3.65,0.95,1.4,10.95,29.45,6.05,9.7,116.7,16.75,0.75,23.6,5.15,0,0,15.1,12.75,3566.45,,,,,,,,,,,,,,
OR,9.65,11.95,9.3,10.25,51.95,9.3,41.4,115.7,131.1,8.85,17.1,22.35,7.4,2.9,4.35,1.75,2.7,6.5,32.6,26.9,42.55,15.7,19.95,52.45,5.1,810.5,685.15,228.4,253.9,59,32.65,27.65,11.4,12.7,2.15,2.3,1.4,3.95,10.1,6.4,8.15,90.75,13.35,0.85,15.5,6.25,0,0,8.9,10.25,2961.4,,,,,,,,,,,,,,
RR,24.7,27.1,28,13.5,52.9,10.25,63.3,192.75,209.2,26.1,44.9,40.45,25.65,6.95,10.8,5.9,6.75,12.15,81.2,105.65,148.35,63.75,49.4,24.45,18.55,1155.1,1124.6,560.55,637.75,233.3,101.75,55.55,35.65,28.4,3.5,5,11.6,18.7,33,13.35,12.75,160.3,25.1,6.55,16.65,11.25,0,0,16.45,34.05,5593.6,,,,,,,,,,,,,,
OW,32.25,37.9,12.1,14.25,67.35,28.95,47.5,70.75,90.05,22.45,78.1,84.7,40.9,33.7,25.95,11.95,12.95,8.15,16.45,13.05,15.8,5.95,3.75,22.75,27.7,1805,1508.35,1038.2,933.95,398.55,220,59.25,53.95,36.85,12,11.4,29,6.55,15.5,15.4,25.35,120.4,40.25,10.3,10.8,15.65,0,0,7.55,16.25,7215.9,,,,,,,,,,,,,,
EM,535.7,1061.9,718.1,780.35,1389.8,984.55,1450,1955.05,1730.1,1247.1,1218.45,712.2,1033.45,896.15,648.15,546.85,1081.4,1537.85,1102.2,2108.2,1659.45,1069.45,952.8,1347.95,2316.3,258.45,141.45,533.1,734.85,1281.05,2010.25,1321.5,1672.95,1459.9,908.15,670.3,2509.15,419.6,664.15,675,647.75,432.65,1183.3,983.55,153.55,930.9,0,0,156.1,504.95,50336.1,,,,,,,,,,,,,,
MT,545.85,938.15,659.35,663.9,1031.95,813.65,1239.2,1583.35,1230.8,1135.05,1050.05,640.75,892.8,782.25,606.8,458.3,822.55,1110.45,880.9,1705.05,1268.95,765.5,646.3,1076.7,1743.15,137.75,222.35,181.35,649.35,1499.15,2430.05,1729.6,2602.9,2025,1151.95,568.05,1824,373.35,581.1,820.85,822.75,444.95,1595.35,693.15,103.9,795.45,0,0,141.3,366.45,46051.85,,,,,,,,,,,,,,
PL,439.65,654.6,328.95,300.65,578.55,381.15,637.35,801,797.05,591.7,699.15,474.25,497.6,439.65,293.35,222.5,306.05,329.75,390.75,517.75,366,212.7,176.95,413,965.3,741.55,299.35,152.05,327.65,1227.55,1554.85,1036.05,1834.7,1212.05,551.8,218.05,685.85,170.6,334.6,414.8,404.3,1121.15,654.15,237.95,103.35,257.1,0,0,105.3,235.95,25696.15,,,,,,,,,,,,,,
CC,355.3,656.35,398.65,422.85,608.1,504.3,821.85,931.85,783.25,639.85,762.4,399.6,478.35,420,300.4,242.9,348.1,346.25,411.65,561.45,409.45,261.85,223.9,569.55,952.25,706.75,628.75,315.25,109.7,602.5,939.85,797.65,1270.45,892.5,531.8,257.45,655.8,197.5,311.85,394.7,384.3,482.3,687.5,255.4,51.15,273.35,0,0,85.75,237.05,23879.75,,,,,,,,,,,,,,
16,170.75,229.8,121.8,164.5,306.3,226.45,389.85,442.1,332.15,244,323.3,156,163.9,149.7,90.3,81.6,90.8,98.75,132.55,159.25,112.3,59.1,51.6,199.4,404.55,1296.8,1627.55,1468.85,674.95,42.25,190.5,315.35,558.25,339,171.5,71.65,208.75,64.9,138.05,145.55,149.95,210,278.85,75.2,22.15,93.4,0,0,36.65,100.4,13181.3,,,,,,,,,,,,,,
24,175.3,181.55,61.05,96.5,216,115.85,200.2,303.85,275.35,142.35,206.15,133.6,97.25,75.2,57.9,47.55,34.8,32.55,75.75,69.8,61.25,33.15,33.85,99.1,220.8,1702.35,2053,1863.8,990.35,202.8,49,256,434.25,248.15,120.7,29.55,79,33.8,102.15,111.65,124.5,175.3,231.6,33.05,21.8,30.35,0,0,23.65,47.85,12011.35,,,,,,,,,,,,,,
GP,42.4,66.75,28.5,34.2,126,36.8,83.8,157.1,176.3,50.5,69.2,65.9,43.7,27.55,28.35,13.4,10.95,13.35,40.95,45.85,40.25,14.9,16.45,52.3,69.4,1137.25,1395.75,1171.5,693.1,311.45,255.9,25.7,111.8,62.55,56.45,12.7,59.55,18.35,35.3,36.75,68.35,118.4,122.45,21.45,16,14.5,0,0,12.25,34.4,7146.75,,,,,,,,,,,,,,
BP,55.8,73,22.75,28.35,92.6,30.05,63.45,125.95,154.65,64.35,69.25,62.4,54.9,38.55,24.15,14.65,15.7,17.1,41.5,39.8,35.2,7.3,9.35,29.15,59.7,1342.55,1743.9,2163.75,1073.7,502.95,397,107.7,38.25,74.9,65.05,18.7,53.2,12.8,34.5,53.6,103.85,134.6,137.2,19.8,7.1,13.45,0,0,15.6,36.75,9380.55,,,,,,,,,,,,,,
DC,46.85,77.85,31,26.15,82.55,26.5,66.1,135.25,192.2,61.9,68.3,89.15,53.9,35.4,33,20.1,29.8,24.05,51.25,48.2,44.85,11.65,14.15,25.2,45.15,1362.65,1729.7,1420.65,853.85,347.05,275.7,62.25,86.45,29.1,36.65,21.15,83.45,19.85,37.55,55.9,118,234.65,219.05,29.8,15,21.95,0,0,14.55,42.2,8457.65,,,,,,,,,,,,,,
CM,17.45,26.9,5,7.1,32.65,11.4,21.45,69.4,115.65,11.2,8.45,12.75,7.6,9.75,4.7,4.25,4.1,3.85,20.2,11.45,14.35,5.25,1.85,4.15,12.65,889.45,1004.65,631.75,501.65,163.9,115.35,50.8,64.5,33.15,13.25,2.9,14.9,2.6,15.05,21.85,49.3,149.45,85.8,3.75,3.45,1.85,0,0,7.2,16.4,4286.5,,,,,,,,,,,,,,
CV,5.7,7,10.3,6.8,47.1,9.05,23.85,79.4,112.9,125.1,47.1,65.5,42,41.45,16.6,10.95,12.65,22.3,5.6,3,3.7,1.75,2.45,5.4,14.3,522.6,563.25,286.4,273.8,80.4,34.45,15.45,21.95,24.35,3.75,16.3,93.2,1.25,0.8,3.55,6.95,26.6,7.65,69.25,8.55,16.4,0,0,0.7,0.85,2800.4,,,,,,,,,,,,,,
ED,12.95,28.85,12.55,17.25,146.75,29.2,67,220.65,271.6,197,135.8,186.65,108.7,133.55,59.95,40.55,65.65,53.3,9.85,5.5,5.4,1.8,1.7,11.6,33.05,2068.65,1776.05,762.55,708.75,246,96.95,71.05,55.2,86.25,15.1,93.6,54.6,0.9,3.75,22.95,14.2,139.9,17.1,48.55,73.6,45.1,0,0,2.05,3.4,8263.1,,,,,,,,,,,,,,
NC,3.8,5.55,4.3,5.35,26.8,5.2,48.95,115,122.1,7.6,9,12.15,7.4,3.65,4.3,1.45,2.5,3.6,42.15,37.9,50.2,10.3,4.3,21.15,5.25,326.25,331.65,191.4,211.05,75.15,34.65,17.45,14.25,19.1,1.95,0.8,0.85,8.35,18.45,7.25,13.5,57.85,5.75,1.25,12.05,5.95,0,0,13.45,18.3,1946.65,,,,,,,,,,,,,,
WP,16.75,14.35,7.6,8.55,67.3,12.95,137.4,179,234.35,20.6,26.6,37.95,13.5,8.25,14.5,6.95,10.2,7.2,132.15,67.8,131.7,29.05,14.55,38.1,16.5,541.5,504.05,455.35,404.05,158.9,112.65,46.3,47.7,42.6,15.95,1.15,3.8,19.5,22.2,20.05,26.6,118.85,18.1,2.65,17.3,15.35,0,0,16.75,26.9,3892.1,,,,,,,,,,,,,,
SS,13.45,26,5.05,10.9,32.2,9,24.3,64.35,91.8,14.4,14.1,29.5,12,10.15,8.1,4.95,3.65,4.3,22.3,24,18.85,6.35,6.95,13.6,19.65,639.6,735.2,458.2,377.8,141.25,111.2,40.65,56.35,51.95,22.7,5.4,22.9,7.6,17.15,15.35,32.85,67.3,61.6,9.35,3.25,4.3,0,0,7.55,21.65,3401.05,,,,,,,,,,,,,,
SB,20.75,34,13.7,10.05,36.75,12.8,30.25,69.4,82.9,17.3,23.1,24.75,11.5,15.2,10.8,8.7,4.3,8.15,22.95,29.05,18.55,8.85,7.85,11.05,27.3,640.45,747.7,475.6,368.1,152.05,131.4,73.25,113.45,123.75,46.3,6.75,12.45,12.95,24.95,36.45,15.25,63.05,51.2,4.75,3.7,2.1,0,0,9.25,19.55,3694.45,,,,,,,,,,,,,,
SO,72.85,143.75,83.4,102.1,142.05,65.6,125.2,113.65,139.4,48.25,74.5,43.75,51.4,35.15,21.75,22.4,21.55,33.45,158.85,207.75,200.6,122.85,108.7,160.6,147.3,426.9,431.45,807.45,387.7,178.1,149.65,104.75,140.85,205.65,145,23.9,136.7,63.3,132.45,57.05,57.05,62.45,259.35,35.7,20.15,16.35,0,0,23.45,112.05,6424.3,,,,,,,,,,,,,,
MB,25.15,77,32.5,33.35,147.05,29.85,60.95,129.6,136.6,16.7,27.85,22.85,13.15,8.1,7.9,4.15,2.9,4.35,28.65,20.95,25.55,14.25,12.15,24.1,42.4,1101.15,1345.45,664.95,604.5,243,201.3,119.45,145.65,207.85,92.05,7,17.4,6.2,16.75,59.75,41.35,268.5,56.6,6.4,4.45,1.4,0,0,6.45,13.2,6178.85,,,,,,,,,,,,,,
WD,6.4,14.3,7.25,7.15,61.6,13.7,23.3,125.5,137.05,96,62.75,99.45,61.85,69.55,31.95,21.25,30.55,23.5,3.55,3,2,0.2,1.05,7.15,11.3,843.35,741.75,313.6,303,103.1,39.45,30.6,26.2,34.6,4.05,68.8,54.1,1.05,2.35,8.8,5.35,47.2,7.05,23.35,28.5,22.35,0,0,0.9,1.35,3632.2,,,,,,,,,,,,,,
OA,11.5,34.8,29.15,33.25,49.05,21.75,28.25,38.5,50.05,15.75,11.9,35.5,7.15,5.4,8.15,7.2,14.55,17.35,31.05,44.85,34.8,21.05,14.5,15.3,9.55,165.4,128.75,83.25,67.8,24,22.1,15,9.45,14.2,2.6,6.15,58.4,10.65,19.7,2.4,4.85,22.05,5.45,27.35,5.3,13.35,0,0,2.55,18.05,1319.15,,,,,,,,,,,,,,
WS,16.5,45.5,24.65,22.35,184.15,33.05,63.2,214,191.3,105.9,76.65,154.1,76.95,75.1,106.9,72.55,88.25,87.8,15.85,15.95,13.3,5.35,5.9,12.45,20.95,804.85,761.15,299.7,292.9,96.95,31.45,13.5,16.75,25.2,2.6,15.6,41.8,7.95,14.55,5.45,1.6,19.2,2.05,19.15,14.35,44.35,0,0,5.65,11.45,4276.85,,,,,,,,,,,,,,
ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
PC,9.1,7.1,2.9,5.3,28.2,8.55,45.6,50.25,59.65,8.4,13,18.3,6.4,4.3,5.3,3.3,2.75,4.1,81.4,32.1,39.9,11.5,7.9,15.55,9.05,100.2,115.7,104.95,87.3,40.55,23.7,15.5,17.25,13.6,7,0.5,1.4,14,13.15,5.8,8.3,22.45,4.95,0.9,3.35,5.2,0,0,7.2,23.05,1115.9,,,,,,,,,,,,,,
AN,12.7,8.15,4.9,4.9,46.25,7.45,111,119.05,172.6,23.3,18.55,40.4,15.95,7.85,15.8,5.75,9.95,7.2,95.45,51.6,95.85,11.6,9.35,34.55,15.85,398.45,313.4,278.1,272.8,123.1,56.8,42.4,40.4,43.9,18.55,1.65,4.85,20.05,26.65,22,22.4,112.2,17.35,0.8,23.45,12.2,0,0,24.95,21.05,2843.5,,,,,,,,,,,,,,
Entries,4420.4,7566.1,4622.25,4245.25,10965.3,5233.35,8744.9,13477.8,13877.3,6927.6,7669.45,6211.45,6137.85,5283.6,4480.65,3088.85,4865,5900.5,5573.55,7654.45,6494.45,3543.8,2974.95,5461.25,8003.8,42749.05,43206.55,29700.55,25360.75,13324,12543.55,7848.4,10834.9,8588.55,4451.3,2837.35,8551.1,2081.1,3834.75,3499.95,3695.85,6896.2,6701.8,3491.05,1350.5,4427.3,0,0,1247.45,2879.15,413525,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
