Exit stations,Entry stations->,,WEEKDAY,,,Dec 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
SL,36.157895,56.789474,24.736842,31.736842,153.736842,49.473684,111.105263,219.473684,329.315789,269.684211,212,93.210526,14.947368,106.947368,137.684211,63.894737,67.947368,89.947368,24.894737,21.157895,18.578947,7.052632,9.052632,19,40.105263,720.473684,749.578947,626.526316,522.684211,163.842105,97.210526,38.631579,67.894737,96.842105,7.368421,34.052632,96.684211,8,14,13.526316,13.315789,53.368421,8.368421,55.526316,8.368421,69.368421,0,0,8.315789,14.210526,5696.789474,,,,,,,,,,,,,,
BF,22.894737,31.526316,13.684211,17.578947,101.263158,29.894737,83.631579,203.105263,299.789474,210.684211,180.578947,122.315789,103.052632,16.789474,91.263158,54.263158,75.894737,151.526316,15.105263,8.736842,9.631579,3.105263,2.736842,13.947368,34.526316,643.789474,631.789474,612.157895,451.947368,156.210526,74.157895,31.368421,45.263158,74.842105,9.684211,36,117.526316,5.368421,6.894737,8.315789,12.263158,29.947368,11.684211,66.631579,5.736842,74.315789,0,0,3.157895,7.263158,5013.842105,,,,,,,,,,,,,,
HY,28,56.947368,21.947368,24.894737,111.684211,33,86.052632,193.105263,253.421053,131.789474,173.473684,113.842105,143.105263,95.315789,17.263158,88.210526,154.263158,191.947368,23.684211,14.210526,19.052632,6.526316,3.315789,16.052632,28.421053,454.368421,478.578947,331.578947,291.526316,102.789474,50.842105,30.578947,32.210526,57.947368,4.578947,17.052632,67.789474,6.894737,18.315789,9.684211,13.578947,23.578947,5.894737,29.263158,9.421053,116.789474,0,0,9.947368,18.894737,4211.631579,,,,,,,,,,,,,,
SH,15.526316,23.842105,7.315789,8.368421,56.789474,16.578947,40.578947,130.157895,159.157895,74,68.105263,53.210526,59.526316,58,74.315789,13.157895,66.578947,83.789474,9.684211,6.894737,7.736842,1.894737,1.210526,5.578947,15.736842,382.789474,360.894737,249.421053,241.052632,79.894737,44.947368,15.842105,17.947368,43.578947,5.473684,13.315789,34.842105,2.368421,7.052632,4.578947,6.684211,20.157895,5.263158,18.157895,7.368421,89.894737,0,0,1.578947,3.736842,2714.578947,,,,,,,,,,,,,,
UC,18.578947,28.421053,15.526316,14.947368,112.736842,30.315789,73.842105,184.736842,201.368421,96.684211,78.842105,55.684211,68.894737,82.052632,154.157895,62.947368,19.157895,126.789474,14.894737,13.105263,14.526316,3.315789,2.210526,10.842105,10.473684,742.736842,667.157895,364.368421,305.210526,106.526316,42.894737,11.578947,23.315789,56.473684,4.947368,12.684211,55.421053,1.157895,6.789474,5.736842,2.947368,25.947368,3.105263,26.052632,13.736842,99.473684,0,0,3.631579,9.526316,4086.473684,,,,,,,,,,,,,,
FM,24.789474,35.947368,25.684211,21.052632,108.526316,26.473684,65.473684,223.789474,236.105263,99,93.421053,55.947368,90.368421,121.842105,190.526316,99.789474,315.631579,32,15.736842,12.052632,9.842105,4.578947,4.473684,13.526316,11.473684,1053.157895,902.105263,402.631579,328,117.947368,32.842105,12.684211,16.789474,44.684211,3.947368,20.684211,46.736842,3.157895,7.842105,3.947368,6.368421,36.631579,4.315789,20.421053,17.473684,94.631579,0,0,7.052632,8.421053,5130.526316,,,,,,,,,,,,,,
CN,23.526316,28.105263,15.631579,18,87.473684,21.105263,134.894737,265.526316,286.210526,29.052632,35.947368,39.947368,25.052632,16.315789,29.473684,10.421053,14.894737,15.473684,26.052632,89.789474,198.684211,76.105263,35.684211,75.105263,20.368421,749.789474,752.526316,516.263158,446.473684,145.947368,79.473684,51.421053,51.578947,84.842105,21.368421,2.157895,8.421053,46.263158,144.736842,17.789474,25.894737,138.210526,23.421053,4.842105,30.473684,17.526316,0,0,88.368421,112.157895,5178.789474,,,,,,,,,,,,,,
PH,15.052632,19.736842,18.368421,19.578947,117.421053,22.578947,142.315789,334.894737,405.315789,21.263158,18.947368,23.736842,17.421053,9.631579,15.473684,7.894737,11.631579,13.210526,87.473684,28,100.526316,38.842105,27.578947,108.578947,14.210526,1462.421053,1467.473684,665.789474,591.842105,187.526316,74.421053,82.894737,46.210526,74.789474,9.947368,2.368421,3.842105,35,73.631579,20,27.105263,171.315789,22.263158,4,44.894737,14.526316,0,0,35.263158,60.473684,6817.684211,,,,,,,,,,,,,,
WC,20.631579,29.947368,21.894737,21.105263,101.631579,21.842105,141.684211,292.684211,315.947368,20.631579,32.421053,22.578947,21.842105,9.263158,17.789474,7.842105,13.210526,10.947368,224.526316,109.315789,22,57.947368,35,128.210526,13.684211,1203.842105,1163.473684,537,441,132.947368,63.105263,46.631579,42.473684,56.578947,13.473684,3,4.157895,44.736842,125.947368,19.105263,21.684211,178.210526,23.684211,1.631579,38,13.684211,0,0,48.368421,94.526316,6031.842105,,,,,,,,,,,,,,
LF,6.368421,9.421053,5.578947,7.263158,51.473684,8.157895,54.578947,146.157895,138.105263,7.263158,13.421053,6.842105,6.526316,3.842105,5.842105,2.105263,3.473684,4.578947,89.736842,41.105263,55.473684,16.210526,12.210526,62.631579,4.736842,789.157895,756.315789,313.631579,255.789474,75.842105,32.789474,19.736842,10.210526,20.842105,3.789474,1.157895,1.052632,8,32.105263,5.157895,10,97.684211,12.578947,1.210526,22.947368,2.947368,0,0,13.157895,16.473684,3265.684211,,,,,,,,,,,,,,
OR,8,10.473684,5.894737,6.210526,37,6.736842,32.210526,101.631579,111.684211,7,17.263158,5.421053,9.105263,2.736842,3.421053,1.263158,2,4.157895,33.263158,22.157895,35,16.315789,19.736842,43.789474,2.157895,714.473684,628.421053,265.736842,222.842105,63.263158,33.105263,25.947368,10.105263,16.789474,2,2.421053,2.052632,5.789474,10.421053,6.578947,5.105263,84,10.578947,1.263158,13.631579,4.894737,0,0,8.157895,7.894737,2690.105263,,,,,,,,,,,,,,
RR,21.894737,31.684211,31.684211,15.315789,44,11.947368,62.894737,191.526316,185.105263,25.842105,49.421053,21.368421,18.842105,9.842105,14.052632,4.947368,10.631579,13.631579,67.736842,101.526316,131.157895,57.842105,44.578947,23.315789,20.526316,960.684211,944.789474,595.526316,576.684211,198.894737,99,46.578947,40.894737,34.684211,3.789474,4.842105,7.684211,17.842105,31.684211,9.947368,14.631579,153.842105,25.157895,5.315789,15,12.263158,0,0,18.684211,34.421053,5064.157895,,,,,,,,,,,,,,
OW,21.421053,28.421053,10.052632,11.736842,56.842105,21.789474,39.526316,59.052632,88.105263,24,83.315789,70.684211,34.157895,31,26.894737,13.789474,12,9.631579,19.894737,11.789474,14.315789,5.052632,1.631579,21.526316,27.210526,1578.736842,1396.684211,1076.263158,806.631579,337.263158,181.263158,51.526316,61,57.736842,13.157895,7.736842,25.368421,4.105263,13.421053,15.315789,23.947368,109.368421,36.578947,8.421053,10.473684,10.631579,0,0,7.631579,17.894737,6595,,,,,,,,,,,,,,
EM,511.315789,998.473684,671.526316,677.684211,880.315789,800.894737,1261.105263,1803.263158,1587.473684,1133.631579,1070.684211,583,968.157895,831.947368,601.684211,504.789474,903.684211,1240.368421,965.684211,1851.578947,1474,984.842105,873.473684,1126.315789,2106.315789,195.526316,130.157895,552.894737,577.105263,1063.947368,1722,1195.052632,1479.473684,1302.789474,825.052632,606.421053,2175.789474,347.842105,577.789474,619.684211,549.263158,351.789474,985.368421,856.315789,167.526316,790.789474,0,0,149.578947,460,44094.368421,,,,,,,,,,,,,,
MT,518,871.947368,589.315789,541,702.421053,681.052632,1125.578947,1449.315789,1110.421053,1039.105263,934.789474,477.473684,800.052632,716.473684,542.315789,401.526316,701.789474,939.842105,792.473684,1536.631579,1130.315789,718.052632,624,902.947368,1606.526316,145.210526,167.631579,210.473684,554.157895,1320.315789,2214.368421,1533.157895,2372.842105,1806.368421,1027.842105,517.368421,1645.526316,334.052632,519.210526,697.157895,745.578947,403.157895,1336.947368,615.263158,109.526316,690.789474,0,0,129.894737,380.263158,40930.473684,,,,,,,,,,,,,,
PL,445.263158,680.526316,353.789474,320.526316,542.157895,354.842105,646.789474,818.631579,784.736842,571.789474,715.894737,349.842105,516.368421,471.421053,275.052632,217.473684,290.421053,334.105263,406.368421,528.368421,436.105263,270.894737,213.631579,470.105263,967.052632,884.315789,369.789474,153.947368,381.578947,1278.947368,1614.315789,1073,1911.789474,1280.210526,568.842105,256.631579,714.736842,174.736842,337.210526,422.736842,395.842105,932.789474,672.578947,275.210526,103.263158,265.105263,0,0,111.421053,260.473684,26421.631579,,,,,,,,,,,,,,
CC,305.368421,561.736842,353.631579,355,436.631579,428.421053,737.684211,794.947368,677.842105,532.736842,677.368421,320.894737,447.105263,399.894737,269.736842,213.421053,282.210526,297.736842,386.315789,501.684211,376.421053,231.578947,188.315789,497.526316,823.157895,574.157895,547.631579,336.473684,90.473684,535,893.368421,722.105263,1201.368421,815.263158,463.368421,228.210526,643.105263,174.578947,281.157895,361.263158,338.105263,413.894737,572.894737,232.894737,53.473684,240,0,0,84.052632,242.473684,21142.684211,,,,,,,,,,,,,,
16,183.684211,223.578947,109.421053,118.105263,226.894737,193.789474,330.052632,392.789474,277.894737,211.210526,284.263158,138.684211,137.105263,141.684211,102.526316,78.052632,93.052632,108.473684,122.526316,156.631579,103.263158,64.736842,53.894737,172.210526,337.315789,1061.473684,1417.578947,1446,625.263158,38.052632,192.894737,302.947368,570.736842,346.789474,163.368421,72.947368,217.421053,56.684211,106.789474,135.789474,126.368421,191.789474,252.947368,74,22.105263,80.894737,0,0,40.789474,89.526316,11995,,,,,,,,,,,,,,
24,168.105263,182.105263,60.210526,79.263158,174.210526,100.157895,181.526316,260.052632,236.789474,120.578947,193.315789,98.105263,95.526316,68.263158,50.578947,40.421053,39.736842,30.631579,67.894737,70.105263,59.210526,31.894737,29.105263,89.421053,200.789474,1429.368421,1884.789474,1913.263158,943,195.157895,47.526316,238.368421,467.578947,253.473684,124.421053,24.052632,68.526316,29.526316,79.052632,98.842105,113.210526,167.368421,201.210526,29.368421,22.263158,28.842105,0,0,19.947368,50.315789,11157.473684,,,,,,,,,,,,,,
GP,40.421053,72.368421,22.789474,25,93.631579,30.105263,72.526316,137.736842,151.052632,48.105263,51.947368,41.736842,34.157895,27.157895,27,15.526316,11.842105,10.473684,44.842105,46.684211,36.526316,16.684211,14.789474,44,58.842105,1013.473684,1238.736842,1261.157895,640.368421,298.526316,243.368421,25.105263,103.789474,61.052632,45.947368,14.157895,50.052632,18.210526,31.368421,28.947368,64.736842,110.052632,115.578947,26.684211,15.368421,14.473684,0,0,10.736842,31.684211,6639.526316,,,,,,,,,,,,,,
BP,59.052632,77.736842,27.842105,33.052632,73.947368,33.526316,68.947368,110.894737,145.315789,66.315789,73.210526,50,59,35.578947,30.842105,15.578947,17.842105,13.894737,39.894737,36.894737,35.736842,8.894737,9.105263,35.105263,72.421053,1167.315789,1538.421053,2293.947368,1028.789474,507.842105,443.052632,111.105263,37.210526,79.263158,70.210526,19.473684,47.052632,11.105263,38.157895,53.894737,104.315789,127.789474,123.473684,21.526316,8.421053,14.578947,0,0,14.421053,31.736842,9123.736842,,,,,,,,,,,,,,
DC,101.789474,136.052632,53.631579,38.157895,88.631579,41.947368,89.210526,134.947368,192.578947,94.736842,128.368421,99.526316,99.578947,73.105263,64.578947,46.210526,59.578947,48.473684,86.473684,72.421053,57,21.105263,18.315789,34.526316,70.578947,1212,1534.052632,1503.684211,792.210526,361.421053,286.421053,57.684211,98.631579,31.789474,39.421053,34.526316,106.894737,44,74.105263,81.421053,130.210526,224.421053,235.578947,43.736842,12.157895,43.578947,0,0,21.473684,70.473684,8991.421053,,,,,,,,,,,,,,
CM,15.947368,24.105263,3.473684,3.789474,29.736842,7.684211,27.105263,67.315789,109.210526,8.421053,10.157895,6.736842,5.631579,6.736842,4.157895,4.473684,4.368421,3.526316,23.842105,8.789474,12.684211,4.368421,2,3.684211,13,773.315789,892.315789,653.315789,422.526316,153.842105,120.789474,41.473684,73.631579,34.368421,12.105263,3.684211,15.894737,3.947368,17.210526,18.789474,44.157895,149.368421,82.789474,1.684211,2.105263,3.947368,0,0,6.684211,15.315789,3954.210526,,,,,,,,,,,,,,
CV,4.157895,8.315789,5.315789,6.736842,47.368421,8.421053,24.473684,76.578947,105.526316,102.473684,43.736842,28.789474,37,38.894737,15.789474,11.631579,13.947368,23.473684,3.631579,1.684211,3.421053,0.947368,2.315789,6.263158,8.473684,474.157895,499.736842,311.052632,253.105263,89.736842,27.473684,16.684211,21.210526,35.210526,5.263158,10.263158,83.736842,0.894737,0.947368,4.526316,4.736842,21.631579,6.473684,60.842105,6.894737,16.947368,0,0,0.315789,0.894737,2582.105263,,,,,,,,,,,,,,
ED,11.263158,20.842105,11.210526,10.789474,99.105263,21.526316,53.473684,205.842105,269.684211,155.947368,123.157895,92.315789,89.631579,122.684211,61.105263,35.894737,55.789474,45.894737,7.473684,3.421053,4.631579,2,1.684211,8.263158,24.210526,1761.473684,1580.842105,794.421053,685.421053,250.263158,81.578947,58.210526,55.684211,109.578947,15.105263,91.473684,39.894737,1.421053,3.315789,21.631579,14.526316,128.578947,15.894737,48.105263,64.526316,42.894737,0,0,2.210526,3.736842,7408.631579,,,,,,,,,,,,,,
NC,4,5.315789,3.157895,3.736842,24.157895,4.368421,35.684211,107.263158,116.210526,5.473684,4.578947,4.947368,7.315789,5.368421,5.421053,1.052632,0.894737,2.789474,42.578947,30,42,6,4.315789,19.157895,4.263158,271.315789,295.421053,200.947368,185.315789,61.105263,33.368421,15.789474,14.578947,40.210526,3.631579,1.631579,1.315789,7.105263,16.631579,9.421053,9.052632,50.157895,5.631579,0.842105,10.157895,4.157895,0,0,17,19.473684,1764.315789,,,,,,,,,,,,,,
WP,15.421053,10.631579,7.526316,5.631579,62.684211,12.789474,127.157895,160.315789,217.947368,20.157895,21.631579,27.578947,16.210526,6.684211,18.157895,5.157895,7.263158,8.421053,139.631579,65.473684,114.894737,27,14.368421,34.157895,15.263158,478.052632,440.736842,454.421053,368.578947,134.368421,102.894737,40.368421,47.894737,78.157895,16.368421,1.210526,4.210526,19.947368,22.263158,18.631579,22.263158,102.684211,13.526316,1.947368,16.052632,12.947368,0,0,13.789474,22.684211,3596.157895,,,,,,,,,,,,,,
SS,14.736842,31.052632,9.947368,6.736842,25.263158,8.473684,21,59.789474,86.473684,11.052632,12.157895,14.421053,12.368421,10.368421,10.105263,3.894737,3.631579,3.421053,18.263158,22.421053,17.736842,4.789474,5.210526,9.578947,22,575.684211,622.684211,466.210526,350.052632,138.631579,98.947368,30.210526,63.105263,73.631579,16.947368,4.263158,22.210526,7.684211,17.263158,13.736842,30.631579,64.736842,61.052632,5.315789,2.368421,2.684211,0,0,8.157895,19.368421,3140.473684,,,,,,,,,,,,,,
SB,25.789474,43,14.842105,8.315789,29.157895,15.263158,26.105263,57.842105,74.473684,14.894737,23.210526,15.789474,11.684211,11.105263,10.052632,7.894737,3.473684,6.105263,26.210526,22.684211,18.684211,9,6.631579,14,24.631579,543.842105,651.368421,462.473684,343.736842,129.789474,123.526316,69.315789,113.210526,140.736842,39.052632,4.105263,11.947368,7.684211,22.736842,31.578947,13.263158,57.315789,48.894737,4.368421,3.578947,2.894737,0,0,10.947368,25.368421,3382.578947,,,,,,,,,,,,,,
SO,65.684211,119.263158,72.105263,96.842105,182.789474,72.052632,125.421053,108.894737,122,38.473684,59.578947,34.789474,48.684211,24.894737,23,20.684211,19.947368,26.263158,143.368421,163.894737,167.631579,98.421053,83.421053,153.421053,131.315789,337.473684,413.052632,803.421053,372.105263,166.736842,142.473684,92.684211,131.473684,201.052632,136.842105,17.157895,107.157895,47.684211,112.631579,52.894737,47.947368,52.578947,229.368421,32.210526,15,16,0,0,19.894737,92.157895,5842.842105,,,,,,,,,,,,,,
MB,25,64.578947,26.052632,29.947368,113.052632,31.789474,60.052632,107.736842,131.157895,13.210526,20.684211,9.421053,9.789474,9.631579,6.315789,5.263158,2.421053,3.947368,22.315789,19.263158,19.210526,12.736842,9.368421,20,36.210526,871,1119.947368,681.157895,511.421053,234.315789,187.473684,108.947368,136.473684,227.210526,82.368421,5.157895,13,6.526316,11,59.789474,38.736842,227.526316,45.052632,6.684211,4.210526,1.263158,0,0,4.263158,15.631579,5408.315789,,,,,,,,,,,,,,
WD,5.842105,10.789474,5.157895,4.368421,38.736842,9.842105,23.631579,99.526316,142,96.684211,58.421053,41.263158,55.263158,71.105263,33.947368,21.210526,26.315789,22,2.631579,4.210526,1.894737,1.052632,1.052632,5.368421,8.526316,727.157895,659.842105,333.052632,275.052632,95.842105,35.526316,32,28.473684,46.842105,2.736842,116.263158,47.947368,0.894737,1.947368,6.368421,4.631579,36.947368,7.684211,16.263158,30.210526,15.947368,0,0,1.578947,1.263158,3315.315789,,,,,,,,,,,,,,
OA,9.368421,29.052632,26.263158,31.894737,69.157895,21.263158,27.157895,35.421053,50.894737,17.421053,9.421053,18.894737,6.315789,4.789474,7.684211,6.263158,14.210526,15.421053,26.157895,39.736842,30.842105,18.421053,12.526316,12,7.526316,157.263158,124.473684,92.210526,66.052632,23.052632,21.578947,13.894737,10.684211,13.263158,2.473684,5.210526,56.947368,10.631579,16.789474,2.947368,3.052632,24.263158,3.263158,23.263158,5.526316,10.315789,0,0,1.894737,16.789474,1253.947368,,,,,,,,,,,,,,
WS,18.105263,41.315789,21.105263,26.421053,137.421053,33.736842,60.789474,195.315789,179.315789,83.263158,73.157895,55.473684,70.526316,72,110.105263,82.631579,93.684211,89.842105,17.052632,14.631579,13.736842,4.157895,5.842105,14.368421,14.157895,661.210526,662,301.421053,249.789474,89.526316,30.684211,14.736842,19.421053,44.368421,3.105263,17.473684,36.578947,4.368421,11.631579,2.947368,2.052632,21.842105,1.631579,15.105263,13.263158,25.210526,0,0,6.789474,12.578947,3775.894737,,,,,,,,,,,,,,
ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
PC,9.789474,5.894737,4.578947,3.315789,22.736842,4.368421,46.684211,50.105263,55.157895,9.736842,14.736842,15.473684,5.631579,2.947368,7.473684,2.052632,2.631579,3.473684,79.473684,29.789474,45.210526,9.368421,8,15.842105,7.315789,94.842105,94.473684,105.210526,91.368421,35.947368,20.157895,12.684211,15.421053,19.105263,8.263158,0.368421,1.578947,17.631579,12.315789,6.105263,10.526316,17.421053,3.894737,0.789474,2.894737,5,0,0,4.157895,21.631579,1063.578947,,,,,,,,,,,,,,
AN,10.105263,9.789474,4.842105,4.736842,46.157895,12.052632,103.842105,117.578947,163.842105,18.473684,17.631579,31.105263,12.684211,6.473684,19.631579,6.315789,6.631579,7.157895,113.473684,55,97.105263,16.210526,10.105263,29.052632,16.157895,341.894737,312.157895,291.368421,280.052632,104.526316,58.684211,40,35.894737,69.947368,16.842105,1.210526,3.315789,21.105263,22.894737,17.842105,25.578947,95.684211,15.684211,1.578947,19.052632,12.789474,0,0,21.578947,19.368421,2765.210526,,,,,,,,,,,,,,
Entries,4336.157895,7156.263158,4396.578947,3771.473684,9007.842105,4602.473684,8104.526316,12299,12722.105263,6275,7121.578947,4460.263158,5695,5040.894737,4300.789474,2872.315789,4329.315789,5035.789474,5216.105263,6946.315789,5935.789474,3310.894737,2748.157895,4897.578947,7347.157895,36587.210526,37806.631579,30140,22636.421053,12200.263158,11681.578947,7164.105263,10444.842105,8998.736842,4130.315789,2681.210526,7663.368421,1875.368421,3523.157895,3217.157895,3383.736842,6151.421053,5874.894737,3155.631579,1315.894737,3888.789474,0,0,1219.210526,2883.157895,376552.473684,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
