Exit stations,Entry stations->,,WEEKDAY,,,Nov 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM,11.363636,72.863636,57.045455,33.272727,225.636364,40.954545,66.136364,51.5,57.5,18.818182,48.136364,33,19,7.863636,18.136364,9.454545,5.454545,7.272727,10.863636,11.681818,11.454545,6.681818,5.090909,10.590909,17.545455,177.818182,143.090909,227.363636,129.409091,99.272727,95.772727,28.454545,31.727273,43.227273,9.863636,4.181818,4.272727,2.454545,6.363636,6.818182,11.863636,31.090909,10.727273,3.545455,7.772727,16.409091,4.272727,7.590909,6.136364,6.454545,1973.272727,,,,,,,,,,,,,
EN,79.272727,18.272727,57.636364,40.136364,343.136364,58.409091,91.772727,118.545455,153.363636,32.590909,60.954545,45.5,21.272727,18.681818,29.545455,7.772727,15.727273,19.454545,14.681818,9.363636,16.363636,6.181818,6.363636,13.909091,20.863636,364.227273,309,408.090909,283.136364,108.727273,97.227273,34.954545,43.863636,65.727273,8.772727,5.045455,8.227273,4.863636,8.863636,11.090909,18.409091,59.363636,23.136364,8.636364,25.318182,21.454545,12.909091,16.363636,3.636364,6.863636,3257.681818,,,,,,,,,,,,,
EP,57.5,57.318182,7.636364,28.090909,262.136364,33.545455,52.5,72.090909,82.318182,23.681818,23.590909,8.727273,17.590909,7.727273,10.136364,5.636364,7.5,7.409091,9.454545,9.136364,10,3.954545,3,12.863636,5.227273,207.409091,169.681818,149.545455,132.409091,46.636364,29.863636,16.272727,16,25.227273,2.863636,2.5,4.090909,2.727273,2.818182,6.181818,4.681818,35.136364,8.954545,3.454545,15.909091,7,4.318182,8.272727,3.181818,2.363636,1726.272727,,,,,,,,,,,,,
NB,39.045455,35.727273,31.772727,8.863636,77.772727,26.909091,38,70,58.5,16.545455,32.136364,16.181818,13.772727,5.772727,7.909091,5.863636,5.318182,9.818182,5.318182,6.909091,8.136364,2.909091,3.318182,5.409091,8.409091,213.636364,169.409091,123.954545,141.090909,55.727273,39.409091,12.045455,15.909091,14.318182,3.136364,2.181818,5,3.136364,3.090909,2.818182,3.863636,49.090909,8.590909,1.681818,17.636364,6.590909,5.590909,8.454545,1.272727,3.227273,1451.181818,,,,,,,,,,,,,
BK,256.227273,358.545455,277.772727,89.045455,34.045455,135.136364,144.636364,194.818182,188.727273,84,116.545455,67.227273,69.818182,54,53.772727,37.590909,55.318182,40.772727,36.136364,36,38.363636,25.318182,16.090909,12.454545,37,313.5,231.454545,280,221.272727,117.818182,96.5,56.818182,37.909091,44.636364,11.863636,17.409091,41.545455,7.181818,23.863636,11.909091,13,88.863636,43.181818,12.954545,66.818182,24.272727,40.409091,53.227273,11.409091,21.181818,4348.363636,,,,,,,,,,,,,
AS,46,56.590909,38.090909,26.136364,127.590909,11.590909,35.363636,69.545455,61.181818,25.363636,48.863636,20.409091,23.727273,13.409091,11.772727,7.409091,9.045455,9.272727,5.909091,6.090909,5.454545,2.681818,1.590909,3.136364,16.636364,207.272727,159.227273,131.227273,154,72.045455,40.545455,12.909091,16.681818,12.272727,3.863636,2.590909,6.090909,2.454545,6.227273,1.590909,4.818182,30.045455,7.545455,2.363636,13.272727,10.045455,7.772727,11.318182,1.227273,5.454545,1605.727273,,,,,,,,,,,,,
MA,79.181818,85.136364,48.090909,36.590909,143.954545,35.409091,18.772727,64.909091,79.272727,28.954545,90.5,59.818182,54.863636,28.954545,43.545455,21.181818,23.227273,23.318182,55.454545,43.681818,53.227273,19.181818,20.636364,27.772727,32.545455,377.545455,270.727273,274.5,283.636364,145.636364,83.818182,29.454545,39.409091,29.272727,8.636364,6.545455,23.318182,8.863636,37.318182,9.818182,9.863636,56.681818,15.545455,5.136364,18.772727,14.772727,13.681818,23.181818,18.636364,47.909091,3070.863636,,,,,,,,,,,,,
19,54.681818,116.181818,71.090909,75.045455,188.681818,67.727273,68.681818,25.636364,16.181818,11.590909,55.727273,58.227273,69.136364,51.045455,51.863636,34.590909,39.090909,43.409091,67.545455,67.5,74.818182,42.954545,30.545455,56.181818,27,449.454545,343.909091,303.181818,292.727273,163.272727,113.727273,47.409091,42.045455,47.727273,14.227273,12.181818,42.636364,15.454545,45.454545,17.590909,16.681818,56.954545,27.181818,17.272727,20.636364,20.045455,24.181818,38.954545,12.090909,42.5,3692.636364,,,,,,,,,,,,,
12,60.636364,152.545455,80.363636,62.181818,168.045455,60.454545,79.772727,16.909091,21.636364,13.590909,59.181818,60,96.181818,89.363636,77.909091,41.181818,60.681818,50.681818,72.5,82.227273,89.318182,34.863636,31.590909,54.909091,33.909091,403.954545,293.181818,332.5,280.318182,132.318182,106.863636,50.181818,55.136364,66.454545,28.727273,14.772727,47.681818,20.318182,55.909091,24.181818,21,63.818182,32.318182,15.409091,18.636364,25.136364,25.818182,36.727273,23.590909,62.045455,3887.636364,,,,,,,,,,,,,
LM,19.454545,28.727273,21.136364,17.818182,80.909091,26.090909,27.363636,11,14.090909,10.136364,87.681818,73.045455,144.136364,107.045455,64.954545,45.227273,36.227273,35.045455,7.909091,9.5,10.545455,4,2.363636,6.909091,10.727273,304.727273,241.409091,247,215.090909,89.727273,59.772727,26.272727,30.636364,32.636364,3.772727,48.863636,71.590909,3.909091,10.090909,5.318182,5.318182,15.227273,3.272727,34.090909,16.181818,33.5,17.045455,23.772727,3.227273,12.818182,2457.318182,,,,,,,,,,,,,
FV,43.818182,54.590909,23.409091,28.636364,121.318182,44.454545,88.363636,60.363636,60.5,76.818182,22.772727,105.454545,127.363636,118.772727,111.090909,57.909091,46.863636,49.818182,16.045455,10.636364,16.409091,9.318182,12.772727,20.318182,57.272727,320.545455,252.227273,354.727273,325,129.5,101.454545,26.227273,51.954545,69.136364,5.181818,27.636364,72.136364,3.590909,9.545455,4.863636,9.545455,28.363636,5.227273,29.681818,10,48.318182,23.954545,25.954545,5,13.090909,3337.954545,,,,,,,,,,,,,
