Exit stations,Entry stations->,,WEEKDAY,,,Aug 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
SS,15.318182,30.227273,7.954545,7.363636,31.772727,7.727273,27.636364,66.363636,89.272727,13.090909,15.136364,17.545455,12.181818,9.590909,7.409091,4.772727,5,3.454545,25.681818,22,23.045455,7.454545,6.318182,11.272727,20.909091,645.818182,726.090909,456.727273,364.5,145.181818,102.318182,34.636364,72,67.090909,19.272727,7.045455,24.227273,7.727273,14.863636,15.636364,33.772727,65.5,63.636364,6.954545,2.181818,4.454545,0,0,8.818182,19.045455,3396,,,,,,,,,,,,,,
SB,20.545455,37.636364,12.318182,10.272727,33.909091,16.318182,29.272727,62.454545,83.954545,15.954545,27.045455,21.409091,13.318182,14.590909,12.5,6.272727,3.181818,8.181818,22.818182,29.454545,19.636364,8.090909,6.727273,11.5,25.636364,616.909091,722.863636,442.863636,388.454545,140.363636,131,71.272727,112.409091,126.590909,44.272727,6.681818,11.045455,11.272727,27.272727,34.772727,12.681818,64.636364,52.772727,3.545455,3,1.772727,0,0,13.590909,19.909091,3612.954545,,,,,,,,,,,,,,
SO,69.590909,130.136364,74.227273,105.454545,169.136364,64.045455,137.181818,116.454545,143.227273,49.5,70.318182,44.363636,45.227273,29.545455,23.545455,22.681818,23.909091,33.181818,152.136364,189.136364,189,94,85.636364,150.727273,146.136364,467.727273,499.727273,924.136364,437.318182,194.863636,157.590909,109.818182,150.136364,224.454545,156.545455,19.045455,118.318182,58.227273,125,56.909091,51.954545,55.045455,285.590909,38.5,16.045455,17.318182,0,0,26.954545,109.181818,6658.909091,,,,,,,,,,,,,,
MB,27.681818,72.181818,32.409091,31.181818,157.545455,32.818182,64,121.318182,137.681818,16.045455,22.363636,17.045455,13.818182,8.636364,6.181818,2.681818,3.818182,4,28.727273,22.818182,23.636364,12.636364,11.909091,22.681818,42.636364,1061.863636,1328.136364,629.727273,567.727273,251.227273,199.227273,128.954545,148.954545,236.681818,91.409091,5.954545,17.909091,6.045455,18.318182,64.409091,39.409091,278.909091,51,7.409091,5.863636,1.636364,0,0,5.909091,14.5,6097.636364,,,,,,,,,,,,,,
WD,6.954545,13,6.954545,7.727273,55.318182,12.636364,23.681818,121.863636,132.954545,102.5,59.772727,82.772727,62,67.772727,38.5,20.272727,33.272727,27.045455,3.954545,4.590909,2.5,0.545455,1.590909,4.409091,14.318182,893.636364,761.954545,318.590909,289.136364,105.772727,43.681818,32.863636,30.045455,41.590909,3.863636,69.545455,45.681818,0.772727,2.772727,7.681818,4.636364,44.590909,7.909091,21.045455,31.045455,21.818182,0,0,0.954545,1.681818,3688.181818,,,,,,,,,,,,,,
OA,11,31.318182,29.909091,32.772727,57.590909,23.272727,29.045455,40.181818,49.227273,17.545455,11.863636,26.590909,7.045455,6.363636,11.181818,7,16.136364,18.590909,27.136364,43.227273,33.818182,17.5,12.181818,14.545455,9.227273,176.863636,141,95.227273,73.045455,27.045455,25.090909,15.227273,9.363636,15.045455,2.909091,8.272727,60.363636,11.045455,18.454545,2.909091,4.272727,24.272727,4.818182,28.681818,7.909091,15.681818,0,0,2.818182,19.454545,1374.045455,,,,,,,,,,,,,,
WS,15.909091,50,26.272727,25.045455,204.272727,33.272727,62.227273,217.5,182.045455,94.363636,81.181818,98.727273,82.909091,79.636364,122.681818,91.909091,97.772727,97.090909,16.090909,15.454545,14.363636,4.818182,6.772727,14.318182,13.727273,798.454545,798.727273,311.272727,291.636364,106.681818,30,14.363636,19.727273,37.045455,3.136364,17.272727,41.818182,6.590909,15.272727,4.454545,1.272727,20.863636,1.818182,17.727273,14.136364,31.545455,0,0,8.5,12.863636,4353.545455,,,,,,,,,,,,,,
ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
PC,9.454545,8.545455,3.409091,4.5,29.318182,6.363636,49.954545,50.954545,61.863636,9.681818,14.454545,16.545455,8.045455,3.545455,8.772727,2.454545,2.681818,4.863636,88.363636,31.909091,42.090909,10.772727,8.227273,17.727273,9.090909,105.136364,118.772727,108.636364,97.954545,37.863636,24.318182,12.045455,17.454545,16.136364,8.090909,0.545455,1.636364,15.590909,12.772727,5.727273,11.727273,23.454545,4.318182,1.454545,3.681818,7.772727,0,0,6.5,24.863636,1170.045455,,,,,,,,,,,,,,
AN,10.818182,10.181818,5.636364,5.545455,48.045455,10.181818,118.409091,126.909091,174.727273,23.545455,20,41.590909,15.045455,8.090909,23.136364,7.363636,7.136364,8.545455,101.772727,56.5,96.136364,14.909091,10.5,36.227273,19.772727,397.272727,324.818182,292.136364,278.909091,111.909091,59.090909,44.181818,40.590909,57.454545,20.681818,2.181818,4.954545,20.272727,28.590909,17.181818,26.454545,109.090909,17.545455,1.590909,24.863636,16,0,0,27.681818,19.818182,2944,,,,,,,,,,,,,,
Entries,4540.136364,7608.727273,4592.818182,4136.409091,10881.590909,5057.545455,8842.045455,13169,13689.681818,6956.227273,7559.090909,5756.909091,6110.409091,5267.227273,4705.090909,3064.545455,4739.909091,5799.681818,5619.181818,7610.090909,6458.954545,3550.272727,2931.227273,5369.181818,7655.045455,42430.409091,42977.136364,29329.727273,24720.954545,13081.090909,12420.272727,7730.454545,11152.227273,8969.590909,4475.272727,2873,8653.227273,2033.636364,3836.727273,3477.863636,3633.727273,7193.363636,6589.318182,3542,1335.318182,4489.5,0,0,1320.363636,2917.409091,410853.590909,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
