Exit stations,Entry stations->,,WEEKDAY,,,Apr 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
RM,21.5,107,85.727273,66.181818,412,90.045455,128.5,163.5,173.045455,46.318182,90,71.863636,35.681818,22.727273,28.909091,15.363636,17.272727,24.590909,18.272727,14.136364,24,6.909091,8.272727,22.590909,24.409091,396.681818,420.227273,476.318182,342.772727,185.545455,200.636364,46.090909,78.409091,103.954545,16.590909,4.590909,14.818182,4.318182,19,11.590909,17.818182,53.318182,25.363636,6.681818,12.954545,17.590909,0,0,9.136364,9.272727,4192.5,,,,,,,,,,,,,,
EN,111.590909,27.636364,75.318182,82.727273,787.818182,132.136364,247.590909,443.045455,546.590909,104.727273,92.5,139.136364,59.181818,37.136364,68.636364,18.045455,31.863636,37.818182,29.909091,18.181818,27.863636,8.409091,12.227273,28,32.136364,890.409091,946.818182,867.318182,761.045455,296.227273,200.909091,87.090909,120.545455,165.818182,28.727273,6.863636,22.272727,5.227273,10,27.045455,35.545455,128.636364,68.818182,13.818182,37.363636,42.5,0,0,8.909091,10.318182,7982.454545,,,,,,,,,,,,,,
EP,81.454545,74.227273,18.318182,54.363636,701.136364,75.090909,121.772727,283.136364,340.5,63.409091,43.363636,61.727273,30,14.090909,24.136364,8.409091,15.863636,24.181818,22.318182,15.409091,23.318182,9.545455,5.090909,24.818182,13.909091,592.045455,651.363636,421.272727,439.5,136.136364,70.818182,27.954545,43.5,64.909091,4.681818,4.590909,11.636364,3.545455,8.136364,6.181818,11.636364,70.318182,28.454545,6.863636,27.863636,23.272727,0,0,1.954545,3.772727,4810,,,,,,,,,,,,,,
NB,68,77.5,49.727273,15.727273,185.272727,53.727273,82.454545,255.772727,248.454545,51.045455,62.545455,64.272727,21.681818,19.545455,28.136364,8.045455,19.636364,20.636364,20.409091,19.818182,20.954545,7,8.272727,13.454545,12.727273,649.181818,689.818182,392.681818,501.727273,161.590909,92.954545,31.272727,44.272727,49.227273,5.5,6.090909,11.727273,4.545455,7.636364,7.136364,10.181818,89.136364,35.590909,6,36.863636,23.818182,0,0,3.363636,5.227273,4300.363636,,,,,,,,,,,,,,
BK,436.272727,821.590909,708.227273,207.909091,48.136364,343.818182,352.727273,547.954545,528.136364,247.272727,281.363636,195.045455,188.545455,126.863636,131.909091,77.772727,145.318182,152,107.5,151.318182,120.727273,61.954545,45.227273,39.227273,71.181818,999.363636,970,727.818182,760.363636,337.772727,252.363636,141.090909,119.772727,128.818182,42.681818,49.090909,110.954545,30,69.5,40.045455,41.272727,148.5,137.818182,41.454545,80.409091,155.090909,0,0,28.181818,45.545455,11595.909091,,,,,,,,,,,,,,
AS,93.363636,120.863636,78.636364,63.636364,305.045455,16.045455,80.727273,247.772727,247.045455,71.227273,97.727273,88.136364,42,32.954545,32.681818,20.636364,32.227273,25.090909,23.136364,22.909091,21.454545,6.136364,7.318182,9.590909,22.590909,730,772.181818,454.727273,515.590909,242.227273,108.909091,33.090909,45.409091,46,8.590909,7.545455,15.681818,5.863636,10.954545,10.272727,13.954545,57.590909,30.681818,12.863636,26.545455,33.909091,0,0,4.181818,8.409091,5004.136364,,,,,,,,,,,,,,
MA,143.227273,242.318182,107.454545,77.545455,337.409091,86.636364,40.454545,216.136364,217.409091,62.272727,157,166.454545,113.636364,91.363636,94.590909,54.136364,65.136364,80.090909,141.5,169.590909,137.136364,54.727273,41.136364,56.136364,45.409091,1148.090909,1275.318182,819.863636,878.727273,399.863636,211,84.636364,89.772727,91.090909,25.681818,22.772727,70.045455,44.636364,138.863636,26.181818,28.5,109.136364,59.136364,20.181818,27.727273,59.681818,0,0,48.454545,114.909091,8793.181818,,,,,,,,,,,,,,
19,172.181818,452.818182,291.136364,257.181818,501.227273,241.5,204.090909,35.590909,47.545455,39.681818,172.727273,200,226.636364,205.590909,204.454545,139.818182,199.181818,252.863636,277,375.181818,302.090909,168,113.045455,161.454545,64.318182,1475.5,1580.136364,933.363636,1067.363636,470.409091,330.545455,167.5,142.409091,150.181818,73.954545,73.863636,224.818182,128.909091,177.863636,70.181818,70.318182,96.772727,132,106.545455,35.045455,193.818182,0,0,60.136364,131.727273,13198.681818,,,,,,,,,,,,,,
12,199.909091,557.954545,331.363636,254.772727,453.318182,241.590909,211.636364,44.454545,36.681818,34.863636,215.818182,268.636364,342.545455,309.863636,288.818182,174.181818,235.136364,269.090909,318.454545,459.454545,295.863636,150.409091,119.5,169.227273,86.772727,1340.681818,1333.590909,949.863636,984.5,356.772727,308.727273,197.636364,190.318182,231.409091,124.909091,127.818182,267.590909,137.5,221.409091,90.636364,86.590909,127.727273,153.636364,130.363636,50.909091,184.318182,0,0,59.181818,179.818182,13906.227273,,,,,,,,,,,,,,
LM,40.727273,90.909091,62.409091,50.863636,251.409091,69.590909,63.045455,43.409091,38.318182,15.727273,154.5,290.136364,288.181818,248.136364,154.5,84.636364,117.363636,104.681818,34.681818,23.136364,26.909091,6.409091,9.090909,31.772727,32.272727,955.045455,1071.954545,712.045455,670.363636,267.136364,153.954545,59.090909,89.818182,115.363636,7.227273,114.272727,185.5,7.590909,26.818182,11.727273,17.272727,36.409091,15.318182,83.772727,22.818182,104.181818,0,0,8.590909,23.5,7092.590909,,,,,,,,,,,,,,
