Exit stations,Entry stations->,,WEEKDAY,,,May 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
RM,21.181818,105.045455,92.136364,68.272727,408.090909,94.590909,138.181818,161.636364,176.318182,44.909091,88.5,74.818182,36.045455,22.272727,26.5,16.863636,18.409091,26.909091,17.818182,13.727273,26.227273,6.090909,12.409091,22.409091,25.681818,426.363636,420.772727,482.181818,362.636364,187.363636,197.090909,47,73.136364,85.954545,15.136364,4.954545,13.727273,4.863636,18.318182,11.681818,19.045455,52.636364,27.181818,6.863636,12.636364,17.5,0,0,8.590909,9.272727,4249.954545,,,,,,,,,,,,,,
EN,115.863636,23.045455,82.409091,91.5,739.045455,135.227273,247.045455,440.454545,547.954545,102.318182,91.681818,135.318182,59.227273,38.227273,66.181818,19.818182,31.818182,37.318182,31.090909,17,26.590909,8.818182,12.5,30.409091,35.772727,905.727273,937.727273,870.863636,778.318182,305,203.545455,89.772727,114.090909,135.409091,30.863636,7.681818,24.272727,5.227273,10.954545,24.863636,36.045455,136,66.636364,11.590909,40.090909,48.363636,0,0,7.590909,10.090909,7967.363636,,,,,,,,,,,,,,
EP,89.772727,86.772727,12.090909,52.181818,648.227273,79.818182,126.590909,298.681818,343.5,73.5,47.409091,58.5,34.590909,14.954545,23.090909,10.5,16.090909,28.181818,20.181818,16.318182,25.181818,9.863636,5.681818,37.272727,11.954545,578.636364,643.772727,423.272727,447.045455,142.590909,68.818182,27.681818,43.5,53.590909,4,5.272727,10.636364,4.136364,7.545455,6.136364,11.909091,72.136364,28.954545,6.545455,28.727273,22.272727,0,0,1.909091,3.772727,4813.772727,,,,,,,,,,,,,,
NB,71.818182,87.863636,47.409091,17.272727,183.681818,57.363636,92.772727,265.636364,255.954545,57.727273,65.681818,51.318182,26.772727,22.227273,27.863636,10.318182,18.590909,22.409091,23.318182,19.681818,20.909091,7.454545,11.272727,14.181818,14.181818,650,689.363636,402.909091,507.090909,169.5,92.045455,32.090909,43.681818,37.136364,7.363636,6.545455,12,4.863636,6.818182,8.272727,9.090909,91.954545,34.727273,6.727273,34,25.727273,0,0,5.045455,5.590909,4376.227273,,,,,,,,,,,,,,
BK,434.681818,797.227273,656.863636,194.181818,47.272727,319.590909,355.909091,534.818182,517.818182,219.590909,270.909091,167,178.863636,116.045455,122.409091,83.181818,125,143.363636,101.045455,144.590909,107.727273,63.727273,47.590909,41.772727,68.863636,942.636364,930.681818,707.590909,701.727273,325.272727,230,121.636364,110.318182,110.227273,30.454545,61.454545,110.727273,37,68.909091,34.545455,35.590909,165.954545,135.681818,44.590909,66.5,155.636364,0,0,30.318182,46.727273,11064.227273,,,,,,,,,,,,,,
AS,96.590909,125.681818,84.863636,64,298.5,17.954545,84.590909,261.636364,256.363636,67.318182,97.954545,76.863636,46.181818,29.909091,31.909091,20.363636,30.681818,23.590909,23.727273,22.545455,19.590909,6.590909,9.045455,10.636364,28.363636,732.272727,742.227273,446.318182,509.636364,239.954545,109.909091,34.636364,46.318182,42.818182,9,7.090909,16.272727,7,10.636364,9.136364,12.090909,61.136364,30.454545,11.909091,24.454545,35.136364,0,0,5.363636,8.318182,4987.545455,,,,,,,,,,,,,,
MA,149.227273,238.363636,109.909091,76.136364,323.772727,90.5,44.909091,217.227273,223.227273,63.909091,162.090909,149.272727,115.818182,94.272727,88.727273,53.727273,70.363636,78.590909,149.090909,179.909091,144.090909,59.727273,39.045455,55.363636,48.136364,1155.909091,1237.181818,807.636364,895.545455,410.818182,221.363636,84.727273,91.590909,77.5,24.954545,22.818182,69.681818,45.863636,140.545455,26.681818,29.909091,110.272727,59.772727,21.363636,29.454545,66.681818,0,0,50.136364,117.090909,8822.909091,,,,,,,,,,,,,,
19,175.227273,463.272727,304.227273,268.5,490.636364,261.227273,203.636364,40.318182,52.363636,40,179.5,194.863636,239.5,210.909091,205.954545,138.318182,209,246.818182,289.227273,381.818182,306.590909,167.045455,118.545455,156.954545,64.227273,1469.772727,1572.363636,924.909091,1058.590909,467.318182,318.545455,167.045455,142.545455,140.136364,78.454545,75.5,226.863636,126.363636,174.545455,64.863636,70.590909,99.045455,128.863636,113.272727,32,200.818182,0,0,60.727273,127.363636,13249.181818,,,,,,,,,,,,,,
12,199.5,565.636364,328.727273,258.909091,445.863636,251.772727,213.772727,49.590909,39.5,39.909091,210.772727,256,347.5,321,289,183.818182,237.727273,272.636364,324.136364,474.227273,314.090909,158.363636,123.772727,175.409091,92.136364,1341,1328.272727,943,1004.409091,365.818182,315.863636,195.227273,191.045455,224.318182,128.045455,122.272727,271.363636,136.454545,233.136364,90.954545,89.863636,140.272727,153.636364,135.045455,48.772727,189.909091,0,0,65.636364,178.727273,14066.818182,,,,,,,,,,,,,,
LM,39.045455,95.181818,67.727273,58.090909,209.363636,70.318182,72.545455,40.136364,38.954545,20.863636,164.863636,284.545455,295.954545,250.909091,149.636364,90.227273,107.590909,109.045455,35.5,22.954545,28.727273,6.909091,12.181818,35.272727,31.590909,961.5,1048.454545,710.318182,680.090909,277.727273,156.272727,63.818182,87.454545,101.590909,6.227273,118.181818,192.545455,7.590909,27.090909,9.045455,16.909091,36.454545,16.363636,85.681818,25.727273,110,0,0,8.272727,24.681818,7110.136364,,,,,,,,,,,,,,
