Exit stations,Entry stations->,,WEEKDAY,,,May 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
HY,8.55,18.45,3.65,5.85,20.85,9.3,19.8,24.35,39.85,30.95,69.2,55.1,54.75,33.2,7.7,30.95,45.2,47.55,5.65,4.3,3.85,1.5,1.55,5.1,14.35,64.05,50.75,77.05,58.7,26.05,17.9,11.15,9.65,12.4,1.3,5.9,24.05,1.35,3.55,3.05,6.1,5,2.65,11.7,3.05,25.55,15.5,13.7,1.8,5.7,1019.2,,,,,,,,,,,,,
SH,7.4,5.7,4.35,2.3,11.7,4.3,10.85,14.55,21,24,41,26.65,33.15,25,28.55,4.05,15.4,26.05,2.4,1.5,2.5,0.2,0.35,1.8,9.05,44.5,45.35,50.7,46,18.5,17.15,5.05,4,3.85,2.25,6.5,11.2,0.6,4.9,1.6,1.7,4.35,1.75,8.3,2.35,24.95,11.65,10.05,1.15,4.3,656.5,,,,,,,,,,,,,
UC,4.65,10.2,5.8,3.3,15.95,5.8,13.25,16.3,24.85,25,36.65,29.15,25.8,23.85,42.2,14.15,6.05,30.7,3.1,1,3.05,0.5,0,3.75,4.25,46.3,42.45,44.5,42.5,19,11.1,2.7,4.35,3,2.15,4.85,10.7,0.35,2,1.55,0.35,5.25,0.6,7.05,4.45,25.65,15.65,11.9,2.35,2.35,662.4,,,,,,,,,,,,,
FM,8.75,13.3,4.05,2.75,14.05,4.2,14.2,11.8,22.9,22.8,39.4,33,24.8,35.05,50.05,28.1,30.1,5.15,4.45,3.6,2.15,1.15,1.25,1.45,4,36.7,40.7,36,33.6,19.3,10.75,3.55,4.75,6.9,1.85,7.1,11.8,0.6,3.5,1.45,1.55,4,0.85,3.15,5.05,14.1,25.3,18.1,1.3,3.7,678.15,,,,,,,,,,,,,
CN,8.4,7.95,4.7,4.4,10.55,4.3,31.75,27.55,35.9,8.9,10.7,13.45,9.05,6.5,6.7,2.55,2.85,3.4,9.85,28.85,62.65,38.2,11.7,20.25,6.7,86.1,95.2,129.1,113.15,42.7,39.45,15.45,12.8,8.3,3.2,1.35,2.55,12.5,58.25,5.8,7,36.95,6.7,0.75,10.5,2.7,2.95,2.05,37,42.8,1153.1,,,,,,,,,,,,,
PH,2.65,5.85,2.55,3.15,11.45,5.15,28.1,28.45,38.3,6.3,6.25,12.85,6.1,2.25,2.5,1.4,0.85,3.3,33.05,6.35,26.05,11.5,6.85,24.55,4,113.1,105.2,102.05,86.1,30.75,20.45,12.65,4.9,7.3,1.6,1.2,2.15,5.65,23.6,3.8,7.45,30.8,3.8,1,13.1,1.4,0.75,1.8,14.2,14.25,888.85,,,,,,,,,,,,,
WC,7.6,10,4.6,5.15,12.7,4.4,31.6,26.45,34.7,5.85,14.05,10.35,5.75,4.05,4.2,2.2,2.9,2.55,74.85,28.4,5.65,16.85,11.4,31.8,6.4,91.3,93.55,76.25,72.75,30.2,18.6,7.5,6.7,11.55,3.6,0.5,1.05,11,44.65,3.1,3.7,36.2,2.9,0.2,11.5,0.45,0.75,1.55,16.9,26.3,937.2,,,,,,,,,,,,,
LF,2.4,3.35,2.9,0.95,3.5,1.3,8.8,12.7,12.3,2.4,7.45,6.85,2.55,1.25,2.65,0.4,0.5,0.65,46.15,14,18.05,3.5,5.2,13.5,1.6,50.95,57.65,32.25,36.2,13.15,11.05,3.95,2.2,3.1,1.1,0.25,0.25,1,8,0.85,1.75,16.9,0.95,0,5.95,0.5,0.35,0.25,6.3,5,434.8,,,,,,,,,,,,,
OR,4.85,3.5,1,1.85,1.9,0.45,8.2,9.1,14.9,0.4,12.3,5.6,1.95,2.55,1.1,0.2,0,1.05,12.45,6.3,13,4.95,2.45,13.45,0.65,48.15,42.6,24.05,20.1,11.55,5.85,3.15,4.05,2.35,0.5,0.1,0.1,0.4,3.8,0.75,1.25,13.65,0.8,0,3.75,0.2,0.15,0.6,3.25,2.1,317.4,,,,,,,,,,,,,
RR,6.05,9.75,7.75,3.55,3.55,2.1,11.5,18.15,22.35,3,20.15,14.35,8.95,4.95,6.3,1.2,3.8,1.5,16.8,27.35,29.95,12.35,15.75,6.25,6.3,75.2,73.95,61.65,65.25,35.05,21.35,8.85,9.65,2.9,1.05,1.05,0.8,4.1,13.8,2.6,1.65,22.15,2.35,0.15,3.4,0.55,0.7,1.05,4.4,12.75,690.1,,,,,,,,,,,,,
OW,10.1,8.65,2.05,3.45,14,10.65,14.6,12,19.95,6.8,45.35,35.55,16.75,21.1,11.35,8.25,2.9,3.45,8.2,4.2,5.5,0.8,1.25,6.1,8.5,256.55,195.8,243.3,175.8,101.75,72.45,16.15,20.05,13.75,4.9,3.6,8,0.35,5.7,7.95,6.15,24.4,6.95,2.35,2.9,2.7,1,2.3,4.5,6.45,1467.3,,,,,,,,,,,,,
EM,116.6,182.15,76.5,66.55,105.25,70.75,130.95,160.25,138.2,132.65,171.55,120.25,150.45,110.95,75.05,55.65,52.45,44.6,111.65,134.85,108.55,64,56.55,88.15,285.8,30.45,13.7,47.85,60.15,116.95,173.05,106.65,210.1,145.2,51.7,49.6,139.75,32,104.15,39.75,33.9,67.2,33.7,47.75,24.75,16.4,16.9,18.25,28,110.15,4528.4,,,,,,,,,,,,,
MT,132.45,171.2,77.55,60.5,83.4,65.9,134.75,147.65,146.25,122.65,171,105.3,150.25,132.3,66.9,56,48.65,45.45,119.2,117.85,100.85,58.9,45.2,80.8,234.8,13.1,21.25,20.3,41.65,147.5,240.2,176.8,374.2,204.95,86.85,55.65,92.85,30.6,125.35,59.1,59.8,71.85,49.1,34.5,15.85,17.15,14.9,19.35,21.45,80.65,4750.7,,,,,,,,,,,,,
PL,122.5,180.55,63.4,38.85,86.8,60.05,112.05,116.15,152.95,107.25,211.05,112.85,118.35,102.55,67.2,41.65,37.9,31.65,93.05,81.25,65.25,27.55,21.6,54.9,232.85,57.65,18,28.5,39.4,210.35,305.45,198.3,380.55,262.1,94.05,37.45,88.95,28.85,103,78.35,68.2,153.1,46.15,30.25,21,11.25,11.35,16.6,32.65,82.65,4744.35,,,,,,,,,,,,,
CC,98.5,141.3,59.4,55.6,74.55,59.35,134.7,118.95,113.55,96.25,198.35,94.05,99.2,83.1,51.2,39.4,37.5,32.25,98.4,77.1,65.3,34.5,19.6,57,181.3,58.95,37.7,32.8,21.1,92.3,146.7,113.85,232.4,178.3,85.1,32.1,67.1,29.4,84.55,62.9,55.6,70.75,59.05,26.1,11.75,8.75,14.05,16.45,17.85,74.45,3750.45,,,,,,,,,,,,,
16,71.75,67.95,29,28,47.2,35.25,71.2,73.85,61.25,60.5,97.75,48.55,45.15,39.95,25.75,22.45,14.9,18.65,40.4,30.35,32.3,12.65,11.15,37.4,106.5,110.3,140.4,239.25,106.7,11.5,33.35,78.7,137,116.5,55.9,10.8,26.45,13.25,52.05,33,38.95,53.7,34.95,10.3,6.1,4.65,3.6,6.35,15.2,36.4,2505.2,,,,,,,,,,,,,
24,78.65,79.8,21.75,22.8,37.3,24.8,53.2,50,53.6,37.5,84.85,51.45,39.85,27.2,13.7,15.05,10.3,9.7,37.15,18.8,15.4,11.15,5.85,21.25,73.6,140.75,198.9,348.6,169.95,34.7,14.3,71.5,118.6,92.55,53.2,5.2,16.25,11.2,40.05,39.85,44,39.75,32.25,10.7,6.05,3.65,3.55,4.35,12,25.75,2432.35,,,,,,,,,,,,,
GP,20.7,24.05,6.3,6.35,12.05,5.25,16.95,19.1,21.95,18.15,23.2,16.6,11.9,10.55,9.95,5.9,2.4,1.85,12.95,8.4,6.55,4.3,2.95,10.85,16.1,97.75,148.4,206.95,103.45,73.85,71.15,7.6,19.95,21.35,17.7,2.55,6.65,2,11.6,10.15,20.8,23.95,16.05,3.8,3.7,1.15,1.35,0.85,3.35,12.35,1183.75,,,,,,,,,,,,,
BP,23,29.55,8.45,6.15,16.9,7.25,19.1,21.45,31.15,22.5,26.3,22.55,13.2,12.9,7.85,6.1,4.7,4.95,11.95,4.5,7.7,1.05,3.5,10.25,24.1,160.55,215.4,475.15,223.5,122.2,113.7,21.8,7.45,19.65,26.85,3.05,8.55,0.8,9.85,19.65,31.65,32.8,27.35,6.05,2.5,2.9,1.6,2.5,3.1,11.6,1897.3,,,,,,,,,,,,,
DC,12.55,19.1,4.4,4.5,11.15,4,15.35,17.35,26.95,12.4,23.35,21.15,11.3,9.1,12.3,3.95,5.3,6.35,6,8.65,10.35,3.35,2.55,3.35,15.5,149,179.2,317.1,195.6,117.55,97.1,21.65,24.45,10.2,11.45,3.8,14.35,0.9,10.55,18.3,38.95,52.65,34.25,3.4,2.6,2.75,3.5,1.9,4.4,15.5,1601.4,,,,,,,,,,,,,
CM,4.15,7.4,1.25,3.25,3.25,3.9,6.45,5.35,12,2.25,4.7,3.3,2.95,2.5,0.9,2.2,1.4,1.75,3.25,1.95,3.9,1.15,1,0.75,5.7,51.1,67.45,113.2,82.75,46.1,50.95,19.35,31,10.75,3.65,0.65,3.45,0.7,9.5,6.1,14.95,45.5,18.4,0.55,0.2,1,0.4,0.2,3.6,9.9,678.05,,,,,,,,,,,,,
CV,0.95,1.9,1.75,1.4,5.25,2.45,4.4,3,4.85,26.4,21.55,24,21.55,26,5.7,4.95,5.7,5,0.9,0.55,0.6,0.3,0.2,1.7,3.85,39.5,52.65,43.85,32.45,14.55,5.65,3.5,3.3,4.05,0.3,2.95,34.75,0.65,0.15,2.1,3.7,4.15,0.9,21.05,1.9,1.1,1.05,0.4,0.1,0.4,450.05,,,,,,,,,,,,,
ED,3.15,9.5,2.15,1.85,10.95,5,11.9,11.1,12.9,37.4,55.1,67.4,31.8,41.25,19.85,12.5,10.3,10.7,2.85,1.85,1.5,0.3,0.2,0.95,6.2,115.4,83.55,100.15,73.8,25,19.4,8.75,10.35,13.45,2.7,31.45,7.9,0.2,1.9,2.25,1.5,23.95,2.4,10.2,18.5,5.2,3.6,3.4,0.45,1.55,935.65,,,,,,,,,,,,,
NC,1.45,1.8,1.35,1.1,2.3,0.55,5.8,7.5,10.1,2.25,1.15,3.5,2.15,2.35,0.65,0.5,0.35,0.65,9.5,5.5,6.45,1.95,0.55,3.35,0.45,23.55,28,29.45,32.55,12.45,11.35,2.05,1.45,0.95,1.35,0.45,0.45,1.55,10.8,3.75,0.6,11.75,0.8,0.25,3.65,0.7,0.7,0.15,7.6,8.6,268.2,,,,,,,,,,,,,
WP,3.7,6.05,3.3,3.5,12.75,3.4,30.45,25.65,33.15,3.45,6.35,9.45,5.2,2.1,3.35,4.05,2.25,3.65,63.45,25.65,42.6,7.45,5.3,11.35,6.55,80.7,90.1,139.05,103.15,60.25,39.85,10.6,11.1,11.8,7.8,0.4,0.95,10.85,8.2,6.45,8.85,31.45,2.9,0.4,7.6,1.65,0.4,1.45,6.25,13,979.35,,,,,,,,,,,,,
SS,5.7,9.45,2.35,1,6.2,2.05,4.85,7.55,14.95,2.55,3.45,3.85,5.05,4.6,2.9,1.15,1,1.3,4.9,5.2,2.6,0.85,0.75,3.4,5.15,42.85,46.85,84.8,61.75,38.5,44.45,12.25,23,19.55,7.55,1.7,2,3.9,6.95,3.35,7.95,20.05,11.25,0.15,0.8,1.3,0.15,0.2,1.05,7.95,553.1,,,,,,,,,,,,,
SB,9.6,10.35,2.35,1,5.75,6.4,5.05,7.15,10.6,1.85,8.25,8.75,5.1,4.25,5.45,2.4,0.5,1.95,8,5.3,3.4,2.2,1.45,1.5,6,33.4,48.2,80.95,61.1,46.55,43.75,22.7,34.15,43.7,14.15,3.5,1.7,1.65,8.3,8.25,5.05,16.65,8.45,0.65,1.45,0.15,0.65,0.25,2,4,615.95,,,,,,,,,,,,,
SO,11.55,23.75,10.85,14.05,19.95,9.2,22.75,15.75,17.75,6.15,12.1,7.05,10.45,6.15,5.1,3.4,4.5,2.3,36.15,31.5,35.3,17.55,13.8,21.85,27.05,36,41.75,106.3,60.05,49.2,31.45,18.65,33.15,45,38.5,3.5,17.5,12.9,31,15.9,11.95,13.5,49.95,5.35,3.6,1.2,2.1,0.75,4.2,32.8,1052.25,,,,,,,,,,,,,
MB,10.15,14.45,5.75,3.1,17.15,4.9,8.1,7.05,12,1.35,3.55,7.75,2.85,3,1.7,2.1,0.8,0.85,7.1,4.2,2.25,1.25,0.35,1.25,9.1,30.95,50.1,51.7,53.35,35.35,32.15,14.1,30.45,35.05,17.85,1.05,2.15,0.55,2.85,10.25,5.05,60.25,8.2,0.15,0.85,0.1,0.3,0,0.45,6.4,581.75,,,,,,,,,,,,,
WD,1.5,3.35,1.9,0.35,2.25,0.9,3.05,4.95,3.45,21.55,25.8,24.3,19.8,25.6,12.4,9.3,7,3,1.6,0.75,0.35,0.1,0,0.25,1.7,41.15,29.8,40.7,27,11.15,11.65,5.3,5.45,2.9,0.25,17.35,13.3,1,0.25,0.4,0.95,6,0.4,4.6,7.55,1.3,2.65,1,0.05,0.15,407.5,,,,,,,,,,,,,
OA,3.6,10.05,6.55,6.85,12,5.7,6.55,6.7,6.6,5.95,4.8,8.7,2.7,1.55,3.35,2,2.9,4.5,8.25,9.85,7.3,4.75,2.6,3,1.95,21.4,14.15,17.3,11.95,9.8,6.05,4.15,4.9,2.85,0.65,1.65,14.6,3.5,9.65,0.95,0.7,6.05,0.65,5.2,1.75,1.6,1.9,2.85,1.7,8.15,292.85,,,,,,,,,,,,,
WS,3.7,6.8,2.05,3.3,7.25,4.85,3.9,7.9,6.9,15.4,18.2,19.7,14.15,15.4,16.4,21.4,19.65,12.1,2.7,1.5,0.6,0.7,0.15,0.55,2.9,15.25,14.3,12.15,11,5.25,3.8,1.1,3.05,4.8,0.65,1.1,4.6,0.7,2.35,1.3,0.15,2.35,0.15,1.15,1.7,3.75,19.9,19.6,0.3,1.05,339.65,,,,,,,,,,,,,
ML,1.95,5.1,1.4,1.55,10.4,2.4,5.7,6.9,5.85,7.2,10.8,10.2,6.2,7.45,14.35,12,15.7,25,2.65,0.75,1.25,0.3,0.15,0.5,1.35,15.3,12.75,13,16.15,5.05,3.9,2.5,1.75,3.1,0.6,1.1,3.05,0.4,0.75,0.3,0.7,2.3,0.25,1.6,2.15,19.65,6.5,4.05,1.05,1.45,276.5,,,,,,,,,,,,,
BE,4.05,8.25,3.55,2.3,13,6.6,9.3,8.3,8.85,11.2,12.5,20.3,8.65,7.9,13.8,10.45,13.3,20.15,2.2,2,1.9,1,0.65,1.25,3,19.05,15.9,21.1,17.6,7.05,5.65,0.8,4.25,2.55,0.75,1,3.95,0.2,1.85,0.3,0.2,1.4,0.05,0.55,2.65,21,3.3,5.95,0.2,1.6,333.35,,,,,,,,,,,,,
PC,4.95,2.3,2.25,0.3,3.95,1.2,16.5,9.3,8,1.7,5.75,4.5,4.1,2.2,1.7,0.95,1.4,1.2,37.45,14.05,17.35,6.1,3.15,5,2.55,23.6,17.5,38,24.7,15.85,14.35,5.25,4.55,3.7,2.45,0.1,0.55,6.55,5.15,0.55,2.3,5.6,0.6,0.15,1.7,0.7,1.05,0.65,4.05,12.15,349.7,,,,,,,,,,,,,
AN,3,5,1.55,1.3,7.65,4.65,36.75,27,36.5,8.4,13.9,22.8,7.7,3.2,5.9,5.35,2.4,4.7,42.8,18.85,25.55,4.95,2.65,15.6,6.25,91.3,69.9,100.95,91.6,38.75,27.8,16.6,13.25,15.95,11.15,0.8,2.1,8.25,12.05,8.85,4.65,34.7,6.7,0.25,11.3,1.8,0.85,1.6,12.5,10.8,908.85,,,,,,,,,,,,,
Entries,1309.85,1747.15,804.7,609.25,1449.55,793.85,1550.45,1510.7,1794.3,1253.95,2212,1752.4,1479.55,1272.55,1003.05,674.75,644.9,659.35,1161.4,894.8,910.85,428.3,330.5,683.35,1555.5,3904.35,3921.05,5524.3,4028.1,2520.25,2498.25,1258.05,2081.45,1542.15,690.05,431.95,956.9,282.05,982.2,536.85,584.65,1249.9,571.75,394.45,331.45,367.15,272.55,305.75,341.9,869.3,64933.8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
