Exit stations,Entry stations->,,WEEKDAY,,,Oct 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM,10.619048,66.952381,47.095238,30.904762,191.952381,45.857143,65.095238,43.47619,56.571429,11.619048,47.761905,32.238095,19.952381,14.666667,18,6.809524,7.52381,6.333333,11.142857,4.47619,13.047619,4.380952,4.761905,11.190476,16.857143,152.095238,123.952381,219.952381,124.809524,101.619048,108.809524,22.47619,29.761905,33.619048,9.952381,2.857143,5.714286,3.619048,7,6.52381,8.952381,21.952381,7.333333,1.714286,7.666667,6.333333,4.047619,6.333333,5.714286,8.952381,1821.047619,,,,,,,,,,,,,
EN,71.761905,14.142857,50.619048,37.52381,323.380952,47.285714,96.285714,106.380952,128.761905,32.428571,59.047619,42.333333,24.428571,17,26.333333,8.904762,13.52381,13.380952,12.47619,5.952381,16.809524,3.619048,6.285714,13,21.571429,300.952381,252.142857,330.428571,248.095238,104.52381,97.333333,31.190476,41.095238,54.095238,11.47619,2.666667,7.666667,3.952381,6.809524,9.761905,15.380952,52.238095,19.190476,3.428571,18.952381,12.809524,8.333333,11.571429,7.285714,4.333333,2848.952381,,,,,,,,,,,,,
EP,51.52381,40,8.047619,27.285714,255.47619,30.190476,45.47619,52.333333,71.857143,18.333333,29.619048,14.619048,14.095238,7.333333,11,4.761905,6.428571,7.857143,6.809524,4.095238,6.190476,5.428571,2,13.809524,6,131.190476,117.761905,108.380952,119,40.238095,34.142857,12.619048,10.285714,18.761905,1.238095,1.619048,3.095238,1.333333,4.142857,3.904762,3.238095,29.809524,9.142857,1.809524,10.619048,3.380952,3.380952,7,1.809524,3.095238,1421.571429,,,,,,,,,,,,,
NB,26.285714,27.142857,23.904762,6.190476,67.190476,17.095238,24.952381,41.571429,33.142857,11.571429,28.142857,11.428571,8.333333,6,7.761905,3.142857,3.285714,6.380952,5.047619,6.571429,4.571429,2.714286,3.333333,5.190476,5.333333,101.571429,83.952381,73.619048,99.285714,41.47619,22.761905,9.380952,11.238095,12.142857,2.095238,2.333333,2.666667,0.571429,3.428571,3.857143,2,22.047619,4.857143,1.047619,11.142857,3.428571,2.333333,3.47619,0.666667,1.761905,909.428571,,,,,,,,,,,,,
BK,198.571429,335.952381,268.857143,87.666667,32.714286,115.904762,130.952381,164.238095,161.095238,59.142857,115,71.047619,71.714286,44,46.761905,32.095238,56.095238,51.333333,38.238095,42.190476,38.428571,17.52381,15.761905,9.761905,37.380952,236.142857,169.380952,218.190476,210.761905,112.52381,103.190476,42.952381,44.428571,45.285714,12.142857,12.52381,35.333333,10.428571,25.095238,11.285714,14.761905,61.904762,36.190476,10.666667,46.666667,23.619048,36.380952,45.333333,12,23.47619,3843.095238,,,,,,,,,,,,,
AS,46.571429,46.52381,29.095238,20.952381,101.380952,8.52381,35.095238,59.380952,53.380952,19,44.047619,26.285714,14.190476,14.952381,11.047619,6.666667,8.095238,11.666667,8.952381,6.333333,7.190476,3.285714,1,3.047619,9.52381,127.285714,107.238095,107.47619,122.666667,65.428571,38.095238,9.285714,14.666667,14.047619,3.333333,1.904762,5.52381,0.619048,2.285714,3.047619,5.52381,22.904762,6.809524,1.333333,11.809524,6,7.809524,7.666667,1.52381,4.285714,1294.761905,,,,,,,,,,,,,
MA,72.285714,93.571429,46.952381,32.904762,133.238095,39.761905,14.904762,48.714286,64.333333,22.380952,88.904762,56.52381,51.095238,29.714286,27.666667,20.047619,21.857143,22.047619,37.761905,41.714286,44.619048,13.142857,14.285714,23.857143,23.714286,251.095238,210.52381,225.952381,230.952381,134.333333,91.809524,25.904762,35.333333,24.809524,7.190476,5.142857,13.761905,12.190476,34,6.238095,6.904762,46.238095,13.619048,4.666667,13.285714,7.333333,7.619048,15.952381,22.047619,50.238095,2583.142857,,,,,,,,,,,,,
19,48.52381,99.857143,52.095238,53.238095,159.142857,61.142857,46.619048,18.904762,12,9.428571,48.333333,53,48.333333,42.619048,34.095238,26.571429,27.47619,22.809524,51.238095,45.761905,51.380952,27.809524,20,43.952381,23.952381,284.809524,237.52381,251.238095,242.142857,134.571429,92.714286,34.714286,35.714286,31.47619,10.047619,9.190476,19.714286,12.619048,32.857143,12.333333,8.190476,43.47619,15.47619,8.285714,15.285714,13,13.952381,16.571429,12.52381,37.095238,2753.809524,,,,,,,,,,,,,
12,57.714286,126.952381,72.619048,40.52381,141.47619,46.333333,62.857143,11.666667,18.190476,8.714286,51.619048,67.952381,81.47619,53.333333,58.047619,30,37.238095,36.904762,59.047619,58,58.52381,21.47619,21.095238,39.666667,29.190476,255.142857,204.190476,276.428571,223.190476,97.190476,80.666667,37.238095,47.190476,60.904762,17.428571,11.142857,22.619048,12.095238,43.52381,18.952381,16.47619,46.904762,21.809524,9.47619,15.714286,16.761905,12.285714,16.428571,14.857143,53.857143,2923.095238,,,,,,,,,,,,,
LM,12.857143,30.47619,17.428571,15.190476,100.285714,17.47619,23.619048,7.428571,8.047619,9.666667,63.428571,76.714286,111.809524,81.714286,52.857143,42.190476,38.52381,36.761905,11.428571,7.52381,8.714286,2.666667,2.47619,5,12.619048,219.761905,176.952381,214.619048,179.47619,87.761905,54.142857,25.142857,28.809524,23.619048,4.190476,45.952381,62.285714,3.142857,5.761905,3.333333,3.619048,14.285714,5.571429,24.52381,13.571429,19.285714,15.047619,17.47619,5.142857,14.333333,2064.714286,,,,,,,,,,,,,
FV,50.238095,55.52381,29,35.857143,111.952381,37.333333,85.47619,50.809524,59,57,19.47619,126,125.714286,116.809524,106.333333,53.333333,39.666667,49.904762,16.47619,8.285714,16.52381,11.666667,14.380952,23.52381,59.190476,248.857143,208.285714,332.52381,272.761905,121.904762,112,28.428571,38.52381,49.238095,5.809524,25.809524,65,4.952381,11.333333,5.761905,13.142857,24.285714,5.380952,29.904762,8.761905,32.047619,16.857143,20.047619,8.380952,19.095238,3068.571429,,,,,,,,,,,,,
