Exit stations,Entry stations->,,WEEKDAY,,,Mar 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
LF,3.272727,5.227273,2.409091,2,20.727273,3.409091,25.681818,70.454545,64.136364,4.409091,7.636364,3.772727,2.909091,3.272727,2.772727,0.181818,1.136364,1.590909,58.136364,20.818182,31.681818,5.863636,6.136364,27.181818,2.136364,267.681818,281.5,81.409091,100.454545,25.863636,12.409091,6.727273,6.136364,8,1.454545,0.181818,0.636364,4.954545,19.227273,2.181818,4.090909,30.318182,4.409091,0,6.363636,2.363636,0,0,6.545455,8.5,1258.363636,,,,,,,,,,,,,,
OR,6,6,2.272727,5.090909,15.954545,4.5,18.636364,48.909091,46.272727,3.545455,9.636364,4.590909,5.363636,2.136364,1.954545,0.818182,0.590909,2.409091,18.954545,11.863636,15.863636,6.272727,5.863636,18.954545,1.909091,252.772727,230.681818,71.181818,87.863636,22.818182,13.863636,8.454545,4.590909,5.5,1.181818,0.818182,0.545455,2.318182,6.545455,2.045455,2.545455,22.136364,3.636364,0.363636,3.590909,1.590909,0,0,4.5,4.954545,1018.863636,,,,,,,,,,,,,,
RR,11.5,17.818182,13.090909,6.636364,19.590909,4.5,28.863636,85.727273,85.863636,14.681818,28.636364,11.818182,10.681818,5.727273,8.454545,1.954545,3.863636,4.818182,37.272727,53,59.818182,26.545455,22.272727,7,13.409091,356.772727,362.863636,175.5,238.136364,74.318182,41.954545,16.909091,20.045455,15.181818,1.454545,2.227273,3.772727,8.409091,22.363636,5.636364,6.363636,43.954545,8.181818,1.272727,4.772727,3.454545,0,0,13.045455,19.954545,2030.090909,,,,,,,,,,,,,,
OW,17.181818,19,6.954545,7.409091,35.272727,15.363636,28.727273,33.590909,59.045455,17.090909,57.727273,52.909091,25.863636,20.181818,18.045455,9.318182,7.045455,4.863636,11.818182,6.954545,7.954545,2.136364,1.227273,12.681818,13.045455,703.227273,609.5,399.590909,394.772727,152.545455,94.727273,30.590909,34.318182,27.727273,7.909091,5.545455,16.227273,2.636364,8.863636,10.909091,13.681818,42.409091,15.181818,2.818182,2.909091,4.363636,0,0,7,13.363636,3092.227273,,,,,,,,,,,,,,
EM,258.318182,458.090909,243.363636,221.045455,354.954545,304.181818,514.363636,768.727273,651.136364,481,496.045455,284.590909,428.590909,363.181818,258.090909,226.272727,300.090909,402.545455,429.954545,723.454545,554.318182,322,305.090909,411.136364,897.545455,71.363636,35.272727,132.136364,214.727273,438.909091,711.318182,475.727273,696.136364,552.136364,348.045455,241.909091,733.090909,140.863636,284.681818,249.090909,206,108.272727,312.727273,286.090909,32.863636,256,0,0,75.545455,219.636364,17480.636364,,,,,,,,,,,,,,
MT,255.090909,406.545455,223.136364,189.272727,278.272727,270.5,448.863636,583.363636,445,446.318182,432.090909,244.090909,381.181818,324.772727,237.727273,173.181818,256.045455,310.590909,366.227273,599.818182,408.727273,250.5,204.5,329.590909,686.5,41.818182,58.772727,53.954545,202.136364,573.636364,940.181818,659.727273,1155.727273,776.590909,424.045455,211.681818,586.863636,142.454545,252.772727,291.727273,291.590909,116.409091,440.909091,216.181818,25.045455,238.772727,0,0,64.727273,183.772727,16701.409091,,,,,,,,,,,,,,
PL,216.5,287.227273,114.545455,98.045455,165.818182,126.5,246.590909,309.181818,296.772727,223.227273,317.772727,165.772727,216.318182,197.272727,124.954545,86.727273,96.227273,97.227273,178.545455,194.636364,130.954545,68.863636,50.681818,135.5,374.954545,190,89.5,49.409091,108.136364,459.681818,611,400.5,800.5,505.363636,222.818182,85.590909,201.409091,66.681818,159.181818,163.863636,132.227273,261.681818,161.227273,67.954545,21.454545,72.727273,0,0,64.5,114.5,9530.727273,,,,,,,,,,,,,,
CC,193.818182,301.090909,152.863636,133.136364,199.863636,180.272727,324.545455,352.136364,325.227273,249.545455,375.727273,196.409091,222.772727,223.681818,137.090909,119.272727,119,104.681818,205.454545,218.863636,138.181818,85.636364,70.545455,190,388.954545,208.681818,182.909091,100.136364,40.090909,279.545455,436.545455,327,657.681818,426.818182,225.5,100.727273,250.409091,83.590909,169,171.681818,150.045455,153.136364,209.681818,87.5,12.863636,82.681818,0,0,50.636364,140.909091,9756.545455,,,,,,,,,,,,,,
16,104.772727,130.409091,49.363636,50.409091,108.863636,81.818182,142.227273,184.227273,139.590909,101.772727,154.409091,80.863636,74.227273,79.863636,54.727273,41.681818,41.5,45.181818,58.045455,69.363636,44.727273,19.954545,18.863636,60.136364,159.227273,427.818182,573.772727,546,321.227273,21.409091,89.590909,148.818182,320,189,87.590909,32.909091,86.045455,26.363636,74.5,70.318182,61.090909,76.136364,97.590909,23.863636,5.590909,29.318182,0,0,29.181818,50.863636,5485.227273,,,,,,,,,,,,,,
24,98.454545,98.818182,29.227273,34.954545,78,43.272727,87.590909,127.545455,114.454545,64.090909,112.181818,60,48.545455,36.227273,28.909091,24.045455,21.227273,15.772727,39.318182,31.227273,25.363636,13.727273,12.181818,37.909091,101.409091,606.636364,791.590909,710.772727,475,93.681818,21.772727,126.318182,289.181818,150.5,73.863636,11.318182,30.090909,17.772727,50.454545,58,58.181818,66.727273,77.272727,13.227273,5.409091,12.272727,0,0,14.181818,30.045455,5168.727273,,,,,,,,,,,,,,
GP,24.545455,32.045455,9.454545,11.181818,39.409091,12.409091,38.5,67.727273,70.636364,21.409091,30.5,27.318182,16.227273,15.909091,13.272727,9.590909,6.090909,7.227273,23.5,21.863636,13.818182,7.590909,5.318182,17,31.181818,429.5,547.227273,469.090909,303.409091,156.181818,124.363636,15.681818,56.454545,34.227273,23.818182,6.909091,18.545455,7.136364,19.545455,15.818182,29.409091,41.909091,53.863636,12.727273,2.954545,6.772727,0,0,7.363636,16.409091,2973.045455,,,,,,,,,,,,,,
BP,34.545455,45.863636,13.909091,15.454545,35.909091,17.818182,35.318182,59.045455,75.227273,35.954545,45.181818,29.090909,27.272727,25,14.863636,8.863636,7.318182,7.227273,21.136364,19.045455,19.681818,4.636364,3.818182,18,42.590909,573.409091,747,973.727273,587.909091,284.909091,280.863636,59.090909,23.818182,49.545455,45.136364,9.136364,21.590909,5.5,20.681818,37.681818,53.272727,69,58.454545,7.818182,2.590909,7.409091,0,0,8.181818,16.772727,4606.272727,,,,,,,,,,,,,,
DC,44.909091,60.227273,22.227273,15.5,46,16.045455,42.181818,70.590909,98.727273,42.772727,58.545455,42.5,48.590909,31.5,29.363636,19.090909,21.454545,18.045455,35.090909,28.681818,23.818182,8.818182,5.772727,13.772727,33.727273,524.454545,671.045455,587.136364,410.318182,193.818182,163.409091,33,59.818182,15,19.863636,11.863636,37.909091,16.954545,37,42.5,68.636364,127.090909,117.090909,16.5,3.772727,16.590909,0,0,10.818182,33.181818,4095.727273,,,,,,,,,,,,,,
