Exit stations,Entry stations->,,WEEKDAY,,,Aug 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM,8.761905,26.857143,22.52381,21.857143,84.714286,23.428571,42.904762,26.47619,34.428571,12.190476,37.571429,30.285714,11.952381,5.952381,9.142857,8.571429,3,4.952381,7.952381,2.47619,7.285714,1.571429,2.190476,4.238095,11.666667,89.761905,80.619048,121.952381,93.952381,66.761905,67.619048,17.52381,23.238095,11.571429,6.238095,1.095238,4.428571,0.666667,5.904762,3.952381,11.571429,6.333333,7.619048,0.380952,3.380952,1.857143,2.238095,2.333333,4.904762,2.238095,1091.095238,,,,,,,,,,,,,
EN,31.809524,7.809524,17.952381,17.47619,89.761905,31.380952,49.52381,42.047619,60.714286,20.333333,37.333333,32.333333,17.190476,12,12.952381,8.095238,9.428571,11.809524,9.857143,4.380952,7.380952,3.857143,2.095238,5.142857,13.761905,130.857143,123.47619,176,153.52381,69.095238,59.571429,18.571429,24.47619,16.047619,8.428571,2.047619,8.47619,2.142857,6.714286,6.238095,8.666667,16.238095,10.047619,2.238095,6.238095,6.666667,4.190476,5.428571,2.333333,4,1428.142857,,,,,,,,,,,,,
EP,26.142857,20.52381,3.142857,12.47619,64.571429,16.904762,22.952381,19.857143,29.333333,6.619048,17.47619,6.285714,6.142857,3.47619,3.761905,3.571429,4.809524,2.761905,5.428571,1.857143,2.904762,0.857143,1.333333,3.285714,6.047619,42.952381,38.285714,49.095238,37.428571,15.333333,13.428571,2.285714,5.285714,2.047619,1.285714,1.333333,1.095238,1.047619,2.619048,2.238095,2.619048,5.52381,3.571429,0.380952,1.619048,1.380952,0.761905,1.285714,0.904762,1.095238,527.428571,,,,,,,,,,,,,
NB,21.952381,19.857143,12.142857,1.761905,11.857143,9.380952,13.333333,12.809524,13,5.095238,19.428571,7.47619,8.47619,4.285714,7.666667,0.238095,2,2.571429,1.809524,3.857143,3,0.666667,0.666667,0.857143,3.190476,24.190476,18.904762,22.380952,25.428571,15.380952,12.428571,3.238095,3.380952,5.190476,0.809524,1.380952,2.333333,0.714286,3.380952,0.285714,0.619048,3.714286,1.619048,0.333333,2.285714,2.666667,1.047619,0.714286,0.761905,0.571429,341.142857,,,,,,,,,,,,,
BK,95.47619,100.380952,76,12.904762,6.857143,34.904762,38.47619,35.809524,51.714286,17.619048,50.47619,31.285714,20.047619,17.428571,14.333333,9.047619,14.095238,6.904762,7.428571,5,7.904762,2.333333,1.47619,3,12.47619,43.904762,31.428571,46.761905,53.285714,26.333333,25.285714,5.285714,12.52381,10.380952,4.047619,3.714286,4.52381,1.857143,9.428571,4.857143,3.142857,8.095238,7.428571,2.47619,3.619048,2.285714,2.142857,7.809524,1.761905,3.952381,999.714286,,,,,,,,,,,,,
AS,26.095238,36.380952,15.285714,9.52381,28.333333,3,16,18.238095,21.809524,6.142857,31.285714,17.47619,12.095238,7.571429,5,4.095238,7.047619,1.47619,4.47619,1.380952,2.761905,1.190476,1.666667,1.142857,7.095238,32.619048,25.428571,40.333333,43.238095,20.333333,9.666667,3.952381,7.095238,2.285714,1.47619,2.47619,3.047619,0.333333,2.761905,0.809524,3.52381,2.285714,2.619048,0.142857,2.52381,3.142857,0.619048,2.571429,0.380952,2.238095,502.47619,,,,,,,,,,,,,
MA,47.428571,52.952381,23.095238,13.380952,32.761905,16,7.619048,17.857143,25.238095,8.095238,45.52381,34.380952,24.904762,21.333333,17,15.761905,9.714286,9.428571,28.666667,18.285714,20.238095,5.380952,4.380952,7.285714,14.142857,74.142857,58.047619,87.571429,92,51.571429,26.857143,13.857143,12,9.761905,5,2.285714,9.666667,4.666667,32.857143,3.333333,3.095238,9.095238,5.47619,3.285714,3.333333,4.714286,3.52381,4.52381,17.714286,23.142857,1082.380952,,,,,,,,,,,,,
19,28.238095,41.47619,16.428571,11.571429,28.571429,16.238095,17.52381,4.952381,5.809524,4,29.952381,29.428571,24.142857,29.809524,24.714286,14.428571,12.095238,9.047619,23.47619,22.952381,13.285714,7.095238,5.809524,9.47619,12.904762,68.190476,67.809524,85.47619,75.714286,40.619048,21.666667,13.238095,12.52381,14.238095,4.952381,2.47619,8,9.857143,22.714286,6.285714,5.666667,6.142857,5.571429,3,2.571429,6.095238,3.380952,7.333333,7.190476,21.142857,965.285714,,,,,,,,,,,,,
12,38,64.714286,29.52381,11.428571,38.714286,18.714286,22.809524,6.333333,10.571429,5.238095,29.857143,35.571429,46.047619,36.428571,31.428571,17.761905,19.52381,15.666667,33.904762,23.714286,22.571429,4.380952,8.190476,10.142857,15.142857,71.047619,71.238095,115.571429,90.428571,42.142857,31.857143,15.666667,24.285714,25.285714,11.238095,3.142857,6.285714,4.952381,24.666667,9,9.333333,8.952381,8.190476,1.333333,2.904762,4.619048,3.619048,7.666667,10.619048,23,1223.428571,,,,,,,,,,,,,
LM,11.666667,17.571429,6.666667,5.047619,12.619048,6.619048,10.142857,3.190476,5.857143,5.380952,38.380952,47.52381,65.238095,48.809524,34.190476,22.952381,20.047619,17.190476,4.619048,3.333333,3.190476,1.190476,0.952381,3.571429,8.904762,79.666667,65.809524,101.571429,89.952381,37.714286,24.238095,11.190476,14.952381,11.095238,1.285714,17.619048,30.047619,1.238095,2.952381,2.047619,1.952381,4.142857,0.761905,13.857143,4.285714,10.333333,5.190476,6.904762,1.904762,5.047619,950.619048,,,,,,,,,,,,,
