Exit stations,Entry stations->,,WEEKDAY,,,Jun 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
GP,40.380952,71.761905,28.333333,28.47619,142.857143,35.380952,79.857143,168.904762,177.809524,58.285714,68.714286,51.761905,41.809524,31.571429,30.714286,9.952381,11,20,43.190476,47.428571,47.190476,19,17.714286,46.142857,70.904762,1153.857143,1352.571429,1215.952381,686.380952,304.952381,253.809524,27.571429,109.142857,69.190476,57.857143,20.666667,70.666667,14.428571,42.285714,34.190476,63.857143,110.428571,137.666667,24.095238,16.428571,13.333333,0,0,11.095238,26.095238,7205.666667,,,,,,,,,,,,,,
BP,46.285714,76.857143,28.857143,21.428571,95.285714,32.571429,60.619048,124.666667,176.857143,66.714286,71.809524,60.428571,54.52381,36.190476,23.761905,17.47619,18.047619,26.428571,41,34.238095,37,8.761905,13.190476,23.333333,67.095238,1377.571429,1724.47619,2266,1105,479.904762,423.380952,106.285714,40.809524,74.666667,66.285714,17.095238,60.857143,16.761905,41.190476,50.571429,101.52381,118.619048,130.761905,18.095238,9,11.238095,0,0,7.714286,31.666667,9542.904762,,,,,,,,,,,,,,
DC,41.190476,85.666667,28.333333,31.285714,92.571429,32,60.619048,150.952381,220.714286,71.428571,69.666667,89.095238,58.952381,38.714286,28.52381,22.428571,27.333333,39.571429,51.52381,43.238095,53.047619,12.857143,14,25.714286,49.571429,1334.142857,1708.190476,1414.952381,815.761905,317.857143,257.142857,68.380952,85.952381,29.047619,40.047619,20.190476,72.619048,20,41.761905,53.666667,104.190476,202.857143,222.047619,33.095238,16.47619,17.904762,0,0,11.095238,36.285714,8362.666667,,,,,,,,,,,,,,
CM,14.952381,25.095238,5.809524,6.285714,31.761905,8.238095,22.761905,81.428571,129.857143,11.619048,8.333333,16.238095,9.52381,8.904762,6.095238,5.952381,6.190476,5.52381,26.428571,12.380952,16.047619,6.619048,2.095238,4.52381,16.095238,867.190476,1015.809524,639.190476,480,147.904762,127,49.904762,63.904762,33.666667,13.666667,3.857143,19.333333,4.333333,18.285714,17.190476,50.380952,142,90.904762,2.761905,1.809524,2.952381,0,0,1.857143,14.904762,4297.571429,,,,,,,,,,,,,,
CV,5.47619,8.666667,7.666667,7.809524,50.571429,11.52381,21.380952,79.666667,122.714286,134.619048,56.857143,54.952381,44.047619,60.952381,23.095238,16.095238,20.666667,29.333333,5.333333,4.095238,4.285714,2.428571,1.857143,5.238095,15,546.047619,549.809524,295.047619,257.857143,82.857143,31.619048,22.380952,17.809524,25.809524,4.190476,9.380952,96,1.190476,1.904762,2.952381,6.285714,25.190476,9,70.095238,11.380952,14.904762,0,0,0.666667,1.190476,2877.904762,,,,,,,,,,,,,,
ED,17.428571,28.809524,18.095238,20.142857,148.142857,19.952381,73.571429,254.571429,294.619048,222.761905,138.809524,153.714286,109.190476,143.428571,64.190476,42.380952,66.238095,74.761905,9.47619,6.52381,7.142857,2.619048,2.761905,11.714286,31.380952,2117.809524,1814.809524,750.571429,650.809524,224.761905,88.428571,74.095238,70.285714,78.190476,17.285714,107.190476,52.666667,1.857143,4.285714,22.47619,15.52381,153.857143,19.333333,81.333333,85.285714,22.571429,0,0,1.190476,5.857143,8422.904762,,,,,,,,,,,,,,
NC,3.47619,7.571429,5.095238,4.761905,30.047619,7.714286,48.285714,145.285714,140.761905,11.190476,8.666667,14.047619,10.52381,7.857143,5.238095,2.095238,3.190476,5.809524,42.333333,27.666667,51.952381,12.571429,5.571429,22.380952,6.428571,381.809524,367.666667,222.761905,221.809524,65,35.238095,16.761905,18.095238,20.666667,4.52381,1.095238,2.380952,10.47619,26.761905,8.428571,14.714286,62.428571,9.095238,1.285714,12.809524,2.714286,0,0,12.142857,19.190476,2168.380952,,,,,,,,,,,,,,
WP,21.666667,16.380952,7.571429,9.952381,68.809524,17,149.952381,197.190476,238.809524,24.52381,25.809524,47.142857,17,9.761905,20.809524,9.190476,8.380952,16.714286,163.857143,80.809524,141.761905,25.666667,14.714286,36.380952,15.52381,533.904762,488.333333,447.619048,402.52381,140.333333,113.761905,45.809524,50.52381,43.714286,17.666667,1.619048,3.857143,28.714286,27.619048,26.285714,29.52381,139.761905,21.904762,1.666667,22,12.714286,0,0,17.047619,27.285714,4029.571429,,,,,,,,,,,,,,
SS,12,31.333333,7.857143,8.428571,39.333333,9.238095,34.428571,76.095238,95.666667,13.142857,12.666667,22.190476,13.952381,9.904762,4.857143,5.571429,6.952381,6.52381,27,24.380952,21.761905,5.619048,10.428571,13.333333,16.428571,638.809524,765.809524,459.095238,394.904762,125.190476,102.238095,32.714286,55.52381,49.52381,16.428571,3.047619,23.952381,8.571429,23.190476,15.047619,28.47619,57.285714,65.47619,8.380952,2.380952,2.285714,0,0,4.666667,23.238095,3435.333333,,,,,,,,,,,,,,
SB,21.952381,43.142857,11.428571,10.095238,40.47619,13.238095,31.761905,74,92.238095,20.952381,26.285714,28.333333,16.666667,19.285714,14.904762,6.285714,6,8.095238,23.095238,31.238095,25.428571,10.238095,6.809524,13.571429,28.428571,656.047619,717.238095,457.428571,373.095238,140.47619,134.142857,65.142857,122.857143,113.666667,55.52381,4.904762,15.666667,14.238095,32.857143,30.333333,16.47619,65.761905,53.47619,4.380952,4.666667,2.47619,0,0,6.142857,19.619048,3730.571429,,,,,,,,,,,,,,
SO,63.904762,126.52381,82.571429,100.571429,148.52381,72.857143,131.761905,113.190476,138.619048,51.190476,75.857143,33,46.52381,31.333333,22.047619,17.809524,24.952381,36.666667,159.190476,209.714286,214.857143,122.190476,109.47619,160.809524,148.190476,460.619048,485.619048,920,391.428571,176.714286,156.952381,106.761905,112.380952,198.857143,143.47619,25.52381,149.809524,70.809524,157.142857,56.047619,64,60.380952,280.761905,44.47619,18.238095,15.952381,0,0,16.285714,93.047619,6647.619048,,,,,,,,,,,,,,
MB,36.238095,67.857143,32.095238,41.52381,171.714286,36.952381,69.380952,143.333333,172.428571,21.238095,32.857143,22.52381,11.52381,11.904762,7.904762,5.666667,3.047619,5.238095,33.714286,24.380952,28.380952,11.190476,12.285714,23.190476,39.47619,1075.380952,1332.238095,677.619048,567.095238,245.52381,216.047619,128.571429,140.142857,210.47619,85.333333,6.52381,21.285714,9.52381,24.190476,69.380952,39.952381,266.571429,50.47619,5.666667,7.142857,2.285714,0,0,6.714286,15.095238,6269.285714,,,,,,,,,,,,,,
WD,6.47619,15.904762,10.904762,8.47619,68.952381,13.238095,33.809524,128.047619,149.809524,119.095238,71.190476,81.095238,51.047619,82.666667,43.285714,21.666667,26.333333,29.142857,3.333333,3.428571,3.380952,0.809524,1.380952,5.428571,10.47619,874.333333,773.190476,329.571429,283.619048,89.904762,40.095238,27.714286,24.380952,39.904762,3.142857,79.285714,98.809524,2,2.333333,9.238095,4.761905,53.52381,7.52381,21.190476,37.238095,12.380952,0,0,0.809524,3.238095,3807.571429,,,,,,,,,,,,,,
