Exit stations,Entry stations->,,WEEKDAY,,,Feb 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
RM,21.894737,114.894737,90.789474,70.947368,443.052632,98.526316,148.842105,181.157895,184.578947,51.368421,83.263158,55.789474,33.947368,21.421053,32.842105,15.210526,17.578947,21.210526,20.789474,13.263158,20.578947,4.578947,9.894737,21.736842,27.315789,430.578947,418.736842,466.578947,375.368421,214.631579,212.842105,53.157895,75.736842,121.526316,19.368421,3.894737,13.105263,2.631579,17.157895,16.578947,27.842105,54.473684,24.473684,5.842105,10.578947,16.789474,0,0,10.947368,11.315789,4409.631579,,,,,,,,,,,,,,
EN,133.210526,24,89,84.052632,814.473684,130.315789,247.789474,459.105263,551.105263,102.894737,96.894737,74.631579,51.105263,34.526316,77.473684,22.736842,25.052632,31.736842,26.736842,22,25.736842,9.473684,10.105263,32.368421,33.421053,871.789474,912.473684,836.421053,778.947368,298.315789,214.052632,76.631579,126.368421,170.263158,29.157895,9.736842,23,4.789474,10.368421,32.421053,34.052632,113.157895,64.526316,10.684211,27.263158,39.894737,0,0,6.421053,12.421053,7913.105263,,,,,,,,,,,,,,
EP,90.105263,77.526316,12.157895,56,737.473684,78.578947,138.157895,295.684211,331.105263,70.473684,47.157895,27.736842,26.421053,13.789474,22.894737,5.526316,13.421053,23.684211,18.578947,17.631579,21.842105,5.578947,5.684211,30.631579,13.210526,558.157895,591.947368,387.578947,448.578947,131.315789,69.894737,28.894737,38.631579,66.421053,5.315789,4.894737,12.578947,4.105263,6.105263,8.736842,13.789474,54.947368,35.421053,5.368421,23.421053,25.947368,0,0,4.421053,5.947368,4713.473684,,,,,,,,,,,,,,
NB,73.105263,81.789474,51.052632,10.842105,204.736842,61.578947,95.263158,268.947368,264.631579,61.157895,65.263158,27.578947,29,16.157895,30.315789,10.105263,20.684211,17.947368,19.210526,21,17.157895,7.631579,11.105263,14.210526,13.105263,591.315789,613.105263,349.473684,469,160.052632,90.842105,32.842105,36.473684,40.894737,6.526316,5.736842,11.368421,3.526316,7.789474,5.947368,7.736842,71.947368,31.157895,3.052632,25.736842,21.578947,0,0,2.526316,3.631579,4085.842105,,,,,,,,,,,,,,
BK,489.157895,878.684211,752.157895,224.157895,48.736842,343.842105,395.842105,604.789474,557.947368,272.684211,306.473684,162.157895,194.842105,140.894737,151.789474,84.421053,147.842105,135.210526,113.684211,139.947368,111.947368,67.157895,52,45.947368,86,935.105263,935.263158,634.473684,694.263158,323,251.368421,129.421053,117.052632,128.052632,36.736842,57.736842,113.842105,33.684211,71.052632,38.157895,37.368421,113.684211,138.052632,40.842105,53.947368,150.157895,0,0,30.263158,59.368421,11631.210526,,,,,,,,,,,,,,
AS,95.684211,122.421053,77.631579,62.105263,311,13.842105,94.789474,267.789474,267.421053,78.210526,103.263158,53.473684,43.473684,33.210526,37.315789,18.315789,31.947368,28.368421,23.315789,23.526316,17.842105,6.421053,5.789474,12.578947,25.315789,703.578947,766.368421,400.947368,524.368421,236.315789,113.210526,32.526316,42.947368,49.052632,8.105263,5.210526,16.526316,6.263158,12.263158,10.473684,13.789474,47.105263,35.947368,9.052632,17.210526,30.105263,0,0,3.526316,10.684211,4950.631579,,,,,,,,,,,,,,
MA,166.526316,243.578947,131.105263,87.684211,373.473684,96.631579,52.894737,223,272.473684,87.578947,161.473684,131.578947,112.578947,82.631579,93.578947,49.684211,77.315789,79.947368,140.894737,146.947368,146.421053,58.684211,34.368421,66.578947,45.894737,1158.526316,1253.105263,784.105263,917.315789,420.368421,209.526316,87.315789,88.631579,95.578947,28,25.105263,67.368421,40.789474,137.315789,23.473684,25.736842,88.526316,64.684211,25.157895,26.052632,62.421053,0,0,53.894737,102.842105,8949.368421,,,,,,,,,,,,,,
19,194.263158,474.157895,297.947368,272.789474,548,269.842105,223.736842,42.684211,62.842105,48.105263,202.473684,162.842105,236.947368,216.315789,198.473684,153.052632,208.052632,251.210526,324.105263,386.157895,329.105263,178.842105,117.473684,190.842105,68.947368,1641.052632,1765.157895,1000.315789,1120.684211,510.315789,346.052632,178.947368,159.947368,161.105263,89.368421,85.105263,235.210526,133.105263,170.263158,71.263158,67.631579,89.157895,127.789474,105.421053,29.315789,227.842105,0,0,61.631579,136.263158,14172.157895,,,,,,,,,,,,,,
12,199.631579,553.947368,319.526316,271.789474,476.947368,256.894737,250.473684,58.157895,45.368421,31.105263,225.157895,223.315789,324.947368,320.894737,282.736842,168.736842,231.263158,277.526316,311.263158,465.473684,324.052632,159.263158,108.157895,192.368421,92,1351.736842,1305.947368,879.578947,994.894737,363.526316,305.947368,183.157895,189.210526,232.473684,128.263158,105.421053,286.631579,128.421053,225,101.315789,89.736842,116.473684,160.263158,130.578947,47.947368,212.210526,0,0,63.736842,183.789474,13957.263158,,,,,,,,,,,,,,
LM,46.842105,94.736842,66.842105,64.578947,260.631579,90.947368,80.631579,50.789474,36.368421,24.842105,188.368421,226.947368,310.263158,250.105263,160.157895,86.947368,123.526316,101.473684,36.526316,26.368421,30.631579,7.894737,8.263158,35.947368,49,1000.052632,1100.631579,674.210526,682.052632,282.421053,148.736842,61.526316,97.052632,111.578947,5.052632,112.842105,200.736842,6.315789,22.631579,12.368421,13.105263,28.894737,15.789474,99.789474,17.736842,94.263158,0,0,12.157895,27.473684,7287.052632,,,,,,,,,,,,,,
FV,85.052632,89.315789,51.789474,72.789474,308,102.105263,173.684211,205,249.473684,185.473684,31.052632,203.421053,235.210526,200.947368,224.736842,81.157895,82.789474,87.842105,40.473684,24.105263,38.105263,14.210526,22.315789,51.736842,100,898.315789,941,803.473684,830,347.842105,221.105263,69.684211,115,164.263158,7.578947,59.526316,124.526316,4.315789,19.736842,11.947368,20.736842,57.947368,25.684211,66.842105,14.052632,84.631579,0,0,14.947368,22.736842,7886.684211,,,,,,,,,,,,,,
CL,58.736842,86.578947,29,28.578947,146.947368,59.578947,139.473684,167.842105,248.421053,184.789474,199.157895,23.368421,102.421053,116.789474,127.368421,69.736842,49.157895,45.473684,36.947368,21.421053,17.105263,5.421053,5.368421,24.052632,76.789474,468.473684,445.736842,380.421053,368.157895,156.210526,102.210526,46.157895,61,111.947368,10.421053,29.526316,90.210526,7.157895,28.736842,14.421053,18,31.368421,9.315789,32.578947,18.947368,58.421053,0,0,22.842105,31.578947,4614.368421,,,,,,,,,,,,,,
SL,32.842105,55.842105,24.421053,32.105263,195.526316,53.157895,119.684211,240.263158,338.684211,314.210526,230.631579,103.210526,13.947368,102.263158,171,67.684211,73.368421,97.315789,26.052632,17.894737,19.473684,7.052632,9.736842,20.052632,40.421053,756,809,567.368421,553.684211,178.631579,102.684211,42.894737,73.263158,121.684211,7.894737,40.315789,104.473684,7.263158,13.105263,14.578947,12.473684,47.368421,11.052632,51.947368,7.947368,80.052632,0,0,7.105263,16.052632,6033.684211,,,,,,,,,,,,,,
BF,21.105263,30.105263,11.684211,17,137.105263,32.157895,86,223.368421,316.947368,242.473684,196.578947,113.631579,95.684211,19.157895,94.263158,61.052632,85.578947,121.789474,19,8.315789,10.526316,4.157895,3.947368,11.421053,39.842105,684.421053,706.210526,551.684211,494.789474,176.105263,80.789474,34.526316,54.631579,95.210526,10,38.736842,127.052632,5.736842,8.315789,10.789474,11,28,11.105263,57.789474,5.105263,82.105263,0,0,2.947368,7.105263,5287.052632,,,,,,,,,,,,,,
HY,39.789474,77.894737,24.210526,31.473684,143.421053,44.684211,98.368421,207.368421,274.526316,151.631579,210.052632,128.894737,173.947368,95.789474,18.684211,84.105263,190.315789,221.105263,35.421053,18.789474,21.894737,7.421053,3.947368,17.105263,29.947368,479.210526,538.684211,318.421053,300.578947,117.842105,58.315789,31.736842,37.894737,75.105263,6.368421,19.631579,73.578947,12.578947,21.736842,13.052632,12.684211,22.052632,6,32.421053,8.052632,146.105263,0,0,14.894737,25.105263,4722.842105,,,,,,,,,,,,,,
SH,16.473684,21.368421,6.894737,9.368421,77.631579,15.578947,49.578947,139.789474,166.052632,79.789474,79.578947,64.473684,63.578947,62.368421,84.368421,13.947368,71,89.105263,10.894737,7.789474,6.473684,1.736842,0.894737,5.052632,13.210526,440.157895,373.473684,231.578947,278.631579,87.368421,43.894737,18.105263,23.368421,50.157895,5.473684,13.157895,32.894737,0.894737,6.578947,3.947368,6.421053,16.526316,3.263158,20.368421,6.578947,118.315789,0,0,2.842105,4.368421,2945.368421,,,,,,,,,,,,,,
UC,17.421053,26.052632,14,20.157895,148.842105,35.210526,77.368421,212.736842,226,118.421053,84.526316,55.052632,76.473684,82.684211,183.263158,66.631579,18.736842,136.052632,15.894737,11.105263,16.368421,3.315789,2.526316,9.842105,11.263158,844.736842,767.526316,326.842105,352.947368,107.368421,47.157895,13.526316,21.421053,65.578947,4.052632,11.421053,53.368421,1.210526,8.631579,5.105263,3.736842,19.157895,3.526316,24.473684,11.473684,120.263158,0,0,3.578947,10.368421,4497.421053,,,,,,,,,,,,,,
FM,22.526316,31.368421,23.947368,20.421053,136.526316,29.789474,76.315789,256.894737,267.684211,106,97.210526,47.789474,101.947368,132.947368,221.421053,105.421053,239.157895,33.368421,17.368421,12.736842,7.789474,2.473684,5.315789,12.473684,12.105263,1226.631579,1050.789474,367.421053,348.947368,125.947368,34,18.736842,21.368421,57.842105,4.789474,22.263158,44,2.842105,10.947368,3.578947,8.157895,21.736842,3.526316,20.578947,11.263158,110.210526,0,0,4.842105,9.789474,5551.210526,,,,,,,,,,,,,,
CN,23.052632,30.157895,18.631579,21.368421,112.157895,25.210526,146.473684,323.263158,317.842105,32.894737,43.210526,38.473684,25,21.578947,39.684211,10.526316,16.578947,19.473684,30.894737,99.210526,203.736842,88.894737,41.210526,84.105263,20.578947,851.894737,859.842105,503.947368,504.526316,152.894737,87.947368,56.789474,55.842105,98.631579,23.052632,5.105263,9.421053,52.210526,154.526316,20.052632,24.526316,119,24.578947,3.947368,24.315789,17.789474,0,0,93.263158,117.736842,5696.052632,,,,,,,,,,,,,,
PH,16.105263,21.578947,17.842105,19.631579,138.473684,25.052632,150.473684,386.052632,449.842105,26.578947,18.842105,17.105263,16.736842,9.368421,20.473684,6.421053,9.526316,14.315789,99.526316,26.578947,96.894737,39.789474,32.578947,128.263158,13.263158,1594.842105,1678.210526,628.578947,650.736842,209.157895,73.315789,92.684211,58.421053,87.894737,10.421053,2.263158,4.684211,42,81.315789,24.736842,24.789474,145.947368,24.578947,4.210526,34.842105,15.578947,0,0,35.421053,60.157895,7386.105263,,,,,,,,,,,,,,
WC,21.526316,25.947368,24.052632,19.105263,118.947368,19.421053,155.578947,329.736842,341.631579,31.526316,35.473684,17.684211,23.736842,11.526316,19.842105,6.473684,14.947368,9.368421,225.473684,111.157895,23.473684,58.842105,37.421053,145.368421,16,1335.894737,1325.526316,474.315789,479.105263,146.736842,65.052632,47.105263,49.315789,64.631579,14.789474,3.736842,3.631579,44.684211,106.315789,21.631579,21.052632,129.526316,24.947368,1.368421,30.210526,12.526316,0,0,56.368421,96.315789,6399.052632,,,,,,,,,,,,,,
LF,5.684211,9.736842,5,6.631579,67.157895,7.736842,59.894737,177.105263,163.368421,8.368421,13.263158,5.894737,7.631579,4.263158,6.789474,1.368421,3.157895,2.736842,105.210526,41.578947,58.263158,14.210526,19.052632,75.789474,4.631579,833.157895,854.315789,257.947368,278.526316,80.315789,31.315789,22.736842,16.263158,24.947368,3.315789,0.684211,0.736842,9.684211,35,6.473684,8.947368,78.842105,13.210526,0.105263,15.842105,6.368421,0,0,11.842105,13.684211,3478.789474,,,,,,,,,,,,,,
OR,9.789474,10.947368,5.631579,9.684211,48.789474,9,40.421053,112.368421,118.263158,7.368421,18.526316,4.526316,10,3.684211,2.736842,1.210526,2.789474,5.210526,33,26.631579,36.157895,16.210526,20,49.315789,3.736842,772.947368,685.947368,210.631579,226.105263,64,32.526316,26.105263,12.894737,18.263158,1.842105,2.315789,2.052632,4.421053,10.368421,5.210526,7.947368,64.105263,12.789474,0.210526,11.894737,6.368421,0,0,7.578947,9.105263,2801.631579,,,,,,,,,,,,,,
RR,20.526316,32.842105,31.157895,15,50.473684,11.736842,68.210526,216.526316,218.526316,35.789474,49.526316,20.473684,20.789474,9.578947,16.210526,4.894737,10.526316,12.842105,80.157895,127.263158,148.526316,71.157895,54.157895,18.157895,21.842105,1078.105263,1053.842105,524.052632,662.631579,212.684211,100.684211,53.526316,50.421053,43.157895,4.052632,5,7.052632,20.947368,40.052632,12.684211,13.105263,112.421053,25.421053,5.157895,12,11.947368,0,0,20.368421,37.368421,5473.578947,,,,,,,,,,,,,,
