Exit stations,Entry stations->,,WEEKDAY,,,Jan 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM,6.157895,25.052632,19.684211,19.157895,66.052632,22.684211,31.157895,22.631579,40.105263,8.526316,24.421053,25.684211,12.263158,7.526316,7.368421,6.105263,4.105263,4.210526,6.368421,1.736842,6.210526,1.421053,1.789474,4.157895,9.894737,60.947368,73.894737,113.894737,85.578947,55.789474,59.157895,16.842105,15.789474,10.894737,5.947368,1.578947,2.894737,0.947368,3.368421,4.578947,7.578947,7.578947,3.842105,0.368421,2.263158,4.473684,1.473684,2.052632,3.631579,2,931.842105,,,,,,,,,,,,,
EN,27.315789,10,13.526316,16.368421,91.526316,30.842105,48.947368,37.947368,59.631579,16.894737,38.052632,25.157895,14.526316,12.052632,8.947368,8.473684,7.368421,9.157895,6.947368,4.210526,8.842105,2.684211,2.263158,5.157895,10.052632,131.947368,115.789474,168.263158,139.157895,62.526316,65.315789,17.947368,24.947368,14.105263,8.105263,1.473684,6.210526,1.263158,6.947368,7.473684,7.842105,16.210526,9.315789,2,3.947368,4.736842,3.578947,4.578947,2,3.157895,1345.736842,,,,,,,,,,,,,
EP,24.684211,14.052632,3.210526,12.631579,65.526316,14.947368,19.157895,18.052632,35.842105,7.157895,13.157895,6.578947,6.736842,3.842105,2.578947,4.210526,4.631579,2.473684,3.421053,1.210526,1.578947,1.368421,0.526316,4,2.526316,46.421053,38.789474,50.157895,42.894737,16.473684,14.842105,4.052632,5.684211,1.842105,0.842105,1.157895,0.526316,1,3.315789,2.736842,1.052632,6.157895,2.894737,1.105263,0.947368,1.631579,2.105263,1.210526,0.684211,1.052632,523.684211,,,,,,,,,,,,,
NB,20.157895,17.263158,13.105263,2.736842,12.105263,8.157895,12.105263,13,11.263158,7,16.105263,10.473684,6.263158,4.684211,5.736842,1.421053,1.157895,2.894737,1.052632,3.210526,2.842105,0.421053,0.368421,0.578947,2.421053,24.947368,21.315789,25.105263,24.263158,12.526316,14.578947,3.052632,4.210526,4.631579,0.947368,0.473684,2.105263,0.631579,3.578947,0.684211,0.631579,4.263158,1.315789,0.052632,1.157895,2.684211,0.789474,0.578947,0.105263,0.947368,332.105263,,,,,,,,,,,,,
BK,75.526316,97.578947,64.947368,12.473684,7.315789,32.052632,34.526316,37.368421,46.684211,15.578947,45,28.684211,20.157895,14.947368,14.526316,7.894737,13.368421,7.578947,6.315789,4.736842,7.684211,2.631579,1.578947,1.894737,12.315789,46.526316,29.842105,49.684211,48.684211,23.631579,21.526316,7.842105,10.894737,9.368421,2.578947,4.789474,6,2.052632,9.052632,2.578947,2.736842,9.421053,5.578947,2.473684,4.894737,3.578947,3.421053,5.315789,2.842105,5.894737,934.578947,,,,,,,,,,,,,
AS,22.315789,30.263158,14.157895,5.947368,26.157895,3.473684,14.421053,17.842105,24.894737,5.947368,29.684211,15.105263,9.473684,6.263158,4.526316,2.789474,6.157895,1.947368,5.947368,3.368421,1.210526,0.631579,0.315789,1,7.631579,30.473684,30.473684,40.684211,43.421053,16.368421,11.473684,3.526316,6.473684,2.526316,0.947368,0.315789,1.368421,0.157895,2.157895,1.157895,4.421053,2.842105,2.421053,0.736842,1.684211,4.421053,1.947368,2.315789,0.578947,3,477.368421,,,,,,,,,,,,,
MA,41.947368,47.210526,20.210526,11.789474,30.052632,16.684211,7.157895,15.421053,23.736842,6.368421,38.894737,29.315789,26.789474,19.105263,12.947368,9.526316,10.105263,8.526316,20.842105,17.315789,20.894737,6.105263,4.526316,5.578947,13.526316,63.210526,62.789474,97.578947,89.105263,49.052632,26.947368,14.210526,11.263158,10.315789,7.789474,1.894737,9.105263,5.105263,27.578947,4.315789,3.052632,8.947368,4.210526,2.684211,1.526316,3.263158,3.578947,3.368421,15,24.157895,1014.631579,,,,,,,,,,,,,
19,23.052632,36.842105,17.684211,11,32.421053,14.894737,12.052632,4.210526,5.421053,4.105263,22.105263,26,20.315789,24.578947,18.789474,9.263158,11.157895,7.473684,20.894737,20.578947,11,4,4.105263,7.210526,10.789474,74.684211,65.368421,87.421053,83.631579,43.210526,21.789474,11.842105,15.052632,12.105263,3.631579,2.473684,3.526316,7.421053,22.315789,3.105263,5.157895,5.578947,4.315789,3.631579,2.105263,3.631579,5.421053,3.473684,5.421053,17.526316,893.789474,,,,,,,,,,,,,
12,38.368421,62.263158,32.894737,10.368421,33.368421,19.578947,21.842105,4.736842,10.947368,4.421053,24.263158,32.947368,42.578947,29.947368,27.526316,11.842105,18.789474,15,21.789474,27.894737,20.105263,4.894737,6.789474,9.421053,16.894737,68.315789,70.368421,120.105263,78.368421,38.210526,28.578947,11.105263,21.210526,21.947368,8.684211,2.052632,5.789474,5.894737,18.210526,9.947368,7.736842,9.631579,8.842105,1.263158,1.578947,5.894737,2.578947,6.526316,8.157895,25.315789,1135.789474,,,,,,,,,,,,,
LM,8.421053,17.105263,8.578947,7.736842,12,8.421053,7.421053,4.052632,5.105263,5.263158,33.526316,41.578947,61.263158,46.947368,28.315789,20.947368,15.315789,16.263158,3.368421,4.578947,4.157895,0.842105,0.368421,2.210526,6.052632,70.052632,64.157895,99.631579,71.736842,35.736842,21.421053,11.421053,17.263158,10.263158,1.736842,21.105263,25.842105,1.684211,3.684211,1.105263,1.263158,3.473684,0.894737,11.210526,2.157895,10.210526,7.263158,7.263158,1.631579,5.368421,877.421053,,,,,,,,,,,,,
