Exit stations,Entry stations->,,WEEKDAY,,,May 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
RM,15.318182,115.045455,89.636364,79.590909,373.590909,103.045455,149.136364,161.636364,189.045455,44.045455,88.318182,79.181818,34,23,34.954545,19.409091,16.590909,33.318182,22,16.727273,25.136364,6.863636,5.090909,23.136364,21.136364,416.909091,393.409091,427.409091,337.227273,185,186.727273,47.818182,63.545455,80.590909,15.909091,7.590909,16.636364,4.954545,33.636364,11.590909,19.181818,57.636364,30.272727,5.636364,14.454545,13.727273,0,0,0.681818,0.590909,4140.090909,,,,,,,,,,,,,,
EN,122.590909,21.636364,94.590909,104.181818,809.954545,136.409091,270.136364,491.136364,570.181818,120.5,113.181818,162.227273,62,46.954545,74.454545,24.545455,37.454545,60.136364,35.227273,17.954545,32.636364,8.909091,11.409091,34.136364,39.181818,1011.136364,1028.045455,909,813.136364,283.090909,224.909091,82.454545,109.045455,139.363636,28.363636,7.363636,25.818182,8.909091,30.454545,33.454545,44.409091,124.636364,68.454545,11.909091,42.272727,26.409091,0,0,0.363636,1.136364,8555.863636,,,,,,,,,,,,,,
EP,94.227273,90.272727,12.5,51.409091,641.636364,83.5,137.181818,325.636364,351.727273,81.863636,62.727273,69.545455,28.909091,17.772727,26.818182,8.909091,17.454545,37.727273,17.454545,18.090909,22.772727,10,7.954545,36.181818,14.727273,597.5,698.409091,418.136364,453.590909,132.454545,70.636364,29.954545,34.409091,47.045455,5.727273,4.409091,15.409091,4.590909,15.318182,7.681818,13.636364,73.5,34.318182,10.818182,30.5,12.090909,0,0,0.227273,0.727273,4978.090909,,,,,,,,,,,,,,
NB,74.363636,94.318182,53.681818,18,180.227273,65.136364,83.772727,283.454545,258.181818,66.363636,67,68.727273,28.863636,22.318182,28.772727,10.5,17.727273,35.772727,19.272727,26.409091,25.545455,8.181818,10.409091,16.045455,13.590909,661.818182,744.5,398.545455,482.954545,171.636364,96.954545,29.272727,32.772727,41.909091,4.863636,7.5,14.636364,4.409091,17,9.681818,11.136364,102.045455,41.545455,8.318182,41.909091,16.363636,0,0,0.227273,0.590909,4517.227273,,,,,,,,,,,,,,
BK,406.636364,875.181818,641.454545,195.818182,42,344.909091,359.272727,559.272727,543.909091,250.136364,285.818182,186.454545,186.818182,144.863636,118.727273,75.636364,137.090909,204.727273,108.590909,162.636364,112.181818,68.727273,47.181818,45.545455,70.772727,1005.272727,983.454545,760.545455,744.363636,322.909091,242.318182,140.5,106.727273,113,28.409091,50.318182,119.954545,46.681818,98.318182,35.181818,39.045455,196.772727,151.590909,51.818182,82,92.545455,0,0,3.227273,4.318182,11593.636364,,,,,,,,,,,,,,
AS,107.454545,124.045455,83.409091,59.090909,310.272727,17.409091,89.409091,276.227273,258.409091,70,103.181818,92.772727,54.909091,36,37.181818,20.681818,37.272727,41.227273,24.181818,30.454545,24.136364,7.272727,5.772727,13.5,27.227273,752.545455,806.227273,458.727273,542.727273,232.409091,125.863636,36.318182,44.045455,46.545455,9.363636,7.954545,21.045455,5.590909,30.863636,10.272727,12.409091,67.045455,42.590909,13.681818,30.954545,20.363636,0,0,0.727273,1.818182,5271.590909,,,,,,,,,,,,,,
MA,150.681818,274.272727,123.272727,82.272727,333.318182,88.545455,46.045455,204.454545,231.136364,60.954545,170.954545,189,126.863636,93.409091,100.409091,60.590909,82.772727,114.863636,167.136364,189.136364,160.409091,49,42.136364,62.227273,49.681818,1106.090909,1217.272727,801.409091,890.181818,400.590909,224.227273,81.409091,84.636364,82.227273,27,19.954545,67.954545,59.136364,238.227273,34.272727,32.636364,121.863636,72.409091,28.090909,33.909091,35.5,0,0,3.5,16.636364,8932.681818,,,,,,,,,,,,,,
19,173.545455,498.5,324.909091,295.227273,495.727273,266.545455,199.454545,36.590909,54.090909,43.818182,177.181818,199.909091,233.045455,223.954545,219.227273,156.136364,230.181818,327.727273,325.454545,405.863636,326.681818,169.181818,122,170.681818,66.136364,1450.681818,1590.909091,953.772727,1050.045455,464.227273,341.227273,173.363636,132.090909,152,73.227273,68.863636,235.363636,171.136364,259.863636,69.636364,67.409091,98.272727,142.409091,112,38.909091,104.863636,0,0,3.227273,17.772727,13513.045455,,,,,,,,,,,,,,
12,206.954545,587.090909,335.5,264.863636,460.636364,252.954545,227.545455,52.863636,35.863636,45,217.318182,289.181818,346.181818,342.727273,292.909091,184.863636,237.272727,347.954545,354.136364,439.090909,294.818182,138.636364,124.590909,177.318182,92.818182,1316.454545,1319.318182,928.318182,986.409091,345.590909,315,192.818182,206.772727,214.863636,131.772727,113.863636,273.636364,182.818182,355.227273,96.545455,89.818182,150.181818,163.409091,133.272727,55.227273,93.409091,0,0,5.136364,24.454545,14043.409091,,,,,,,,,,,,,,
LM,40.045455,105.863636,80.636364,65.318182,232.045455,70.318182,64.090909,42.136364,43.181818,19,179.363636,304.772727,328.181818,268.181818,170.863636,96.681818,141.227273,136.5,39.090909,23.409091,30.636364,12.318182,8.363636,31.772727,39.818182,941.363636,1043.045455,733.363636,664.181818,278.227273,160.954545,66.954545,96.636364,104.636364,8.181818,116.636364,195.136364,11.681818,52.818182,14.5,16.363636,41.5,20.363636,89.818182,26.545455,109.045455,0,0,1.363636,2.954545,7370.090909,,,,,,,,,,,,,,
