Exit stations,Entry stations->,,WEEKDAY,,,Oct 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
RM,27.863636,130.681818,92.818182,76.681818,460.272727,97.272727,148.409091,170.5,189.181818,52.818182,85.909091,65.272727,41.545455,25.5,37,18.136364,16.954545,25.681818,25.272727,16.045455,22.363636,4.227273,10.681818,24.909091,25.5,439.227273,434.681818,494.136364,382.409091,221.590909,207.136364,48.727273,79.454545,133.954545,16.818182,6.045455,12.954545,4.090909,19.090909,15.681818,26.227273,58.863636,26.681818,5.954545,12.227273,19.136364,0,0,13.681818,9.818182,4580.090909,,,,,,,,,,,,,,
EN,141.545455,33.590909,97.954545,89.636364,829.590909,131.681818,252.409091,459.909091,558.681818,104.136364,100.863636,108.909091,55.272727,39.772727,78.909091,27,31.772727,41.909091,33.272727,19.136364,24.818182,9.863636,10.318182,29,37.818182,919.590909,916.772727,863.454545,761.318182,299.863636,216.727273,87.863636,128.818182,181.590909,30.045455,9.954545,20.863636,5.454545,14.5,31.409091,44.409091,124.227273,64.772727,11.090909,35.909091,45.363636,0,0,8.5,12.5,8182.772727,,,,,,,,,,,,,,
EP,91.909091,93.954545,15.272727,54.772727,731.136364,84.318182,139.863636,296.090909,331,73.818182,51.409091,47.772727,30.409091,17.363636,33.727273,6.909091,15.454545,27.409091,19.818182,18.454545,21.909091,7.272727,4.818182,30.818182,14.227273,587.272727,611.954545,411.727273,452.681818,146.545455,68.863636,32.136364,42.5,72.045455,4.227273,4.454545,10.272727,3.727273,8.818182,8.136364,13.818182,70.954545,33.272727,5.409091,25.545455,26.727273,0,0,3.863636,3.863636,4908.727273,,,,,,,,,,,,,,
NB,80.727273,85.409091,57.181818,20.227273,205.636364,57.181818,96.772727,258.181818,262,61.863636,64.5,40.454545,29.454545,18.636364,31.681818,7.772727,17.590909,22.045455,22.045455,24.772727,19.454545,7.636364,10.590909,15.136364,14.045455,623.409091,605.818182,357.363636,489.363636,158.545455,98.090909,29.772727,42.363636,49.454545,5.954545,6.136364,14.909091,3.409091,5.5,7.818182,9.863636,92.727273,32.954545,4.181818,36.272727,25.818182,0,0,5.318182,7.090909,4243.136364,,,,,,,,,,,,,,
BK,502.5,877.181818,752.090909,210.954545,71.045455,335.772727,366.136364,582.181818,546.772727,256.5,289.772727,178.272727,193.181818,139.772727,143.272727,94.409091,149.636364,139.954545,111.681818,141.636364,118.545455,62.090909,53.5,44.181818,78.545455,1026.136364,927.727273,704.909091,761.727273,331.045455,261.454545,145,114.090909,135.772727,38.590909,59.318182,123.272727,35.909091,71,33.681818,39.363636,142,140.954545,48.909091,69.363636,167.909091,0,0,37.863636,54.318182,11909.909091,,,,,,,,,,,,,,
AS,103.954545,120.181818,82.363636,64.727273,303.272727,18.545455,89.181818,258.909091,245.909091,74.863636,103.954545,66.090909,51.090909,37.227273,36.045455,23.136364,34.272727,27.681818,23.090909,24.545455,20.227273,7,7.954545,11.863636,24.954545,732.363636,750.590909,430.318182,525.909091,243.954545,114.863636,30.636364,46.454545,48.863636,11.818182,8.5,18.590909,5.818182,11.454545,12.136364,12.727273,54.272727,36.409091,12.227273,25.181818,36.363636,0,0,6.318182,14.590909,5051.409091,,,,,,,,,,,,,,
MA,165.454545,249.818182,126.545455,90.318182,346.636364,94.090909,57.590909,233,249.818182,80.454545,164.954545,141.545455,120.545455,86.545455,93.681818,49.090909,79.590909,76.590909,144.909091,175.318182,156,58.545455,39.909091,63.136364,43.136364,1190.227273,1251.181818,814.227273,966.272727,414.590909,218.818182,90.818182,88.954545,106.590909,30.136364,30.363636,62.863636,39.454545,146.772727,26.5,30.863636,120.318182,68.409091,20.590909,30.136364,68.545455,0,0,60.636364,118.181818,9182.681818,,,,,,,,,,,,,,
19,187.954545,482.272727,300.727273,271.272727,532.909091,258.727273,220.5,53.454545,59.090909,39.454545,198.5,169.136364,248.136364,223.363636,223.409091,146.681818,211.954545,264,297.590909,376.272727,311.227273,172.045455,123.227273,186.818182,69.090909,1571,1645.136364,981.590909,1095.772727,488.318182,346.681818,170.772727,163.136364,156.136364,82.818182,81.636364,228.590909,128.5,184.772727,68.090909,66.181818,97.727273,136.681818,113.409091,36.318182,225.818182,0,0,59.272727,136.954545,13893.136364,,,,,,,,,,,,,,
12,207.818182,580.772727,314.863636,264.454545,454.681818,242.318182,235.818182,51.818182,57.545455,29.863636,211.954545,236.227273,350.590909,318.545455,288.181818,184.772727,239.136364,280.363636,322.045455,470.5,322.863636,156.863636,124.454545,170.727273,84.636364,1359.318182,1302.181818,900.5,1008.636364,363.454545,321.954545,187.454545,197.636364,229.954545,127.272727,118.136364,294.136364,134.863636,237.181818,99.227273,87.863636,136.545455,153.636364,136.909091,56.590909,205.363636,0,0,66.545455,189.545455,14116.727273,,,,,,,,,,,,,,
LM,48.090909,103.045455,66.727273,70.045455,250.545455,82.545455,76.227273,40.5,38.363636,22.863636,166.318182,274.272727,317.045455,258.818182,175.090909,86.727273,116.909091,108.727273,30.454545,26.818182,21.318182,6.227273,9.363636,37.272727,35.181818,992.863636,1053.954545,709.909091,687.590909,278,152.090909,62.636364,97.409091,118.818182,6.727273,123.863636,204.681818,8.136364,21.727273,12.909091,15.590909,36.727273,14.272727,103.409091,24.318182,104.590909,0,0,13.863636,22.636364,7336.227273,,,,,,,,,,,,,,
