Exit stations,Entry stations->,,WEEKDAY,,,Dec 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM,12.954545,63.363636,52.090909,32.636364,185.772727,42.818182,60,44.454545,59.636364,16.409091,39.909091,31.727273,17.181818,7.136364,12.772727,8.318182,6.681818,7.909091,10.272727,11.318182,10.818182,5.863636,3.772727,11.863636,18,158.181818,131.409091,228.636364,126.818182,83.227273,86.090909,24.045455,21.454545,27.318182,9.409091,3.954545,5.181818,2.181818,6.363636,7.090909,10.227273,30.545455,9.409091,2.727273,6.227273,14.454545,4.090909,6.090909,6.636364,5.954545,1791.409091,,,,,,,,,,,,,
EN,70.136364,17.5,48.863636,32.590909,271,53.409091,89.318182,103.5,145.545455,32.363636,54.454545,39.227273,21.045455,19.227273,20.227273,6.045455,14.681818,17.090909,14.5,9.363636,15.590909,5.5,5.590909,13.863636,19.045455,330.045455,284.272727,406.636364,264.363636,106.272727,84.272727,28.954545,36.590909,41.636364,8.727273,3.681818,9.090909,4.727273,8.090909,10.954545,18.090909,57.5,20.590909,7,18.772727,19.909091,13.5,13.272727,2.636364,5.590909,2944.863636,,,,,,,,,,,,,
EP,56.681818,47.863636,10.136364,25.818182,207.363636,29.090909,51.772727,65.318182,78.363636,21.318182,19.681818,11.5,15.363636,6.818182,5.681818,4,7.909091,6,8.727273,8.772727,11.136364,4.772727,3,11.545455,5.227273,183.863636,154.454545,164.681818,122.772727,42.454545,29.818182,14.318182,12.272727,16,3,3.318182,3.454545,2.5,3.318182,4.136364,5.636364,32.181818,7.727273,2.636364,13.454545,5.363636,4.318182,6.045455,1.772727,2.363636,1565.727273,,,,,,,,,,,,,
NB,39.318182,28.590909,27.772727,10.954545,72.090909,23.136364,36.5,55.863636,51.636364,13.136364,26,13.772727,12.409091,6.772727,6.045455,5.045455,5.909091,9.636364,5.954545,6.136364,7.727273,2.772727,2.818182,5.681818,6,176.318182,153.727273,135.909091,119.818182,51.409091,31.318182,9.772727,11.318182,9.818182,2.818182,1.954545,5.454545,1.863636,3.636364,2.363636,3.590909,45.363636,7.181818,2,14.318182,7.136364,5.272727,6.818182,1.681818,2.863636,1295.409091,,,,,,,,,,,,,
BK,215.681818,289.954545,213.318182,78.5,30.863636,122,124.954545,145.272727,165.454545,54.454545,97.772727,52.545455,53.772727,41.272727,43.909091,31.772727,37.772727,31.318182,29.272727,26.318182,31.545455,16.363636,12.409091,9.909091,25.954545,249.818182,182.590909,251.136364,180.636364,91,70.818182,42.772727,22.863636,32.5,7.590909,15,26.818182,4.681818,19.772727,7.181818,8.363636,66.954545,30.136364,9.181818,24.818182,16.954545,25.363636,33.818182,6.409091,16.772727,3426.318182,,,,,,,,,,,,,
AS,47.090909,49,32.318182,22.545455,110.863636,11.727273,35.045455,61.681818,59.363636,24.227273,48.363636,17.954545,20.636364,13.727273,8.954545,6.181818,9.272727,8.5,5.363636,5.454545,5.590909,2.318182,2.272727,3.818182,13.409091,168.045455,140.5,125.409091,129.5,59.636364,37.5,11.318182,12.772727,9.227273,3.681818,1.318182,5.545455,1.863636,5.045455,1.681818,5.909091,28.909091,6.545455,2.454545,9.636364,10.272727,7,10.272727,0.954545,6.590909,1427.272727,,,,,,,,,,,,,
MA,73.954545,82.863636,51.909091,36.181818,120.045455,36.772727,20.954545,59.681818,69.409091,23.909091,78.363636,53.545455,48.318182,28.909091,37.409091,17.954545,20.318182,23.136364,48.909091,35.863636,50.909091,17.954545,17.681818,26.590909,30.090909,327.772727,235.272727,271.545455,243.5,141.272727,78.454545,29.454545,29.590909,23.090909,7.681818,5.409091,20.227273,7.681818,31.636364,8.181818,8.090909,53.636364,14.5,5.636364,13.136364,13.181818,13.636364,21.363636,17.772727,43,2776.363636,,,,,,,,,,,,,
19,50.318182,102.681818,65.090909,62.681818,137.090909,65.772727,61.090909,24.454545,14.636364,11.681818,48.136364,47.954545,63.227273,46.318182,44.136364,30,30.409091,37.863636,53.681818,53.772727,61.818182,32.772727,24.409091,44.954545,23.954545,365.272727,292.772727,292.727273,244.181818,129.227273,92.318182,37.863636,35.818182,34.954545,13.227273,10.090909,34.636364,12.045455,40,15.863636,13.954545,52.727273,20.045455,15.136364,15.181818,21.181818,17.681818,32.318182,11.090909,38.545455,3127.772727,,,,,,,,,,,,,
12,59.272727,143.818182,75.681818,52.272727,140.181818,63.045455,70.772727,15.272727,21.545455,12.454545,53.590909,59.772727,90.909091,82.318182,73.681818,39.545455,55.636364,43.090909,63.272727,75.863636,77.590909,31.181818,26.454545,50.863636,32.863636,341.681818,253.363636,322.227273,248.954545,107.772727,87.090909,45.772727,45.272727,53.5,25.5,13.681818,39.681818,16.5,49.590909,21.5,18.181818,58.681818,24.681818,12,14.5,21.772727,19.5,30.136364,21,59.954545,3463.454545,,,,,,,,,,,,,
LM,16.363636,28.590909,18.545455,14.090909,51.863636,23.681818,21.909091,11.363636,14.818182,12.136364,68.5,70.545455,129.227273,96.454545,54.545455,47.909091,35.227273,33.863636,5.772727,7.818182,8.954545,2.181818,1.272727,6.409091,10.681818,267.681818,222.318182,250.863636,189.409091,84.409091,55.818182,22.909091,29.954545,26.181818,4.818182,44.954545,63,2.772727,7.863636,4.272727,5.045455,10.818182,3.909091,32,13.818182,29.545455,16.590909,21.636364,2.545455,11.454545,2217.318182,,,,,,,,,,,,,
