Exit stations,Entry stations->,,WEEKDAY,,,Nov 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
RM,16.157895,102.105263,83.263158,67.368421,396.578947,92.105263,126.894737,160.421053,189,41.052632,79.368421,62.210526,31.421053,25.210526,33.947368,17.789474,14.473684,24.421053,17.052632,16.157895,22.315789,5.736842,5.157895,24.473684,27.736842,412.315789,418.105263,437.526316,362.842105,170.210526,176.105263,44.789474,66.368421,95.789474,16.789474,5.736842,13.684211,3.736842,18.368421,10.578947,18.842105,52.105263,25.052632,4.894737,12.894737,16.105263,0,0,9.894737,14.578947,4089.736842,,,,,,,,,,,,,,
EN,106.631579,21.894737,77.157895,86.473684,789.157895,127.631579,245.578947,444.894737,560.263158,104.473684,105.789474,114.526316,58.052632,39.052632,72.736842,23.157895,33.736842,40.526316,26.789474,18.526316,29.842105,9.631579,11.263158,31.105263,39.526316,927.105263,997.263158,852.368421,738.631579,278.157895,211.631579,83.684211,118.947368,148.526316,29.315789,8,25.789474,5.684211,14.421053,36.842105,40.105263,122.842105,64.947368,14.684211,40.526316,48.789474,0,0,5.157895,9.736842,8041.578947,,,,,,,,,,,,,,
EP,83.473684,72.842105,13.421053,49.578947,648.263158,73.052632,117.894737,295.157895,322.947368,74.315789,42.842105,47.473684,27.736842,16.631579,26.315789,8.894737,16,26.789474,18.473684,16.526316,25.894737,9.578947,5.052632,27.789474,12.842105,584.315789,648.736842,417.210526,437.105263,133.263158,68.736842,28.315789,35.631579,52.684211,7.263158,2.473684,12.368421,4.789474,9.421053,8.315789,10.526316,73.315789,27.736842,7.368421,33,21.684211,0,0,3.736842,3.894737,4711.684211,,,,,,,,,,,,,,
NB,68.105263,80.684211,49.368421,15.526316,191.789474,52.789474,79.315789,254.789474,241.526316,53.473684,65.578947,43.684211,27.736842,17.842105,28.894737,8.473684,18.421053,21.157895,17.578947,21,19.157895,6.684211,7.421053,17,10.421053,617.210526,673.789474,353.263158,436.052632,154.684211,96.631579,28.421053,35.789474,37.789474,6,6.105263,12.684211,4.473684,10,4.684211,8.526316,88.105263,35.894737,5.736842,35.631579,22.736842,0,0,4.789474,5.105263,4102.526316,,,,,,,,,,,,,,
BK,431.157895,839.105263,660.421053,201.315789,41.473684,331.947368,325.473684,523.210526,492.684211,231.368421,278.526316,157.473684,185.368421,125.526316,126.789474,77.210526,150.789474,152.526316,100.842105,155.473684,118.315789,61.315789,43.842105,35.315789,69.631579,896.263158,890.789474,655.631579,676.421053,299.052632,233.052632,125.210526,114.789474,115.052632,33.315789,51.368421,110.473684,36.263158,70.473684,35,40.315789,165.684211,135.315789,47.894737,80.421053,135.157895,0,0,26.894737,50.368421,10942.315789,,,,,,,,,,,,,,
AS,103.157895,117.894737,76.315789,53.789474,300.789474,17.105263,78,251.894737,241.368421,57.842105,93.736842,66.894737,48.315789,31.157895,33.736842,17.421053,32.631579,28.157895,23.578947,24.421053,21.157895,8.473684,5.421053,9.894737,21.947368,692.105263,733.894737,424.578947,484.947368,212.894737,122.157895,28,41.157895,38,9.421053,7.894737,19.210526,6.736842,14.842105,6.368421,11.631579,58,31.578947,11.947368,28.473684,31.947368,0,0,4.578947,9.052632,4794.526316,,,,,,,,,,,,,,
MA,144.631579,238.684211,107.263158,76.421053,309.052632,85.315789,38.526316,189.210526,218.368421,60.736842,156.473684,133.157895,109.736842,90.736842,89.789474,51.315789,69,91.894737,150.578947,178.421053,139,54.947368,38,50.473684,47.842105,1034.315789,1136.210526,762.631579,800.578947,354,225.105263,78.315789,90.736842,77.052632,21.473684,22,68.684211,49.947368,137.842105,32.736842,35.105263,115.578947,61.578947,25.368421,28.315789,57.526316,0,0,49.736842,121.157895,8305.578947,,,,,,,,,,,,,,
19,175.894737,457.684211,300.157895,267.052632,474.631579,252.684211,178.578947,36.894737,56.368421,37.421053,186.842105,167.157895,232.421053,218.210526,199.210526,145.105263,208.157895,260.894737,293.842105,387.842105,317.473684,174.157895,118.473684,165.684211,55.578947,1363.736842,1507.947368,877.368421,966.473684,439.315789,311.421053,153.210526,135.947368,127.526316,70.947368,68.526316,216.578947,132.684211,178.157895,67.473684,67.105263,99.263158,135.421053,112,37.947368,178.421053,0,0,62.894737,132.736842,12811.526316,,,,,,,,,,,,,,
12,211.894737,582.263158,319.526316,248,414.894737,229.473684,207.789474,42.315789,37.947368,35.473684,200.421053,247.210526,360.842105,309.578947,288.684211,170.421053,242.315789,267.631579,319.526316,435.052632,299.684211,138.947368,125.789474,149.263158,83.526316,1240.263158,1247.157895,874.315789,892.157895,327.526316,297.842105,186.473684,197.789474,222.684211,127,119.157895,244.473684,142.578947,228.947368,90,90.736842,134.842105,152,127.105263,47.736842,170.789474,0,0,63.526316,186.842105,13380.421053,,,,,,,,,,,,,,
LM,36.736842,92.894737,70.684211,55.789474,215.368421,60.105263,59.157895,42.368421,36.526316,16,154.736842,235.263158,315.894737,253.894737,158.263158,78.736842,122.684211,110.894737,40.526316,27,24.473684,7.526316,6.684211,26.631579,34.052632,910.789474,1016.842105,700.315789,622.105263,262.315789,152.263158,66.473684,83.526316,112.631579,7.631579,115.105263,196.473684,8.684211,25.684211,15.368421,16.315789,40.631579,19.842105,86.631579,23.894737,102.263158,0,0,8.421053,22.526316,6899.631579,,,,,,,,,,,,,,
FV,84.315789,100.157895,48.052632,75,280.315789,90.736842,155.368421,196.842105,220.526316,152.105263,31.210526,221.578947,207.263158,203.105263,198.210526,86.315789,73.421053,95.526316,47.315789,27.421053,34.894737,14.263158,19.368421,47.526316,89.842105,918.578947,1008.052632,920.315789,809.842105,332.105263,221.105263,68.736842,103.894737,127.894737,8.789474,52.736842,123.578947,7.947368,28,13.947368,28.157895,69.947368,31.157895,56.421053,12.894737,87.473684,0,0,11.210526,23.210526,7866.684211,,,,,,,,,,,,,,
CL,68.105263,119.947368,46.842105,41.684211,157.315789,67.157895,135.052632,185.947368,263,216,208.736842,22.105263,128.210526,151.105263,143.105263,76.526316,100.210526,111,56.052632,42.315789,39.684211,20.473684,19.105263,32.789474,89.736842,598.210526,594,567.473684,438.210526,169.263158,141.736842,72.473684,80.684211,131.578947,14.842105,44,135,13.473684,40.105263,22.421053,28.052632,35.210526,30.368421,68.631579,23.578947,159.052632,0,0,25.315789,44.105263,6020,,,,,,,,,,,,,,
SL,33.263158,62.526316,27.684211,32.263158,181.684211,49.315789,112.315789,248,364.736842,307.631579,224.157895,166.894737,20.578947,113.157895,146.842105,70.842105,85.421053,103.789474,30.473684,29.578947,25.947368,5.842105,10.263158,23.684211,44.842105,747.578947,848.736842,610.315789,524.789474,167.157895,92.789474,49.736842,77.684211,101.842105,10.263158,37.631579,108.736842,8.684211,15.842105,14.210526,14.263158,55.157895,13.421053,47.578947,7.421053,90.105263,0,0,9.368421,13.315789,6188.368421,,,,,,,,,,,,,,
BF,26.105263,40.052632,14.421053,18.263158,123.315789,32.210526,87.631579,220.473684,306.263158,236.842105,194.789474,158,101.421053,18.157895,106,61.263158,80.421053,129.157895,22.421053,10.052632,11.315789,2.631579,1.578947,12.684211,38.052632,679.105263,696.157895,540.421053,466.842105,152.473684,81.789474,32.421053,46.473684,80.105263,12.789474,44.421053,128.210526,4.315789,10.157895,12.052632,18.526316,26.210526,11.210526,66.421053,5.684211,92.473684,0,0,4.473684,6.947368,5273.210526,,,,,,,,,,,,,,
HY,36.736842,72.210526,27.526316,32.421053,122.263158,35.578947,84.473684,203.842105,282.736842,149.473684,194.315789,150.473684,144.894737,100.789474,23.157895,92.157895,195.473684,226.789474,31.368421,15.736842,16.684211,6.052632,4.789474,17.894737,31.157895,462.315789,524.526316,342.105263,296.421053,101.789474,54.684211,32.736842,36.421053,54.052632,5.578947,16.736842,73.736842,8.263158,25.157895,6.473684,11.526316,22.105263,7.631579,31.789474,10.947368,149.684211,0,0,9.157895,26.526316,4609.368421,,,,,,,,,,,,,,
SH,20.526316,23.421053,8.105263,8.789474,73.052632,17.631579,52.526316,141.631579,159.894737,72.315789,80.526316,73.631579,63.315789,58.473684,76.052632,16.421053,75.578947,96.526316,7.105263,7.684211,9.210526,2.842105,1.736842,6.789474,17.789474,401.368421,393.210526,227,244.578947,79.105263,40,15.052632,25.157895,53.842105,6.578947,12.631579,32.263158,2.105263,9.105263,4.894737,7.684211,16.894737,4.105263,21.736842,8.421053,98.473684,0,0,2.789474,5.263158,2883.842105,,,,,,,,,,,,,,
UC,15.368421,37.421053,16.578947,17.631579,151.368421,33.157895,63.368421,213.157895,234.684211,116.578947,83.894737,101.105263,89.263158,83.894737,180.473684,72.052632,25.631579,142.421053,13.894737,15.842105,16.894737,5.315789,3.842105,11.421053,12.947368,861.894737,753.421053,360.578947,319.157895,91.578947,37.421053,10.789474,18.789474,63.315789,6.157895,12.315789,60,2.157895,10.736842,11.789474,4.157895,25.052632,3.263158,26.684211,16.105263,112.421053,0,0,3.210526,9.578947,4578.789474,,,,,,,,,,,,,,
FM,24.578947,47.842105,26.263158,21.894737,161.157895,29.684211,91.842105,262.947368,264.526316,109.210526,96.473684,116.315789,106.736842,134.842105,235.315789,120.315789,175.368421,42.210526,16.421053,20.368421,13.473684,5.210526,7.578947,16.052632,12.210526,1261.315789,1077.894737,400.421053,332.894737,109.684211,35.526316,23.736842,31.210526,56.578947,6.473684,21.842105,55.842105,2.631579,12.684211,5.894737,9.842105,40.157895,5.526316,25.210526,22,132.157895,0,0,4.578947,9.736842,5842.684211,,,,,,,,,,,,,,
