Exit stations,Entry stations->,,WEEKDAY,,,Jun 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
RM,7.772727,35.136364,24.409091,22.863636,65.590909,22.409091,37.545455,25.5,30.181818,13.272727,30.181818,29.227273,14.5,7,9,7.5,3.227273,5.863636,7,2.272727,4.681818,1.409091,3.636364,2.954545,9.545455,88.954545,78.136364,105.863636,91.318182,63,60.5,15.409091,21.545455,13.045455,5.181818,0.909091,2.772727,1,5.5,5.863636,9.545455,7.363636,5.5,0.727273,2.272727,4.5,0.590909,0.409091,4.909091,2.818182,1020.318182,,,,,,,,,,,,,,
EN,34.772727,8.227273,21.181818,16.681818,88.681818,31,47.727273,40.181818,55.227273,16.772727,35.909091,27.409091,17.045455,9.863636,10.772727,7.136364,8.136364,10.5,6.863636,4.636364,7.318182,1.318182,2.454545,4.090909,13.818182,131.409091,115.045455,145.409091,146.863636,65.863636,52.863636,19.909091,23.909091,15.954545,8.590909,2,6.954545,2.181818,4.409091,10,9.227273,13.772727,7.636364,1.181818,4.181818,6.954545,2.045455,2.636364,2.363636,3.181818,1332.272727,,,,,,,,,,,,,,
EP,26.954545,20.954545,3.363636,10.818182,51.727273,15.363636,20.954545,18.863636,26.863636,5.863636,15.681818,7,6.954545,3.772727,3.454545,2.090909,5.636364,2.636364,4.227273,2.136364,3,1.090909,1.227273,2.727273,4.5,37.727273,37.909091,32.818182,36,15.681818,10.727273,2.818182,4.5,1.545455,1.681818,2.363636,1.227273,1.045455,2.636364,0.545455,2.409091,3.5,3.772727,0.545455,1.363636,1.727273,0.681818,1.090909,1.727273,1.045455,474.954545,,,,,,,,,,,,,,
NB,22,17.863636,10.272727,1.181818,9.272727,7,12.272727,12.5,13.454545,7.863636,20.272727,7.727273,7,4.454545,6.181818,0.590909,0.954545,2.136364,1.818182,2.181818,2.272727,0.454545,0.863636,0.636364,2.590909,23.5,16.045455,17.954545,22.409091,12.954545,11.727273,2.545455,2.409091,3.863636,1.636364,1.136364,1.409091,0.181818,2.818182,1.409091,0.681818,2.954545,0.636364,0.227273,1.772727,2.818182,0.454545,0.590909,0.363636,0.181818,306.5,,,,,,,,,,,,,,
BK,76.409091,96,54.590909,11.090909,6.545455,33.318182,35.545455,32.363636,56.727273,18.227273,48.409091,29.227273,20.181818,12.863636,13.5,8.363636,9.045455,4.363636,5.090909,5.409091,5.590909,2.590909,1.454545,1.954545,10.181818,39.590909,28.636364,39.363636,47.681818,23.636364,18.545455,4,8.090909,6.545455,1.954545,1.909091,4.590909,1.181818,7.681818,1.954545,2.818182,4.727273,5.454545,2.090909,2.681818,4.5,0.727273,3.545455,3.045455,4.045455,868.045455,,,,,,,,,,,,,,
AS,24.045455,33.409091,14.090909,6.954545,26.227273,2.681818,13.318182,21.772727,23.863636,7.363636,27,16.727273,12.454545,7.363636,5.409091,4.772727,6.136364,1.454545,3.272727,1.727273,2.590909,0.681818,1.090909,0.590909,7.272727,31.227273,25.818182,33.090909,35.227273,18.363636,11.681818,4.045455,5.909091,1.136364,1.318182,2.045455,1.954545,0.227273,3.409091,1.045455,4.5,1.363636,1.318182,0.136364,1.409091,2.090909,0.272727,1.545455,0.454545,2.454545,464.318182,,,,,,,,,,,,,,
MA,42.136364,48.954545,19.681818,14.590909,30.636364,16.818182,9.772727,17.636364,30.227273,8.727273,44.954545,33.409091,21.818182,22.181818,15.681818,13.818182,10.454545,9.409091,26.045455,18.409091,18.772727,4.909091,3.681818,6.636364,14.727273,66.272727,52.181818,73.136364,78.863636,44.727273,28.090909,14.772727,10.454545,7.727273,5.181818,2.863636,7.227273,5.545455,25.363636,2.954545,3,7.181818,3.863636,2.636364,3.136364,6.227273,2.227273,3.045455,17.590909,26.318182,1004.681818,,,,,,,,,,,,,,
19,26.681818,39.045455,15.954545,10.454545,26.318182,16.681818,17.863636,5.363636,5.409091,3.590909,28.409091,31.681818,24.545455,24.636364,20.772727,9.045455,10.136364,8.863636,19.863636,19.545455,11.136364,5,4.409091,6.954545,12.045455,56.772727,55.909091,72.363636,73.045455,36,18.590909,9.909091,8.909091,11.909091,4.045455,3,4,9,20,5.409091,6.181818,4.181818,4.954545,3.454545,1.909091,6.681818,1.5,4.045455,8.136364,21.590909,855.909091,,,,,,,,,,,,,,
12,33.681818,55.318182,26.318182,13.545455,42.272727,21.727273,29.363636,4.090909,11.636364,4.909091,36.045455,32.636364,39.045455,29.772727,31.954545,10.454545,17.954545,13.454545,23.090909,22.272727,19.136364,4.636364,8.590909,10.363636,20.545455,60.272727,59.863636,91.590909,87.318182,40.954545,31.363636,16.545455,21.272727,24.818182,10.454545,2.863636,4.772727,5.636364,23.545455,8.454545,7.318182,6.954545,7.954545,2.045455,1.454545,6.772727,1.545455,3.181818,8.227273,18.545455,1116.545455,,,,,,,,,,,,,,
LM,11.545455,15.409091,6.363636,6.772727,13.863636,7.409091,8.954545,2.954545,5.681818,5.363636,45.545455,47.818182,57.181818,41.545455,27.727273,23.545455,15.136364,14.818182,5.636364,3.227273,3.454545,0.818182,0.409091,3.409091,12.318182,69.545455,56.636364,85.318182,83.636364,33.454545,27.454545,8.818182,13.454545,10.590909,1.409091,15,32,0.636364,2.818182,1.045455,2.090909,2.954545,2.181818,12.863636,3.363636,11.818182,2.272727,4.181818,1.772727,5.136364,877.363636,,,,,,,,,,,,,,
FV,30.045455,34.363636,15.318182,19.727273,44.772727,28.5,42.590909,29.409091,42.318182,35.363636,9.409091,78.681818,83.454545,69.545455,61.954545,39.318182,22.681818,25.409091,7.727273,9.636364,8.090909,4.590909,9.272727,14.5,39.818182,118.318182,95.227273,175.909091,170.818182,73.727273,53.545455,14.863636,18.727273,13.863636,3.181818,22.954545,49.136364,1.863636,5.590909,2.545455,6.136364,5.636364,2.545455,20.636364,3.681818,18.272727,3.181818,4.636364,4.590909,8.909091,1705,,,,,,,,,,,,,,
CL,28.454545,25.318182,8.045455,9.818182,22.954545,15.818182,35.636364,28.909091,46.727273,41.5,74.545455,8.636364,37.090909,46.090909,40.090909,26.272727,15.636364,16.363636,7.545455,7.454545,3.181818,1.363636,3,6.227273,34.363636,68,66.863636,79.136364,84.181818,41.681818,38.227273,14.5,14.409091,12.272727,3.545455,10.681818,22,1.454545,7.772727,4,4.5,4.409091,3.136364,7.590909,4.590909,15.772727,1.636364,3.136364,6.409091,9.818182,1120.772727,,,,,,,,,,,,,,
SL,12.590909,19.227273,6.136364,6,19.227273,11.909091,21,25.818182,46.545455,55.590909,85.954545,38.727273,4.772727,33.818182,37.363636,35.136364,21.272727,16.409091,4.318182,1.772727,3.590909,1.954545,2.136364,6.318182,20.363636,81.863636,81.181818,83.409091,80.272727,31.590909,26.909091,9.181818,11.136364,9.772727,3.090909,12.272727,26.818182,0.863636,4.545455,2.454545,3.181818,8.409091,1.727273,11.136364,2.545455,13.090909,1.590909,2.272727,3.454545,7,1057.727273,,,,,,,,,,,,,,
BF,5.545455,9.681818,2.863636,5.545455,14,9.363636,22.818182,23.045455,35.636364,43.636364,65.090909,43.909091,37.181818,4.954545,24.318182,21.545455,21.863636,26.136364,6.409091,3.181818,2.636364,0.363636,1.363636,3.954545,12.909091,64.363636,68.318182,73.636364,89.045455,34.727273,22.909091,8.727273,10.227273,7.681818,2.590909,10.818182,33.818182,2.136364,2.227273,3.818182,2.5,5.954545,1.454545,10.818182,1.454545,12.909091,2.818182,2.636364,1.363636,2,926.909091,,,,,,,,,,,,,,
HY,8.136364,11.909091,3.136364,5.863636,12.727273,6.272727,18.272727,22.090909,32.954545,25.454545,62.863636,37.454545,40.090909,24.636364,4.363636,27.318182,36.590909,41.863636,6.045455,2.090909,3.409091,1.409091,0.590909,3.954545,9.727273,39.727273,33.909091,46.863636,42.818182,15.863636,15.454545,9.090909,7.272727,5.409091,2.181818,3.454545,14.818182,0.5,2.5,0.818182,2.545455,2.5,1.909091,4.409091,0.772727,20.181818,3.454545,4.454545,1.454545,3.909091,735.5,,,,,,,,,,,,,,
SH,7.954545,7.272727,2.818182,0.454545,8.181818,2.454545,14.227273,9.681818,10.772727,22.545455,34.681818,23.863636,30.136364,22.136364,23.818182,2.5,14.5,24.090909,3.863636,0.954545,2.318182,0.772727,0.5,0.363636,8.318182,30.590909,35.454545,33.409091,43.954545,13.181818,14.454545,4.818182,4.681818,3.090909,2.454545,5.136364,8.090909,0.590909,2.909091,2.318182,1.818182,2.727273,1.590909,6.409091,1.136364,17.818182,3.818182,4.045455,0.909091,2.181818,526.772727,,,,,,,,,,,,,,
UC,3.590909,7.590909,4,1.045455,9.818182,4.909091,10.545455,11.318182,17.954545,14.772727,22.409091,18.545455,24.318182,21.727273,29.090909,14.5,3,26.818182,2.5,1.363636,1.454545,0.136364,0.272727,1.045455,2.454545,20.227273,28.272727,22.272727,37.409091,10.409091,12.272727,2,3.272727,3.954545,1.318182,3.954545,11.045455,0.090909,2.409091,1.636364,1.818182,1.181818,0.318182,5.409091,1,25,4.045455,4.954545,1.045455,1.681818,462.181818,,,,,,,,,,,,,,
FM,6.954545,10.136364,2.954545,2.409091,4.227273,1.954545,10.545455,11,14,13.181818,29,18.590909,19.454545,22.590909,43.5,23.090909,63.454545,3.318182,1.909091,2.636364,0.863636,0.545455,1,1.136364,2.772727,19.409091,22.590909,21.5,26.772727,10.636364,6.045455,2.636364,2.954545,3.863636,0.772727,4.590909,8.318182,0.454545,2.090909,0.863636,0.909091,1.818182,0.954545,1.590909,1.909091,15.954545,6.318182,8,0.454545,2.227273,484.863636,,,,,,,,,,,,,,
CN,7.5,7.136364,3.318182,2.454545,5.818182,3.727273,26.681818,20.363636,22.545455,6.227273,9.818182,7.772727,5.727273,5.045455,5.863636,2.545455,2.409091,1.909091,6.909091,20.181818,42.954545,27.318182,9.590909,10.818182,6.590909,65.227273,71.5,68.5,79.545455,27.090909,21.545455,10.136364,10.136364,6.772727,2.545455,0.272727,1.590909,12.181818,46.5,4.136364,6.863636,15.590909,3.272727,0.636364,3.090909,2.090909,0.454545,0.954545,27.727273,27.454545,787.045455,,,,,,,,,,,,,,
