Exit stations,Entry stations->,,WEEKDAY,,,Jul 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
RM,15.238095,113.142857,78.333333,62.761905,379.047619,95.761905,117.809524,147.380952,194.619048,39.47619,84.761905,66.142857,36.52381,22.238095,25.380952,19.380952,16.761905,28,17.714286,14,20.761905,5.47619,8.904762,18.952381,24.095238,428.666667,392.238095,435.238095,336,172.52381,168.238095,45.809524,55.714286,41.380952,15.904762,4.809524,17.285714,3.666667,20.47619,12.238095,21.47619,63.809524,28.238095,6.333333,15.52381,11.047619,0,0,8.238095,9.904762,3967.428571,,,,,,,,,,,,,,
EN,119.380952,21,78.238095,84.380952,776.142857,127.238095,237.190476,460.761905,558.238095,100.761905,100.333333,119.904762,56.142857,40.666667,51.238095,24.52381,31.380952,57.666667,27.952381,16.952381,28.761905,8.571429,10.428571,29.380952,37.380952,1002.047619,1017.190476,915.190476,746.47619,287.857143,211.238095,90.190476,98.619048,76.380952,26.142857,9.666667,27.333333,5.52381,17.52381,29.52381,38.857143,135.047619,67.190476,14.142857,45.142857,29.857143,0,0,4.285714,10.761905,8110.809524,,,,,,,,,,,,,,
EP,81.619048,71.47619,12.714286,44.619048,635.285714,80.761905,127.47619,287.47619,323.714286,51.857143,49.095238,49.428571,27.904762,17.333333,18.52381,8.428571,19.095238,32.238095,13.952381,16.809524,27.714286,6.904762,4.380952,24.571429,15.333333,596.428571,668.333333,412.571429,408.428571,130.52381,68.761905,33.47619,32.952381,27.333333,5.52381,4,14.857143,4.333333,9.285714,9.190476,13.285714,80.904762,30.809524,9.333333,31.857143,11.857143,0,0,2.619048,5.285714,4660.666667,,,,,,,,,,,,,,
NB,61.857143,78.095238,48.952381,17.380952,148,55.380952,78.285714,248.619048,250.285714,49.285714,61.142857,43.428571,24.52381,14.285714,21.238095,9.285714,19.666667,25.952381,19.571429,20.142857,23.619048,10.333333,8.238095,13.714286,12.857143,679.52381,696.761905,396.238095,442.095238,162.285714,92.095238,27.190476,27.952381,26,4.809524,7.095238,14.904762,3.857143,9.619048,7.714286,10.095238,116,42.571429,7,37.285714,14.47619,0,0,5.428571,5.904762,4201.047619,,,,,,,,,,,,,,
BK,432.619048,829.761905,632.857143,170.285714,51.333333,323.238095,323.238095,555.238095,532.952381,202.190476,263.666667,172.619048,191.952381,151.904762,127.809524,77.238095,190.47619,281.142857,105.238095,168.761905,140.333333,83.380952,57.714286,38.142857,71.428571,1263.428571,1159.095238,874.809524,804.47619,352.238095,244.761905,155.285714,117,105.904762,33.428571,56.571429,160.47619,33.333333,74.047619,38.952381,41.904762,164.428571,189.52381,74.619048,64.095238,125.571429,0,0,29.904762,49.380952,12388.761905,,,,,,,,,,,,,,
AS,102.428571,121.904762,83.857143,55.47619,278.714286,15.428571,91.095238,249.47619,266.571429,53.47619,97.761905,71.333333,49.095238,36.238095,34.761905,21,35.47619,37.47619,23.809524,27.761905,23.142857,7.857143,7.571429,11.047619,27.619048,755.619048,799,450.761905,494.52381,238.666667,120.666667,34.142857,35.904762,28.047619,8.619048,9.380952,18.761905,7.190476,15.904762,9.571429,12.761905,73.952381,37.809524,14,25.380952,19.761905,0,0,5.380952,13.761905,5059.952381,,,,,,,,,,,,,,
MA,137.904762,242.238095,117.238095,74.52381,313.047619,90.428571,35.904762,198.571429,226.619048,56.619048,146.571429,129.380952,115.904762,88.761905,92.380952,56.095238,71.380952,110.619048,150.761905,184.142857,150.428571,48.47619,47.904762,51.47619,43.095238,1114.190476,1181.285714,822.380952,824.47619,376.47619,215.857143,86.714286,70.761905,60.380952,21.52381,21.47619,77.619048,46.095238,152.428571,32.238095,30.714286,134.428571,73.571429,30.619048,31.619048,38.190476,0,0,33.952381,117.809524,8575.285714,,,,,,,,,,,,,,
19,167.619048,471.285714,288.952381,258.428571,511.190476,252.047619,183.809524,32.714286,48.428571,37.190476,180,173.238095,243.857143,214.190476,210.52381,149.285714,227.095238,325.761905,288.333333,391.095238,327.904762,163.666667,113.095238,156.666667,64.809524,1392.047619,1514.571429,916.238095,1001.571429,449.761905,317.761905,176,128.190476,137.047619,67.571429,65.285714,229.047619,138.52381,170.190476,69.333333,67.47619,109.571429,129.904762,111.238095,38.571429,106.904762,0,0,48.47619,127.380952,12993.857143,,,,,,,,,,,,,,
12,215.380952,585.285714,316.428571,257.761905,457.666667,254.285714,214.47619,48.095238,38.761905,34.619048,211.952381,239.714286,348.809524,325.714286,291.571429,174.238095,246.380952,342.619048,320.666667,434.380952,303.571429,141.333333,132.095238,179.380952,91.238095,1319.428571,1292.52381,899.190476,923.761905,344,307.238095,201.666667,209.047619,202.333333,130.714286,126.380952,269.761905,136.952381,231.380952,91.571429,82.095238,146.904762,164.952381,126,49.761905,101.952381,0,0,50.333333,177.619048,13792,,,,,,,,,,,,,,
LM,37.571429,90.571429,50.238095,46.952381,182.285714,60.142857,57.333333,36.238095,32.857143,21.619048,155.47619,213.52381,304.238095,238.095238,136.619048,86.333333,119.238095,122.52381,39.333333,23.904762,28.380952,11.333333,8.380952,25.904762,29.142857,954,1044.904762,710,617.380952,260.52381,151,66.809524,76.142857,62.285714,7.904762,131.238095,210.857143,11.285714,24.285714,19.047619,15.238095,49.285714,20.285714,86.761905,26.52381,103.380952,0,0,7.47619,21.47619,6836.333333,,,,,,,,,,,,,,
