Exit stations,Entry stations->,,WEEKDAY,,,Oct 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
GP,37.227273,74.454545,30.545455,27.818182,124.727273,33.363636,73.909091,164.318182,174.636364,62.045455,66.772727,72.409091,48.5,30,30.954545,13.863636,10.136364,18.363636,42.454545,48.863636,43.5,14.5,18.181818,42.318182,74.863636,1123.181818,1410.590909,1194.090909,702,319.636364,261.227273,29.727273,133.227273,68.954545,55.545455,16.590909,63.909091,16.318182,41.136364,38.227273,54.318182,112.954545,135.681818,23.136364,15.681818,14.181818,0,0,12.636364,29.590909,7251.272727,,,,,,,,,,,,,,
BP,63.954545,104.5,37.636364,37.909091,106.409091,40.772727,86.136364,133.272727,169.409091,81.454545,96.545455,76.045455,74.181818,43.090909,36.772727,25.772727,20.090909,23.409091,51.909091,49.5,42.227273,10,15,53.090909,96.818182,1376.318182,1832.5,2399.318182,1253.5,568.181818,587.772727,129.090909,57.318182,106.590909,90.136364,25.681818,67.272727,14.636364,50.454545,77.909091,124.863636,116.681818,157.909091,24.136364,8.772727,14.363636,0,0,11.090909,43.409091,10713.818182,,,,,,,,,,,,,,
DC,132.454545,206.454545,73.227273,47.136364,127.409091,54.181818,103.409091,152.636364,237.681818,143.681818,185.863636,176.545455,138.181818,103.590909,75.409091,73.090909,73.272727,85.227273,125.863636,90.363636,69.409091,32.545455,24.454545,43.227273,87.045455,1305.363636,1829.409091,1417.363636,851.727273,327.136364,305.181818,66.590909,130.772727,35.409091,53.545455,44.090909,127.954545,55.181818,108.909091,85.636364,148.909091,199.454545,318.954545,60.363636,14.954545,50.318182,0,0,34,91.227273,10324.818182,,,,,,,,,,,,,,
CM,13.409091,24.818182,5.909091,6.681818,37.772727,9.636364,22.181818,69,120.181818,10.727273,9.318182,16.818182,8.090909,9.636364,5.590909,5.272727,6.045455,3.863636,27.181818,13.045455,16.454545,7.909091,2.909091,4.045455,17.772727,892.227273,1045.636364,640.272727,506.818182,138.954545,130.272727,49.318182,93.5,47.590909,15.090909,4.045455,18.545455,3.909091,16.227273,16.409091,42.363636,136.5,98.954545,2.136364,1.681818,2.636364,0,0,4.636364,17.136364,4399.136364,,,,,,,,,,,,,,
CV,5.409091,8.227273,4.136364,7.318182,57.590909,8.227273,24.363636,74.954545,119.863636,120.363636,53.045455,52.954545,41.727273,53.636364,19.772727,13.454545,17.409091,26.272727,5.727273,3.909091,4.636364,1.454545,2.409091,5.5,13.136364,550.045455,592.454545,293.5,261.954545,81.954545,32.045455,19.772727,27.772727,48.363636,4,8.5,106.454545,0.954545,1.909091,3.363636,8.045455,25.136364,6.772727,59.5,8.5,20.909091,0,0,0.545455,1.363636,2909.318182,,,,,,,,,,,,,,
ED,15.318182,29.863636,12.681818,14.636364,121.954545,23.5,74.272727,240.5,264.818182,196.454545,136.727273,136.363636,114.636364,137.181818,73.954545,35.636364,63,58.363636,7.818182,4,6.863636,1.954545,3.5,11.818182,30.818182,2104.090909,1902.045455,749.590909,659.409091,238.818182,78.454545,72.136364,84,133.272727,17,121.318182,39.772727,1.5,3.863636,23.772727,14.181818,130.090909,18.681818,42.636364,78.318182,40.090909,0,0,1.954545,3.909091,8375.545455,,,,,,,,,,,,,,
NC,4.363636,7.181818,4.772727,5.590909,33.227273,8.681818,54.954545,131.545455,137.772727,9.045455,8.772727,11.863636,9.909091,5.272727,10.954545,2.045455,2.136364,4.681818,45.545455,34.318182,65.5,10.318182,5.181818,28.363636,5.318182,369.090909,375.954545,225.772727,221.954545,64.772727,39.818182,17.318182,18.818182,47.545455,4.409091,1.636364,1.227273,11.727273,25.5,7.545455,9.954545,62.136364,8.954545,2.454545,13.636364,6.590909,0,0,17.818182,24.545455,2226.5,,,,,,,,,,,,,,
WP,18.954545,15.772727,8.909091,9.818182,68.181818,15.454545,146.5,180.363636,229.272727,24.454545,26.318182,35.363636,16.454545,10.136364,24.272727,9.454545,7.363636,13.409091,169.590909,83.818182,141.181818,24.727273,17.545455,39.454545,14.409091,520.590909,520.136364,460.181818,414.363636,141.136364,118.090909,49.909091,57.772727,101.954545,15.363636,2.772727,3.909091,25.909091,27.772727,23.090909,31.181818,130.590909,21.772727,1.772727,17.090909,15.136364,0,0,18.090909,25.727273,4095.5,,,,,,,,,,,,,,
SS,12.545455,33.272727,8.454545,6.727273,36,7.727273,30.181818,71.090909,87.045455,20.545455,14.318182,24.727273,13.727273,12.727273,9.272727,3.954545,4.045455,5,24.272727,29.772727,21.818182,6.045455,6.136364,12.5,17.590909,648.681818,794,448.363636,422,129.909091,103.409091,38.409091,85.090909,86.454545,15.545455,3.727273,22.272727,7,21,17.909091,29.272727,63.272727,72.045455,9.727273,2.454545,4.681818,0,0,4.863636,22.590909,3572.181818,,,,,,,,,,,,,,
SB,22.181818,37.090909,10.772727,11.818182,39.772727,14.318182,33,70.727273,90.409091,20.318182,27.590909,25.772727,14.318182,15.318182,11,6.181818,3.136364,9.590909,22.727273,32.545455,22.318182,8.954545,8.954545,12.818182,27.818182,670.818182,762.772727,464.090909,376.5,146.5,133.409091,59.136364,130.636364,153.545455,41.409091,6.818182,14.272727,10.772727,34.5,30.681818,16,63.590909,49.136364,5.090909,5.045455,2.681818,0,0,7.636364,23.045455,3807.545455,,,,,,,,,,,,,,
