Exit stations,Entry stations->,,WEEKDAY,,,Apr 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM,14.238095,58.380952,51.52381,31,212.666667,44.52381,71.380952,52.333333,61.238095,18.714286,48.285714,37.047619,18.047619,10.619048,20.47619,10.142857,8.809524,7.666667,14.095238,7.047619,11.52381,6.142857,3.666667,10,14.190476,176.571429,135.095238,224.047619,140.285714,110.619048,99.761905,28.190476,28.047619,37.761905,10.52381,2.428571,3.190476,2.333333,6.142857,7.428571,11.285714,28.904762,9.619048,3.333333,7.619048,13.47619,4.904762,8.047619,7.380952,7.714286,1958.47619,,,,,,,,,,,,,
EN,65.952381,15.904762,49.714286,38.238095,358.761905,54,101.333333,117.190476,149.142857,37.571429,57.190476,47.095238,25.571429,20.285714,28.380952,10.142857,14.47619,16.47619,14.714286,8.285714,15.095238,5.571429,5.428571,14.238095,19.809524,377.714286,288.52381,377.571429,285.142857,118.285714,97.333333,33.904762,42.952381,64.047619,11,4.952381,11.333333,3.571429,8.952381,12.52381,16.047619,50.095238,22.904762,2.238095,20.52381,15.095238,8.857143,14.380952,5.047619,7.52381,3191.095238,,,,,,,,,,,,,
EP,55.285714,49.095238,6.571429,28.380952,277.761905,31,55.190476,58.761905,83.47619,22.952381,30.285714,18.809524,19.190476,7.142857,10.095238,5.714286,6.809524,7.47619,9.571429,4,9.571429,4.428571,2.333333,14.47619,6.190476,202.047619,152.238095,127.666667,132.761905,44.952381,33.761905,12.857143,10,26.047619,2.047619,2.619048,3.428571,1.714286,4.190476,4.190476,4.238095,31.904762,9.904762,3.333333,14.809524,5.47619,4.571429,6.761905,1.857143,2.714286,1670.666667,,,,,,,,,,,,,
NB,37.47619,36.52381,27.190476,7.809524,77.52381,23.238095,35.809524,58.52381,56,19.047619,36.428571,20.47619,15.666667,7.095238,9.190476,3.428571,5.285714,9.809524,6.904762,6.095238,5.285714,2.666667,3.333333,5.52381,6.238095,192.809524,131.904762,108.47619,144.238095,56.190476,37.238095,11,12.428571,15.619048,2.571429,3.238095,5.619048,1.952381,5,2.714286,2.714286,41.285714,7.190476,0.619048,17.47619,4.809524,3.809524,7.142857,1.095238,3.571429,1343.285714,,,,,,,,,,,,,
BK,234.380952,371.333333,297,84.619048,34.333333,128.809524,150.238095,184.809524,197.047619,74.238095,119.666667,91.095238,77.571429,44.714286,57.952381,41.047619,59.714286,58.285714,37.333333,35.619048,39.238095,22.571429,13.47619,14.285714,42.714286,338.47619,228.952381,295.428571,250.809524,145.190476,117.380952,60.333333,39.571429,52.238095,11.714286,15.952381,35,12.190476,25.52381,12.619048,16,78.714286,46.857143,10.047619,47.619048,25.619048,39.190476,61.333333,11.666667,22.666667,4513.190476,,,,,,,,,,,,,
AS,47.142857,52.619048,28.619048,23.714286,118.952381,9.238095,35.761905,71.333333,61.761905,23.952381,48.666667,38.285714,21.333333,13.190476,11.571429,7.47619,13.761905,12.238095,6.380952,8.285714,8.904762,3.714286,2,3.619048,16.47619,175.47619,134.904762,117.809524,147.857143,64.428571,35.761905,13.047619,14.571429,17.047619,2.952381,1.714286,5.52381,1.190476,3.714286,2.52381,6.619048,27.52381,7.714286,3.047619,11.047619,5.619048,9.333333,11.333333,1,5.952381,1516.714286,,,,,,,,,,,,,
MA,75.952381,97.714286,49.904762,36.571429,149.619048,40.095238,18.714286,62.142857,76.619048,28.095238,83.666667,69.904762,55.095238,33,38,20.428571,23.095238,26.285714,49.095238,42.619048,45.809524,16.285714,15.190476,27.190476,31.142857,339.809524,260.904762,256.238095,269.52381,149.52381,93.761905,27.761905,34.619048,30.047619,9.619048,4.904762,17.857143,10.809524,41.238095,11.238095,4.857143,47.666667,13.714286,7.52381,15.428571,9.571429,11.47619,18.238095,22.714286,52.095238,2973.380952,,,,,,,,,,,,,
19,55.619048,116.428571,60.952381,63.190476,194.904762,74.666667,63.333333,21.904762,14.904762,11.714286,58.714286,67.142857,59.428571,50.809524,49.190476,32.142857,34.190476,39.52381,59.095238,64.666667,63.52381,28.047619,25.428571,55.857143,28.857143,414.571429,307.142857,285.333333,284.238095,160.047619,107.142857,38.619048,44.047619,40.095238,14,12.52381,27.047619,13.142857,40.809524,13.333333,14.571429,44.190476,23,11.428571,16.190476,20.190476,19.809524,25,14.952381,39.952381,3425.619048,,,,,,,,,,,,,
12,67.809524,156.333333,83.333333,53.761905,175.095238,60.47619,75.190476,15.761905,22.47619,11.666667,55.333333,70.285714,109.619048,81.857143,73.809524,40.190476,58.428571,42.714286,70.285714,76.857143,76.857143,33.809524,27.952381,51.047619,33.714286,375.238095,283.619048,331.809524,267.428571,121.666667,97.095238,43.714286,56.761905,71.666667,22.238095,14.47619,32.952381,19.904762,52.714286,24.714286,24.095238,57.47619,32,14.333333,21,26.714286,20.380952,25.904762,20.952381,69.428571,3752.952381,,,,,,,,,,,,,
LM,19.857143,31.238095,20.904762,16.619048,89.285714,22.904762,29.857143,10.095238,12.285714,11.571429,74.142857,92.428571,124.142857,93.142857,64.571429,49.333333,42.857143,43.333333,11.285714,7.333333,9.857143,3.428571,1.809524,6.095238,13.571429,301.619048,224,243.047619,220.571429,103.333333,65.190476,34.190476,35.095238,36.047619,3.714286,52.619048,82.857143,6.095238,6.52381,6.238095,3.333333,14.904762,4.047619,33.714286,16.714286,23.380952,18.952381,18.571429,3.952381,14.285714,2474.952381,,,,,,,,,,,,,
FV,44,52.095238,29.857143,35.47619,127.857143,42.761905,81.142857,57.380952,62.142857,70.238095,19.047619,134.809524,122.047619,118.380952,107.142857,58.761905,48.619048,54.666667,13.190476,9.952381,18.238095,12.52381,14.047619,23.904762,66.904762,338.190476,234.761905,350.190476,323.380952,131.142857,114.238095,26,42,70.904762,5.428571,29.142857,65.428571,4.380952,11.809524,7.571429,13.952381,31.380952,9.571429,36.190476,9.666667,37.285714,18.190476,22.285714,8.238095,19.095238,3385.619048,,,,,,,,,,,,,
CL,36.904762,47.809524,20.47619,20.333333,78.857143,41.714286,75.714286,69.904762,85.095238,85.904762,135,19.904762,84.904762,76.142857,86.047619,35.761905,39.285714,35.952381,22.190476,18.619048,16.190476,8.380952,6,18,52.285714,191.238095,122.47619,188.619048,154.333333,64.142857,60.047619,23.333333,33.571429,39.714286,5.142857,32,81.571429,6.047619,15.952381,6.809524,8.190476,13.857143,8,24.095238,19.428571,34.904762,19.190476,35.761905,6.571429,21.666667,2434.047619,,,,,,,,,,,,,
SL,17.904762,26.904762,17.904762,17.238095,77.333333,21.761905,59.761905,61.190476,109.333333,134.761905,129.142857,80.238095,11.857143,66.285714,80.809524,49.095238,35.333333,41.333333,12.619048,9.047619,11.238095,2.619048,3.095238,8.333333,25.904762,283.47619,266.095238,259.904762,192.52381,73.47619,55.619048,20.47619,29.666667,48,5.285714,24.619048,53.47619,3.190476,7.47619,5.952381,6.095238,18,3.904762,24.47619,6.47619,31.380952,15.190476,23.714286,3.142857,13.714286,2586.380952,,,,,,,,,,,,,
BF,11.333333,20.904762,6.238095,6.666667,45.47619,11.238095,38.857143,52.857143,85.904762,95.761905,115.761905,84.809524,71.380952,11.47619,51.095238,44.285714,40.190476,46.190476,9.857143,4.619048,6.047619,1.380952,2.952381,6.47619,15.714286,218.714286,196.52381,237.571429,169.809524,64.380952,33.333333,13.714286,23.238095,36.428571,6.142857,24.619048,51,0.761905,7.285714,5.285714,6.47619,12.619048,3.333333,32.809524,5.190476,34.809524,17.904762,18.761905,2.952381,4,2115.142857,,,,,,,,,,,,,
HY,17.809524,29.380952,11.142857,10.428571,54.714286,14.714286,40.619048,49.666667,81.47619,60.190476,106.380952,86,83.809524,50.714286,9.47619,45.142857,92.619048,99.095238,13.190476,6,9.238095,1.428571,2.095238,6.333333,19.619048,152.571429,106,116.47619,97.761905,37.666667,25.428571,12.761905,17,24.904762,4.285714,9.238095,32.619048,2.666667,10.47619,4.047619,7.190476,8.52381,5.142857,13.095238,6.285714,52.857143,31.857143,44,4.761905,14.047619,1842.952381,,,,,,,,,,,,,
SH,10.666667,10.666667,5.333333,4.142857,36.857143,7.095238,20.809524,31.761905,41.095238,42.666667,53.238095,33.380952,47.095238,44,46.285714,6.190476,37.142857,49.333333,5.52381,3,5.333333,0.47619,1,1.904762,8.238095,119.761905,92.952381,89.619048,80.095238,25.095238,25.333333,10.285714,8.190476,17.095238,3.619048,9.47619,12.285714,1.52381,5.761905,2.904762,2.047619,7.47619,3.047619,9.238095,4.238095,46.714286,17.761905,30.761905,1.857143,3.952381,1184.333333,,,,,,,,,,,,,
UC,8.47619,14.904762,8.47619,5.714286,60.47619,14.047619,24.095238,34.190476,58.142857,44.761905,49.333333,41.333333,37.333333,40.47619,92.52381,30.952381,11.809524,47.619048,8.809524,3.857143,8.333333,1.714286,0.809524,4.904762,11.619048,164.571429,117.190476,95.52381,78.571429,31.285714,14.571429,6.52381,8.238095,20.904762,4.52381,9.142857,23.285714,0.47619,2.904762,2.238095,1.380952,9.190476,1.095238,11.333333,7.904762,45.47619,38.333333,49.190476,2.761905,5.285714,1416.619048,,,,,,,,,,,,,
FM,7.047619,17.52381,7.190476,9.619048,58.52381,13.571429,28.952381,39.47619,45.619048,37.142857,55.238095,36.095238,48.571429,50.142857,97.47619,52.047619,52.52381,16.47619,7.714286,3.952381,2.904762,1.238095,2.285714,4.190476,7.190476,188.285714,128.333333,85.857143,80.190476,24.52381,16.380952,7,9,20.666667,2.809524,8.047619,19.142857,0.238095,4.619048,0.52381,2.047619,12.428571,1,7.142857,9.761905,43.666667,47.095238,64.238095,1.285714,7.142857,1494.142857,,,,,,,,,,,,,
CN,14.047619,11.857143,11.333333,6.380952,36.904762,5.666667,50.666667,54.285714,68.952381,11.142857,14.52381,19.571429,13.380952,9.809524,16.142857,6.333333,8.857143,7.190476,21.190476,43.238095,121.857143,41.47619,19.095238,37.857143,11.571429,261.857143,200.857143,198.142857,176.333333,57.047619,44.761905,21.52381,20.047619,33.190476,7,1.809524,4.428571,21.285714,83.333333,7.666667,10.47619,58.285714,7.380952,1.666667,15.619048,4.142857,4.238095,7.47619,58.761905,59.52381,2030.190476,,,,,,,,,,,,,
PH,10,8.714286,4,7.333333,36.333333,8.52381,40.714286,65.52381,71.714286,6.809524,10.333333,17.095238,7.904762,5.619048,5.571429,2.571429,3.428571,4.238095,40.571429,14.714286,53.190476,24.428571,13.142857,41.52381,7.904762,351.47619,311.761905,172.285714,149.857143,48.428571,29.238095,21.380952,14.714286,24.380952,4.142857,0.142857,3.333333,13.428571,33.857143,5.666667,7.428571,69.857143,5.428571,1,17.333333,4.095238,2.428571,4.047619,15.666667,27.52381,1850.809524,,,,,,,,,,,,,
WC,11.857143,13.571429,10.238095,7.238095,42.857143,8.619048,48.952381,70.666667,77,10.285714,18.285714,13.714286,10.095238,7.047619,7.571429,5.619048,8.52381,2.952381,125.428571,53.380952,10.666667,30,17.52381,52.047619,9.428571,343.904762,245.47619,144.190476,139.857143,38.857143,31.238095,14.714286,9,24.428571,6.571429,1,2.619048,23.809524,51.380952,7.095238,8.190476,76.190476,5.714286,0.666667,19.619048,2.428571,3.142857,5.380952,30.619048,47.190476,1956.857143,,,,,,,,,,,,,
LF,5.857143,5.190476,2.952381,2.666667,19.380952,3.428571,16.952381,30.952381,34.952381,4.47619,11.666667,7.238095,2.380952,0.52381,1.761905,0.380952,1.714286,1.285714,55.52381,26.952381,31.333333,6.857143,8.47619,27.809524,2.285714,249.952381,177.904762,60.857143,77.714286,24.666667,18.47619,6.714286,3.380952,6.380952,2.333333,0.52381,1.095238,3,16.666667,1.142857,3.904762,48.571429,3.190476,0.380952,10.952381,0.238095,1.333333,1.714286,8.142857,12.904762,1055.142857,,,,,,,,,,,,,
OR,4.047619,5.095238,1,3.619048,12.571429,1.904762,16.047619,24.142857,28.095238,1.619048,9.904762,5.761905,1.904762,2.904762,2.142857,0.904762,0.809524,2,14.952381,11.857143,19.142857,7.285714,6.904762,23.047619,2.238095,208.047619,145.380952,57.571429,56.333333,17.952381,9.47619,6.142857,6.52381,7.190476,1.238095,2.904762,0.47619,1.095238,4.428571,1.428571,1.52381,31.761905,2,0.142857,7.714286,0.428571,1.714286,1.571429,5.714286,6.190476,794.857143,,,,,,,,,,,,,
RR,9.714286,16.190476,14.428571,7.714286,15.666667,3.761905,30.238095,65,53.857143,8.333333,23.761905,15.47619,9.619048,5.380952,6.095238,2.047619,4.52381,4.333333,35.952381,45.238095,51.52381,29.047619,27.047619,9.714286,13.285714,321.380952,233.952381,161.285714,184.714286,83.47619,45.52381,19.52381,28.380952,13.190476,1.952381,3.380952,4,10.666667,24.47619,4.571429,5.857143,58.428571,4.571429,1.238095,7.428571,3.285714,3.190476,2.904762,8.428571,21.666667,1765.428571,,,,,,,,,,,,,
OW,17.190476,15.238095,5.52381,6.761905,38.952381,18.52381,27.285714,23.238095,42.857143,12.952381,63.952381,47.285714,24.666667,17.761905,19.571429,9.142857,8.714286,7.428571,12,9.666667,10.619048,2.761905,1.857143,12.857143,16.571429,584.047619,374.190476,383.095238,328.809524,150.761905,92.904762,28,29.333333,26.619048,7.047619,6.52381,13.47619,1.095238,7.952381,8.714286,9.952381,44.047619,13.095238,5.666667,6.47619,5.952381,2.095238,4.047619,7.190476,10.238095,2624.714286,,,,,,,,,,,,,
EM,211.190476,403.904762,226.952381,226.285714,387.190476,214.238095,399.047619,493.142857,458.857143,329.52381,385.904762,218.190476,333.190476,265.285714,181.095238,154.238095,191.904762,206.095238,315.619048,432.571429,395.571429,301.47619,246.095238,358.238095,685.428571,103.714286,21.809524,114.619048,141.238095,344.52381,515.190476,340.190476,449.285714,421.333333,178.190476,176.142857,535.238095,97.47619,204.666667,144.666667,116.428571,201.238095,161.952381,194,57.285714,64.904762,80,87.333333,48.761905,252.47619,13073.904762,,,,,,,,,,,,,
MT,186.571429,307,166.571429,151.714286,250.380952,154.095238,310.142857,352.047619,339.47619,257.142857,284.428571,144.380952,297,232.047619,128.142857,104.190476,134,139.095238,227,330.190476,262.285714,178.666667,149.857143,241.142857,445.857143,25,60.857143,35.428571,97.619048,369.190476,578.142857,399.857143,649.714286,502.571429,200,155.761905,314.666667,66.047619,188.619048,174.142857,144.47619,194.52381,187.761905,113,35.428571,52.952381,63.47619,74.714286,45.761905,202.095238,10705.238095,,,,,,,,,,,,,
PL,176.285714,283.714286,97.714286,85.904762,256.666667,105.047619,207.714286,228.190476,269.333333,185.666667,279.714286,162.047619,200.095238,183.428571,99.761905,73.619048,78.047619,79.809524,156.190476,141.809524,122.952381,54.904762,51.238095,133.47619,345.428571,140.571429,43.761905,63.857143,75.095238,406.714286,533,324.52381,594.809524,431.190476,167.571429,75.285714,178.428571,51.190476,170.52381,139.190476,119.190476,517.714286,124.047619,62,45.761905,28.428571,37.904762,44.761905,40.52381,151.333333,8626.142857,,,,,,,,,,,,,
CC,120.904762,210,104.333333,116.142857,178.047619,125.952381,238.809524,229.714286,207.47619,183.238095,278,123.047619,150.142857,136,83.714286,61.285714,58.047619,63.380952,135.857143,117.238095,111.714286,62.428571,48.285714,143.952381,290.666667,125.809524,79.666667,67,49.238095,200.904762,314.619048,235.380952,380,313.333333,150.047619,72.285714,140.190476,41.047619,116.761905,115.333333,116.809524,169.809524,125.619048,53.857143,21.238095,26.52381,28.428571,35.571429,29.619048,120.52381,6708,,,,,,,,,,,,,
