,EM,MT,PL,CC,16,24,GP,BP
16,1269.23,1553.23,1433.73,665.27,38.64,184.23,303.18,629.73
24,1699.5,2054.09,1898.55,1017.18,206.23,35.91,257.95,543.09
BP,1402.27,1812.36,2297.91,1189.77,569.14,508.95,122.36,35.0
CC,671.0,589.64,318.45,106.0,587.14,946.18,778.91,1318.91
EM,204.18,121.59,518.91,683.73,1232.09,1960.09,1309.55,1676.68
GP,1141.14,1404.05,1177.36,701.45,307.09,254.27,21.18,122.77
MT,142.95,189.27,181.09,649.45,1485.32,2435.73,1736.23,2668.5
PL,760.45,298.73,141.59,334.77,1207.05,1579.0,1037.41,1982.55
