,16,24,BP,CC,EM,GP,MT,PL
16,32.64,206.77,560.82,636.18,1160.5,303.5,1530.68,1457.45
24,213.41,38.32,514.55,998.86,1581.27,255.59,2085.27,1862.68
BP,495.05,495.05,53.45,1100.59,1297.82,112.41,1701.82,2189.41
CC,574.59,953.0,1214.0,79.14,601.41,732.64,592.14,311.77
EM,1105.23,1781.41,1499.32,602.41,200.68,1248.77,131.77,498.91
GP,298.32,253.14,115.55,665.45,1104.32,35.23,1366.55,1164.64
MT,1416.0,2413.32,2518.73,573.82,155.18,1647.41,158.32,195.05
PL,1219.45,1612.77,1899.36,345.5,744.95,1051.73,304.27,114.5
Sum,5354.6900000000005,7753.780000000001,8375.779999999999,5001.950000000001,6846.13,5387.280000000001,7870.82,7794.41
