,16,24,BP,CC,EM,GP,MT,PL
16,35.68,193.23,588.95,660.64,1226.45,316.95,1547.95,1388.32
24,210.14,47.27,493.55,1005.09,1650.05,256.82,2042.91,1851.32
BP,524.68,480.64,35.86,1129.36,1338.64,119.18,1756.73,2241.73
CC,588.41,940.0,1274.68,103.77,632.45,774.14,580.23,308.32
EM,1213.68,1947.64,1634.23,648.0,191.95,1292.36,117.14,503.64
GP,305.82,253.73,122.09,697.41,1120.64,22.18,1373.05,1162.95
MT,1457.59,2430.77,2628.27,610.23,143.59,1674.05,183.91,177.91
PL,1182.64,1557.27,1929.77,333.36,751.45,1008.95,305.14,140.41
Sum,5518.639999999999,7850.549999999999,8707.4,5187.86,7055.22,5464.63,7907.0599999999995,7774.6
