,16,24,BP,CC,EM,GP,MT,PL
16,6.95,27.26,114.89,90.95,69.05,51.84,81.89,163.68
24,30.26,13.26,90.32,141.84,88.89,44.68,127.95,256.63
BP,96.47,84.47,7.47,193.21,130.32,14.95,168.47,399.53
CC,71.84,113.21,201.74,15.89,37.63,80.42,29.32,24.95
EM,68.32,106.68,158.58,38.47,15.11,66.42,9.84,35.32
GP,49.95,42.58,16.32,77.11,66.74,6.84,105.16,156.95
MT,88.16,152.32,290.53,34.32,9.42,120.68,11.63,17.37
PL,148.63,209.74,323.37,28.63,42.89,154.32,14.37,16.89
Sum,560.58,749.52,1203.2199999999998,620.4200000000001,460.04999999999995,540.15,548.63,1071.32
