,16,24,BP,CC,EM,GP,MT,PL
16,17.57,58.48,188.05,158.86,180.76,106.67,187.48,324.62
24,60.81,18.81,153.29,278.81,250.62,99.76,289.14,499.38
BP,157.43,170.0,12.9,270.24,239.71,33.57,267.81,571.48
CC,143.38,245.62,290.48,33.24,67.67,171.19,48.57,49.86
EM,184.05,283.33,275.62,68.29,43.43,174.62,12.81,57.14
GP,108.0,97.81,42.76,164.86,166.76,8.81,217.19,294.71
MT,211.38,355.38,473.95,60.19,16.76,254.19,37.14,25.71
PL,305.52,434.71,460.95,52.71,77.14,253.43,25.48,48.71
Sum,1188.14,1664.1399999999999,1898.0,1087.2000000000003,1042.85,1102.24,1085.62,1871.6100000000001
