,16,24,BP,CC,EM,GP,MT,PL
16,34.1,198.0,598.62,609.52,1202.62,306.1,1577.62,1356.24
24,219.86,38.86,491.1,970.38,1642.43,239.71,2084.67,1839.24
BP,525.43,488.05,35.71,1094.14,1369.95,108.95,1782.29,2224.57
CC,546.14,923.9,1251.95,65.48,576.9,728.67,557.67,266.86
EM,1166.62,1903.71,1633.52,596.81,165.9,1284.0,120.9,483.81
GP,309.14,233.86,111.81,652.1,1126.81,19.33,1419.71,1159.71
MT,1448.48,2449.9,2619.38,591.57,142.43,1711.24,142.43,173.33
PL,1142.43,1531.14,1878.38,313.0,716.81,1021.76,317.14,108.38
Sum,5392.2,7767.42,8620.470000000001,4893.0,6943.849999999999,5419.76,8002.43,7612.139999999999
