,16,24,BP,CC,EM,GP,MT,PL
16, 33 , 198 , 613 , 625 ," 1,171 ", 311 ," 1,532 "," 1,419 "
24, 215 , 37 , 603 ," 1,021 "," 1,557 ", 266 ," 2,109 "," 1,888 "
BP, 556 , 562 , 42 ," 1,188 "," 1,313 ", 124 ," 1,777 "," 2,250 "
CC, 581 , 979 ," 1,300 ", 76 , 630 , 769 , 618 , 312 
EM," 1,130 "," 1,774 "," 1,541 ", 616 , 167 ," 1,266 ", 122 , 483 
GP, 315 , 265 , 132 , 685 ," 1,120 ", 26 ," 1,378 "," 1,164 "
MT," 1,475 "," 2,480 "," 2,631 ", 596 , 141 ," 1,685 ", 164 , 178 
PL," 1,213 "," 1,592 "," 1,949 ", 333 , 746 ," 1,057 ", 298 , 118 
Sum," 33  215  556  581  1,130  315  1,475  1,213 "," 198  37  562  979  1,774  265  2,480  1,592 "," 613  603  42  1,300  1,541  132  2,631  1,949 "," 625  1,021  1,188  76  616  685  596  333 "," 1,171  1,557  1,313  630  167  1,120  141  746 "," 311  266  124  769  1,266  26  1,685  1,057 "," 1,532  2,109  1,777  618  122  1,378  164  298 "," 1,419  1,888  2,250  312  483  1,164  178  118 "
