,16,24,BP,CC,EM,GP,MT,PL
16,43.14,187.36,579.09,627.23,1242.91,312.27,1576.91,1420.18
24,186.5,50.27,462.86,955.73,1671.32,247.05,2041.59,1784.73
BP,520.45,446.91,38.05,1098.5,1374.68,114.0,1776.59,2228.36
CC,558.32,902.64,1284.18,97.73,658.05,739.59,605.95,293.95
EM,1231.32,1949.64,1664.14,680.73,234.14,1309.5,115.86,489.73
GP,309.64,255.23,118.41,668.68,1141.45,24.09,1395.45,1163.91
MT,1472.05,2410.32,2613.91,628.91,129.82,1703.77,182.82,170.68
PL,1182.5,1498.41,1866.27,316.05,704.73,1015.14,282.64,141.27
Sum,5503.92,7700.780000000001,8626.91,5073.5599999999995,7157.1,5465.41,7977.8099999999995,7692.8099999999995
