,16,24,BP,CC,EM,GP,MT,PL
16,38.64,184.23,629.73,665.27,1269.23,303.18,1553.23,1433.73
24,206.23,35.91,543.09,1017.18,1699.5,257.95,2054.09,1898.55
BP,569.14,508.95,35.0,1189.77,1402.27,122.36,1812.36,2297.91
CC,587.14,946.18,1318.91,106.0,671.0,778.91,589.64,318.45
EM,1232.09,1960.09,1676.68,683.73,204.18,1309.55,121.59,518.91
GP,307.09,254.27,122.77,701.45,1141.14,21.18,1404.05,1177.36
MT,1485.32,2435.73,2668.5,649.45,142.95,1736.23,189.27,181.09
PL,1207.05,1579.0,1982.55,334.77,760.45,1037.41,298.73,141.59
Sum,5632.699999999999,7904.360000000001,8977.23,5347.62,7290.72,5566.77,8022.959999999999,7967.589999999999
