,16,24,BP,CC,EM,GP,MT,PL
16,23.39,82.04,234.0,224.52,304.61,145.91,330.0,440.65
24,87.43,24.26,187.04,368.65,431.78,117.22,469.43,626.78
BP,199.83,196.78,14.04,358.57,344.22,42.22,373.26,686.83
CC,187.48,322.3,388.22,48.0,124.83,245.7,83.61,68.7
EM,309.74,468.57,408.3,123.3,83.39,305.04,19.0,97.35
GP,148.39,123.61,49.61,224.39,277.43,12.7,323.0,373.61
MT,345.74,565.91,607.91,96.74,24.52,382.17,53.7,32.26
PL,374.09,525.48,572.0,69.26,123.57,317.26,39.3,58.3
Sum,1676.0900000000001,2308.95,2461.12,1513.43,1714.35,1568.22,1691.3000000000002,2384.48
