,16,24,BP,CC,EM,GP,MT,PL
16,7.95,27.24,112.1,90.19,72.71,49.71,87.29,164.48
24,25.29,9.29,84.14,146.19,91.71,46.19,122.48,244.67
BP,96.1,84.67,7.86,199.05,122.0,16.24,175.86,385.57
CC,79.67,122.76,216.0,14.9,35.81,83.86,30.62,21.1
EM,73.71,106.62,148.86,37.1,12.19,69.1,8.48,32.38
GP,46.67,49.62,17.67,80.67,63.33,6.57,100.9,148.95
MT,99.62,147.57,302.76,37.0,10.48,114.57,11.14,15.0
PL,136.81,216.0,325.81,27.05,36.52,144.76,14.33,18.38
Sum,565.8199999999999,763.77,1215.1999999999998,632.1500000000001,444.75,531.0,551.1,1030.53
