,EM,MT,PL,CC,16,24,GP,BP
16,239.35,261.4,403.45,203.0,22.8,79.4,133.95,229.9
24,342.7,374.65,573.25,336.45,80.1,18.5,114.05,188.1
BP,280.95,306.5,635.9,301.55,193.3,206.55,37.25,11.9
CC,97.15,68.25,61.4,32.3,182.15,310.3,204.15,329.0
EM,50.25,14.2,79.55,96.05,253.9,380.4,213.15,329.55
GP,203.05,256.45,327.85,191.8,136.2,117.45,7.25,43.25
MT,17.25,40.65,27.85,84.1,280.9,463.85,301.45,523.6
PL,98.05,36.8,52.65,68.6,355.2,499.15,279.9,524.6
