,16,24,BP,CC,EM,GP,MT,PL
16,43.0,183.5,533.77,625.95,1242.86,313.86,1546.36,1381.77
24,188.09,46.0,394.73,934.91,1627.86,233.14,1990.55,1768.95
BP,480.73,382.95,34.23,1022.05,1328.32,97.32,1739.18,2123.64
CC,556.77,879.77,1203.68,98.23,654.95,734.68,577.0,279.91
EM,1219.59,1926.32,1651.86,688.36,227.86,1286.0,127.36,503.32
GP,307.91,237.86,101.73,644.5,1111.91,23.73,1354.27,1144.0
MT,1441.14,2346.36,2604.45,629.41,159.32,1678.09,197.41,165.05
PL,1163.32,1489.45,1772.59,310.41,720.41,981.41,288.68,148.05
Sum,5400.55,7492.21,8297.04,4953.820000000001,7073.49,5348.23,7820.8099999999995,7514.6900000000005
