,16,24,BP,CC,EM,GP,MT,PL
16,42.25,190.5,558.25,674.95,1296.8,315.35,1627.55,1468.85
24,202.8,49.0,434.25,990.35,1702.35,256.0,2053.0,1863.8
BP,502.95,397.0,38.25,1073.7,1342.55,107.7,1743.9,2163.75
CC,602.5,939.85,1270.45,109.7,706.75,797.65,628.75,315.25
EM,1281.05,2010.25,1672.95,734.85,258.45,1321.5,141.45,533.1
GP,311.45,255.9,111.8,693.1,1137.25,25.7,1395.75,1171.5
MT,1499.15,2430.05,2602.9,649.35,137.75,1729.6,222.35,181.35
PL,1227.55,1554.85,1834.7,327.65,741.55,1036.05,299.35,152.05
Sum,5669.7,7827.4,8523.55,5253.65,7323.45,5589.549999999999,8112.1,7849.65
