,16,24,BP,CC,EM,GP,MT,PL
16,47.59,90.45,274.27,268.95,395.05,163.41,416.0,537.14
24,84.05,38.59,233.95,397.23,524.64,146.18,566.32,726.77
BP,253.14,235.14,23.32,405.82,424.64,48.14,455.59,913.55
CC,235.86,360.55,450.95,81.09,178.55,307.09,127.45,101.14
EM,409.64,582.23,493.05,188.09,186.45,371.73,32.64,168.55
GP,168.41,145.68,57.41,290.45,346.23,17.59,412.64,453.41
MT,414.45,682.14,723.27,149.41,35.32,465.05,104.14,52.91
PL,451.82,618.27,750.55,104.09,190.59,403.77,59.05,119.82
Sum,2064.96,2753.05,3006.77,1885.13,2281.4700000000003,1922.9599999999998,2173.83,3073.29
