,EM,MT,PL,CC,16,24,GP,BP
16,1257.48,1610.67,1420.71,671.0,34.33,190.67,297.67,600.81
24,1661.52,2117.38,1847.86,1008.0,204.81,42.29,241.76,500.14
BP,1362.95,1756.57,2232.76,1101.81,544.95,472.62,116.9,35.76
CC,652.67,598.71,318.38,86.86,588.05,956.48,751.29,1249.0
EM,180.48,131.81,507.38,661.76,1227.67,1955.33,1282.52,1655.9
GP,1122.48,1408.1,1153.14,687.57,299.19,246.43,22.24,118.9
MT,156.52,188.24,179.29,650.67,1524.52,2487.05,1735.62,2657.52
PL,761.19,300.33,127.0,332.62,1200.29,1555.43,1035.38,1914.14
