,EM,MT,PL,CC,16,24,GP,BP
16,80.67,98.95,186.52,97.52,10.19,28.52,54.19,125.05
24,106.1,144.62,269.19,165.14,28.67,9.24,49.95,99.81
BP,133.9,185.52,439.05,209.86,103.05,96.86,15.05,6.95
CC,42.24,36.9,28.1,15.24,85.95,137.19,95.86,233.76
EM,14.1,10.67,37.9,47.48,82.81,122.9,79.81,164.57
GP,71.05,117.1,169.67,89.71,51.24,47.19,5.24,15.05
MT,10.76,13.0,16.1,42.62,110.1,170.86,132.81,318.33
PL,44.14,17.14,24.29,35.67,158.14,240.9,158.57,364.67
