,16,24,BP,CC,EM,GP,MT,PL
16,7.0,24.0,125.95,100.73,56.82,52.09,82.77,133.41
24,25.77,7.41,85.0,156.36,86.82,39.82,104.73,179.82
BP,108.5,86.64,5.59,185.64,109.77,13.73,145.14,270.73
CC,84.73,121.73,192.18,13.0,34.55,80.82,25.91,20.0
EM,66.86,95.09,120.64,36.64,11.09,67.59,7.68,23.0
GP,49.59,41.55,16.73,82.14,56.55,4.45,83.5,117.5
MT,87.64,123.77,231.86,29.45,7.09,96.5,8.27,10.32
PL,117.27,163.27,240.05,23.09,24.23,100.41,11.27,13.59
Sum,547.36,663.46,1018.0,627.05,386.91999999999996,455.40999999999997,469.27,768.37
