,16,24,BP,CC,EM,GP,MT,PL
16,27.71,88.19,276.67,264.14,413.1,174.76,416.05,527.52
24,90.33,22.67,221.14,399.29,564.86,148.48,587.95,724.48
BP,252.86,227.33,16.57,413.95,438.76,47.67,448.81,880.52
CC,237.24,359.0,467.05,58.38,181.81,305.38,134.24,91.1
EM,424.1,616.48,505.57,191.29,110.86,388.05,28.86,143.9
GP,176.62,150.24,53.57,302.9,358.67,12.62,432.05,457.33
MT,425.76,701.33,724.67,140.24,33.29,492.62,71.43,43.19
PL,449.95,614.1,723.29,96.76,182.95,402.76,60.48,88.52
Sum,2084.57,2779.34,2988.5299999999997,1866.9499999999998,2284.3,1972.34,2179.87,2956.56
